,pl_name,disposition,pl_orbper,pl_rade,pl_trandep,st_teff,st_rad,st_logg,dec
4500,K03526.01,0.0,143.1188694,53.3,255710.0,5713.0,0.851,4.554,47.346581
4501,K03527.01,0.0,76.81985465,46.61,229160.0,5654.0,0.774,4.59,44.96077
4502,K03528.01,0.0,165.40574995,112.86,66402.0,6061.0,2.185,3.759,39.371639
4503,K03529.01,0.0,71.661915163,55.04,323610.0,5075.0,0.824,4.497,46.676151
4504,K03530.01,0.0,9.44942685,68.38,489000.0,5754.0,0.905,4.534,43.614342
4505,K07781.01,0.0,0.715802309,25.52,2208.6,5239.0,0.757,4.6,41.835629
4506,K03531.01,0.0,70.58284717,50.88,150930.0,5973.0,0.904,4.516,42.493641
4507,K03609.01,0.0,2.995357359,112.12,172400.0,5949.0,1.94,3.892,41.589901
4508,K03610.01,0.0,3.840485025,39.38,31353.0,5731.0,0.823,4.532,42.786289
4509,K03611.01,0.0,10.443341795,44.35,145290.0,6137.0,1.005,4.421,42.146431
4510,K07737.01,0.0,4.75307877,505.94,933.0,3486.0,180.013,0.5,40.958149
4511,K03612.01,0.0,19.515013291,53.03,256440.0,5349.0,0.851,4.531,47.784569
4512,K01628.02,1.0,1.772451066,1.02,79.2,6243.0,1.149,4.406,42.459751
4513,K03384.02,1.0,19.9158863,1.41,143.2,6047.0,1.092,4.387,44.737061
4514,K03385.01,0.0,54.061328105,88.28,79684.0,5786.0,1.112,4.318,46.026272
4515,K03386.01,0.0,34.525990182,54.35,67161.0,6123.0,1.049,4.396,42.43045
4516,K03387.01,0.0,14.2821417,1.08,224.9,5374.0,0.726,4.588,41.679192
4517,K03452.01,0.0,18.64532882,61.81,433820.0,5931.0,0.845,4.554,42.530819
4518,K03454.01,0.0,20.882125422,66.27,233450.0,6335.0,1.072,4.427,42.624161
4519,K03456.01,1.0,30.8609783,1.08,128.9,5627.0,0.833,4.552,41.786961
4520,K07769.01,0.0,3.652810043,0.89,119.4,5213.0,0.831,4.489,41.590279
4521,K03457.01,0.0,15.65134872,118.33,3104.0,6552.0,3.289,3.586,46.600151
4522,K01806.03,1.0,8.37159554,2.39,98.0,6426.0,1.775,4.013,46.175129
4523,K03532.01,0.0,286.1755875,63.23,328540.0,5904.0,0.946,4.471,48.09811
4524,K03533.01,0.0,152.15144795,53.89,151820.0,6217.0,0.989,4.472,39.992222
4525,K07783.01,0.0,0.542636318,1.39,74.6,5277.0,1.633,3.96,41.95142
4526,K03534.01,0.0,29.911334059,47.83,354380.0,5303.0,0.704,4.632,41.879349
4527,K03535.01,0.0,5.877122485,125.68,362900.0,5702.0,1.821,3.807,42.970581
4528,K03618.01,0.0,10.636305846,64.91,216060.0,6781.0,1.345,4.221,46.309879
4529,K03619.01,0.0,2.1032389,36.63,24852.0,5546.0,0.786,4.587,43.92989
4530,K03620.01,0.0,46.698200933,38.79,54592.0,5772.0,0.756,4.518,49.456291
4531,K01905.02,1.0,15.99560373,1.04,221.7,4955.0,0.721,4.61,47.4137
4532,K03621.01,0.0,4.39451798,65.76,223620.0,3695.0,0.483,4.773,46.56179
4533,K03388.01,0.0,25.9518795,35.1,1312.3,5753.0,1.078,4.335,38.96983
4534,K03390.01,0.0,56.048096688,42.62,53726.0,5222.0,0.78,4.518,48.159592
4535,K07751.01,0.0,2.25161215,1.14,23.9,9464.0,2.184,4.116,41.19978
4536,K03392.01,0.0,50.35545898,31.66,107140.0,5936.0,0.965,4.501,46.471512
4537,K03458.01,1.0,14.0328775,1.45,210.9,6063.0,1.001,4.47,41.4646
4538,K03459.01,1.0,13.2226149,1.75,261.7,5931.0,0.863,4.545,37.997059
4539,K07770.01,0.0,3.54828691,1.69,70.9,6573.0,1.987,4.01,41.529713
4540,K03461.01,0.0,18.79852,2.04,487.4,4808.0,0.715,4.589,37.774342
4541,K03536.01,0.0,156.51657398,61.44,113340.0,6002.0,1.084,4.354,43.762989
4542,K03537.01,0.0,1.366946478,43.45,158640.0,5353.0,0.757,4.527,42.900028
4543,K03538.01,0.0,313.09275066,47.52,445610.0,5067.0,0.673,4.596,44.873989
4544,K07782.01,0.0,0.566813677,0.77,61.2,6106.0,0.966,4.487,41.906979
4545,K03539.01,0.0,157.32263943,56.66,153930.0,6109.0,0.989,4.472,45.1203
4546,K03540.01,0.0,9.53040216,60.49,321540.0,5501.0,0.912,4.438,38.925919
4547,K03627.01,0.0,4.218512654,16.67,23417.0,6185.0,0.991,4.472,47.023232
4548,K03627.02,0.0,8.529991199,44.86,20084.0,6185.0,0.991,4.472,47.023232
4549,K03629.01,0.0,1.922862476,70.65,101270.0,6408.0,1.303,4.246,38.639778
4550,K00352.02,1.0,16.00747237,2.99,277.6,5857.0,1.305,4.204,49.412601
4551,K03393.01,1.0,54.6493679,2.64,432.5,5751.0,1.282,4.234,45.439709
4552,K01650.02,1.0,100.8276725,4.35,1778.8,5301.0,0.977,4.391,49.15868
4553,K07753.01,0.0,0.905675699,0.77,73.2,5730.0,0.903,4.518,41.285488
4554,K03464.01,0.0,15.9750417,90.37,643.5,5220.0,3.456,3.52,50.150108
4555,K03465.01,1.0,16.0505464,0.81,94.4,5428.0,0.853,4.563,46.536049
4556,K07771.01,0.0,0.805267592,1.35,146.6,6268.0,1.1,4.429,41.5998
4557,K03466.01,0.0,11.082622625,48.38,268720.0,5831.0,0.922,4.503,46.051628
4558,K03541.01,0.0,421.42848194,54.16,96654.0,6235.0,1.708,4.034,45.118668
4559,K01823.02,0.0,1.096587245,168.68,541.2,5869.0,0.942,4.513,47.098331
4560,K03542.01,0.0,3.012476415,58.77,198400.0,6015.0,1.088,4.329,39.08987
4561,K03543.01,0.0,204.74104758,97.39,333800.0,6517.0,1.44,4.211,46.38472
4562,K07727.01,0.0,0.759740194,0.67,42.5,6046.0,1.007,4.478,40.688759
4563,K03544.01,0.0,4.664186517,278.81,555380.0,5062.0,3.579,3.515,38.89175
4564,K03545.01,0.0,1.092066399,40.74,401890.0,4556.0,0.576,4.67,44.110538
4565,K03613.01,0.0,3.053578643,35.35,52880.0,5414.0,0.714,4.625,41.950989
4566,K03614.01,0.0,2.992662857,60.35,113700.0,4927.0,1.837,3.883,46.789928
4567,K03615.01,0.0,4.664188563,52.09,11360.0,5699.0,1.215,4.192,38.890381
4568,K07738.01,0.0,0.954873008,0.81,33.0,6092.0,1.363,4.114,40.943069
4569,K03616.01,0.0,0.56493412,33.4,252640.0,4748.0,0.534,4.729,41.390469
4570,K03617.01,0.0,1.674984844,150.48,234580.0,8285.0,2.451,3.971,48.007439
4571,K03398.01,1.0,7.31945294,5.05,166.8,5745.0,3.955,3.499,38.644501
4572,K07754.01,0.0,0.790049989,0.67,70.8,5427.0,0.808,4.53,41.206612
4573,K03399.01,0.0,14.15402615,29.61,21653.0,4352.0,0.661,4.61,41.76918
4574,K03467.01,0.0,33.93754213,138.25,32990.0,6220.0,1.066,4.414,42.63522
4575,K03468.01,1.0,20.7057153,3.22,115.9,5668.0,2.437,3.792,40.37505
4576,K07772.01,0.0,3.7228679,0.74,52.1,6046.0,0.927,4.509,41.562809
4577,K01781.03,1.0,58.0198583,3.46,1286.6,4920.0,0.72,4.62,49.523258
4578,K03546.01,0.0,4.286103033,25.8,173360.0,4206.0,0.591,4.663,42.88406
4579,K03547.01,0.0,290.7778719,45.27,225770.0,5207.0,0.734,4.585,42.299992
4580,K03548.01,0.0,5.017239915,41.75,144640.0,6519.0,1.079,4.41,47.249989
4581,K07728.01,0.0,0.937923475,0.52,40.4,5398.0,0.805,4.58,40.681061
4582,K03549.01,0.0,204.0329342,57.35,411370.0,5553.0,0.806,4.577,37.657459
4583,K03550.01,0.0,2.148219541,49.6,457840.0,4694.0,0.672,4.6,42.562611
4584,K03551.01,0.0,58.621578824,40.43,142950.0,5232.0,0.725,4.554,43.260422
4585,K03622.01,0.0,3.125821128,110.58,5025.4,6137.0,2.852,3.705,42.110378
4586,K03623.01,0.0,1.032068851,44.35,121990.0,4387.0,0.711,4.587,43.417358
4587,K07739.01,0.0,6.6751871,1.09,178.3,5774.0,0.818,4.567,40.925362
4588,K03624.01,0.0,1.450205839,92.78,25884.0,7564.0,1.893,4.093,44.00568
4589,K03625.01,0.0,3.224486463,79.08,403730.0,6389.0,1.16,4.331,47.66888
4590,K03626.01,0.0,44.14579777,62.24,224230.0,5876.0,0.896,4.492,51.725361
4591,K03400.01,0.0,33.3239576,2.55,2012.1,5192.0,0.555,4.707,45.86351
4592,K07756.01,0.0,0.94102954,1.41,34.5,5766.0,2.409,3.783,41.236671
4593,K03402.01,0.0,36.514374043,33.27,111620.0,5811.0,1.0,4.465,38.83712
4594,K03403.01,1.0,39.818832,2.23,199.1,5710.0,1.524,4.073,49.937778
4595,K03470.02,1.0,25.4337864,2.0,302.0,5806.0,1.158,4.321,46.931
4596,K03471.01,0.0,67.451045,36.7,7062.8,4847.0,2.191,3.726,50.147369
4597,K03474.01,1.0,52.6095103,1.83,203.7,5881.0,1.294,4.259,40.34621
4598,K01830.02,1.0,198.7106251,3.56,2094.8,5180.0,0.8,4.548,38.405369
4599,K03552.01,0.0,15.873380595,630.53,208360.0,5622.0,1.895,3.907,41.538078
4600,K03553.01,0.0,65.583665567,41.22,242400.0,5516.0,0.666,4.65,48.985241
4601,K03554.01,0.0,394.67816267,52.16,253380.0,5780.0,0.83,4.505,41.817532
4602,K03555.01,0.0,111.31980522,63.68,62705.0,5022.0,2.58,3.562,44.556019
4603,K03556.01,0.0,110.29512684,37.88,176340.0,5753.0,0.895,4.503,39.084389
4604,K03334.01,0.0,95.178317934,28.75,128580.0,4523.0,0.653,4.615,48.75758
4605,K03335.01,1.0,31.2543238,2.29,438.0,6246.0,1.092,4.433,48.387741
4606,K03336.01,0.0,61.4911479,22.76,58703.0,5830.0,0.876,4.54,45.195011
4607,K00284.04,1.0,110.2867031,1.41,145.3,5931.0,1.101,4.322,41.34304
4608,K03403.02,1.0,6.15828666,1.2,57.7,5710.0,1.524,4.073,49.937778
4609,K07757.01,0.0,10.828825742,0.76,92.1,5862.0,0.785,4.584,41.399529
4610,K03404.01,1.0,82.292865,1.82,371.1,5626.0,0.957,4.467,44.465401
4611,K03407.01,1.0,92.436978,2.89,955.2,5595.0,0.741,4.606,42.609509
4612,K03409.01,0.0,11.08260553,7.34,601.2,5125.0,2.196,3.674,46.04903
4613,K03475.01,0.0,22.7832776,1.33,120.2,6517.0,1.159,4.382,41.4147
4614,K03476.01,0.0,23.737952838,53.27,95884.0,5559.0,1.0,4.394,41.291759
4615,K03477.01,0.0,21.4618453,19.89,122.2,5806.0,1.213,4.283,45.680679
4616,K03479.01,0.0,75.13194883,26.21,122370.0,5365.0,0.729,4.586,41.904919
4617,K03557.01,0.0,243.82122131,56.63,56799.0,6370.0,1.316,4.228,40.703678
4618,K03558.01,0.0,16.227548674,46.52,192690.0,5297.0,0.795,4.587,46.826481
4619,K03560.01,0.0,1.501760172,90.92,387900.0,6327.0,1.29,4.315,39.910042
4620,K03561.01,0.0,4.05325447,1668.79,110920.0,6022.0,1.039,4.453,49.20718
4621,K01833.02,1.0,7.68433346,2.58,1175.0,4402.0,0.572,4.682,50.112041
4622,K07740.01,0.0,1.549979213,136.64,370550.0,5408.0,2.058,3.777,41.09082
4623,K03338.01,0.0,10.99381963,40.17,1685.8,6553.0,1.157,4.366,44.192558
4624,K03338.02,0.0,10.9938087,5.33,1456.9,6553.0,1.157,4.366,44.192558
4625,K03410.01,1.0,16.5860329,2.09,231.3,5626.0,1.389,4.149,45.74065
4626,K03412.01,1.0,16.7525077,3.65,338.3,4807.0,1.802,3.906,41.03643
4627,K03413.01,0.0,49.612757516,57.08,130460.0,6241.0,1.031,4.45,39.207809
4628,K03482.01,1.0,15.3317719,1.91,179.2,5726.0,1.285,4.228,42.829208
4629,K03484.01,1.0,84.704139,4.17,655.7,6085.0,1.634,4.115,48.25782
4630,K07731.01,0.0,0.755105584,76.26,250030.0,6592.0,1.19,4.369,40.71471
4631,K03562.01,0.0,101.26336282,44.0,72792.0,6309.0,1.062,4.413,46.889938
4632,K03563.01,0.0,120.58167178,41.71,192900.0,5294.0,0.673,4.651,40.432449
4633,K03564.01,0.0,1.558544209,35.12,225590.0,4868.0,0.708,4.582,48.404598
4634,K03565.01,0.0,2.63757408,76.02,169660.0,5639.0,0.953,4.509,46.297459
4635,K03566.01,0.0,8.64636188,54.24,218070.0,6444.0,1.134,4.382,43.69054
4636,K07741.01,0.0,125.288206,1.5,241.6,5881.0,0.973,4.48,41.014118
4637,K03567.01,0.0,112.46358893,129.04,242410.0,7426.0,2.463,3.903,49.786549
4638,K03342.01,0.0,42.39930429,44.7,205990.0,6153.0,0.962,4.487,40.515659
4639,K03414.01,0.0,27.009807384,22.32,67898.0,3900.0,0.534,4.727,41.32589
4640,K03415.01,1.0,15.0219784,1.77,96.9,5831.0,1.382,4.162,38.565231
4641,K03417.01,1.0,91.078624,3.26,738.6,5915.0,1.008,4.437,43.162521
4642,K03418.01,1.0,85.272459,3.85,767.8,5922.0,1.057,4.349,38.779629
4643,K03485.01,0.0,12.42592675,2.66,410.3,5952.0,0.971,4.489,40.650799
4644,K03487.01,0.0,89.7398137,38.01,81096.0,5777.0,0.747,4.608,46.54549
4645,K03489.01,0.0,90.08255562,49.2,43252.0,6523.0,2.343,3.835,46.114941
4646,K07732.01,0.0,0.759768478,0.64,57.4,5481.0,0.815,4.574,40.725182
4647,K03490.01,0.0,42.2011587,37.39,178.1,6200.0,1.449,4.135,45.169785
4648,K03568.01,0.0,15.65129028,78.3,398640.0,6137.0,1.103,4.418,46.598251
4649,K03569.01,0.0,9.014220178,15.49,34086.0,4842.0,0.73,4.573,42.110931
4650,K03570.01,0.0,1.824653341,55.44,176740.0,6413.0,0.941,4.372,40.1576
4651,K03571.01,0.0,3.185090259,92.5,423280.0,6516.0,1.279,4.249,40.21677
4652,K07742.01,0.0,372.76888,3.66,1157.2,5800.0,0.894,4.514,41.040771
4653,K01833.03,1.0,5.70940795,1.51,586.7,4402.0,0.572,4.682,50.112041
4654,K03572.01,0.0,2.086076372,1543.74,58858.0,6124.0,1.119,4.265,39.819061
4655,K03344.02,1.0,3.63898953,1.68,209.6,5533.0,1.166,4.275,50.020039
4656,K03345.01,1.0,38.1303324,1.54,180.4,6370.0,1.106,4.41,49.057468
4657,K03346.01,1.0,14.42735088,1.53,117.0,5929.0,1.04,4.403,48.996078
4658,K03347.01,1.0,12.90235874,1.49,354.4,5530.0,0.788,4.586,45.001419
4659,K03348.01,1.0,36.4337867,2.2,406.8,5566.0,1.099,4.329,45.86684
4660,K03419.01,0.0,58.5850357,149.98,75468.0,6379.0,1.994,3.925,49.469139
4661,K01707.02,1.0,265.47847,4.2,1040.7,5792.0,1.005,4.375,43.363522
4662,K01792.02,0.0,1.546222068,0.77,49.4,5611.0,1.073,4.388,44.624531
4663,K03491.01,0.0,89.3313828,8.02,2177.6,6860.0,1.467,4.233,50.741692
4664,K03492.01,0.0,22.2941485,1.5,100.9,5915.0,1.392,4.223,40.3578
4665,K03493.01,1.0,46.7162336,2.03,345.5,5856.0,1.092,4.386,45.10276
4666,K03573.01,0.0,43.56225858,80.02,51325.0,6411.0,1.216,4.307,47.005989
4667,K03574.01,0.0,198.443477,41.72,39943.0,5420.0,0.868,4.502,42.935928
4668,K03575.01,0.0,17.907664726,282.86,265410.0,6173.0,1.041,4.447,51.007111
4669,K07743.01,0.0,2.4044122,0.85,42.7,6398.0,1.249,4.276,41.03569
4670,K03576.01,0.0,22.77196484,104.17,325450.0,6049.0,1.557,4.067,47.657871
4671,K03577.01,0.0,184.52015392,23.38,49269.0,5341.0,0.776,4.514,46.543362
4672,K03349.01,1.0,82.175197,2.24,546.4,6247.0,0.954,4.489,44.75312
4673,K03350.01,0.0,29.015852933,1183.06,71432.0,5783.0,0.941,4.415,42.691921
4674,K03351.01,0.0,77.36241476,41.66,96586.0,5359.0,0.79,4.57,37.42524
4675,K07761.01,0.0,495.71095,4.41,443.1,6054.0,1.953,3.911,41.300442
4676,K03352.01,1.0,10.35857039,1.68,273.7,5893.0,1.02,4.423,43.98996
4677,K03423.01,1.0,30.2541186,2.8,576.3,6277.0,1.161,4.402,38.863312
4678,K03424.01,0.0,17.081202417,39.24,134140.0,5431.0,0.708,4.623,44.333611
4679,K03425.01,1.0,20.034708,2.24,124.4,6120.0,2.0,3.934,45.49538
4680,K03496.01,1.0,23.2385587,2.18,161.2,6602.0,1.685,4.108,43.179794
4681,K07734.01,0.0,118.314913,7.23,216.3,6190.0,4.763,3.34,40.88673
4682,K03497.01,1.0,20.35971899,0.8,345.7,3419.0,0.344,4.904,44.470322
4683,K03498.01,0.0,43.798566,48.52,290.4,5611.0,2.227,3.842,44.79591
4684,K03578.01,0.0,131.73630485,54.38,58381.0,5102.0,1.669,3.962,47.626221
4685,K03579.01,0.0,4.301031137,93.01,204150.0,6386.0,1.548,4.208,40.18335
4686,K03580.01,0.0,198.01379181,38.49,142500.0,5359.0,0.708,4.566,39.725349
4687,K03581.01,0.0,10.9938268,52.69,419210.0,4856.0,0.743,4.554,44.19405
4688,K01837.02,1.0,1.682934607,1.06,142.7,5201.0,0.834,4.573,47.933559
4689,K03582.01,0.0,114.90862419,42.78,196110.0,4412.0,0.737,4.565,38.595661
4690,K03353.01,1.0,11.55532445,1.7,250.0,5149.0,0.803,4.506,42.685749
4691,K03356.01,1.0,26.0841212,1.35,259.7,6083.0,0.835,4.563,41.746231
4692,K03357.01,0.0,52.802767576,75.82,52110.0,5835.0,0.901,4.492,42.622231
4693,K03427.01,0.0,39.206808648,50.2,186980.0,5945.0,0.861,4.545,46.76421
4694,K03428.01,1.0,64.6589166,2.12,235.4,5821.0,1.395,4.172,45.3507
4695,K07777.01,0.0,27.6760342,5.15,266.8,5123.0,3.224,3.442,41.730679
4696,K03429.02,1.0,8.74192361,1.94,295.7,5596.0,1.145,4.298,45.634331
4697,K03499.01,0.0,12.4281308,0.85,131.4,5940.0,0.729,4.621,40.64431
4698,K01792.03,1.0,9.10969334,1.32,126.4,5611.0,1.073,4.388,44.624531
4699,K03499.02,0.0,0.96283264,0.74,96.3,5955.0,0.733,4.617,40.64431
4700,K03500.01,1.0,73.7502765,3.78,233.1,6056.0,2.481,3.797,41.33556
4701,K03583.01,0.0,210.30644361,101.13,46455.0,7591.0,2.017,4.05,40.212311
4702,K03584.01,0.0,8.268081087,50.31,71479.0,5749.0,0.922,4.502,46.728699
4703,K03585.01,0.0,3.564614021,46.0,94342.0,5891.0,0.892,4.45,37.442619
4704,K07745.01,0.0,533.47707,2.6,210.6,6077.0,1.759,3.931,41.139351
4705,K03586.01,0.0,5.877122413,45.95,15647.0,5778.0,1.043,4.325,42.970619
4706,K03587.01,0.0,1.036592635,463.05,124500.0,4884.0,8.747,2.737,50.30526
4707,K03360.01,0.0,91.4999978,21.86,65496.0,5263.0,0.774,4.572,43.6679
4708,K03361.01,1.0,65.9407869,2.33,580.4,5982.0,0.96,4.493,42.023361
4709,K07763.01,0.0,406.45737,1.96,284.2,6217.0,1.141,4.364,41.44548
4710,K03362.01,0.0,30.47639859,43.01,130570.0,5913.0,0.787,4.585,38.28471
4711,K03363.01,1.0,14.53260546,1.69,328.9,6003.0,0.932,4.507,49.706661
4712,K01718.02,1.0,153.348739,2.14,388.0,6127.0,1.08,4.356,46.714611
4713,K07808.01,0.0,361.526458,5.7,525.1,7196.0,1.923,4.064,42.516079
4714,K03432.01,1.0,48.0506878,2.36,274.5,5332.0,1.453,4.083,44.916779
4715,K03816.01,0.0,9.44942628,75.22,1211.9,5092.0,2.664,3.689,43.615978
4716,K03817.01,0.0,0.933489066,48.01,14259.0,5758.0,1.084,4.307,40.896259
4717,K03818.01,0.0,1.908525084,3.74,218.9,9174.0,2.471,4.013,41.965271
4718,K07788.01,0.0,0.798467681,0.82,120.7,5575.0,0.733,4.557,42.14996
4719,K03819.01,0.0,0.867721348,67.0,97653.0,5510.0,1.276,4.186,40.731586
4720,K03820.01,0.0,161.252567,5.04,2911.5,5985.0,0.811,4.574,40.404911
4721,K03893.01,1.0,3.90863457,1.86,867.2,4518.0,0.653,4.613,38.866421
4722,K02092.03,1.0,77.086191,29.77,942.8,6228.0,1.049,4.441,42.19635
4723,K03894.01,0.0,1.673662758,23.42,316.4,6444.0,1.053,4.433,40.69809
4724,K03895.01,0.0,5.93717724,594.32,25450.0,5780.0,1.0,4.438,50.630558
4725,K03896.01,0.0,3.89043062,1.24,195.4,5646.0,0.896,4.449,41.504978
4726,K03667.01,0.0,2.489549075,59.57,2829.7,6184.0,1.406,4.138,48.85371
4727,K01955.03,1.0,1.644221032,1.18,47.8,6297.0,1.369,4.26,46.726711
4728,K03668.01,0.0,4.469731089,84.63,3159.6,5758.0,2.318,3.808,44.65501
4729,K03669.01,0.0,1.731803197,22.87,44612.0,5761.0,1.029,4.426,39.409729
4730,K03670.01,0.0,2.64830047,126.54,12668.0,4839.0,9.278,2.761,37.514511
4731,K02011.02,1.0,17.2653659,1.16,67.9,6388.0,1.402,4.244,40.54837
4732,K03743.01,0.0,3.486318703,54.53,60135.0,5780.0,1.0,4.438,40.012619
4733,K03744.01,0.0,1.705780649,25.95,15498.0,4970.0,0.591,4.665,49.046558
4734,K03745.01,0.0,7.45306683,1044.28,46552.0,5780.0,1.0,4.438,37.763203
4735,K03746.01,0.0,2.929299629,51.67,83918.0,5780.0,1.0,4.438,50.546799
4736,K03747.01,0.0,5.50811352,34.03,40380.0,5188.0,0.624,4.687,46.589581
4737,K03821.01,0.0,0.569115097,156.15,585600.0,7174.0,1.705,4.13,41.23407
4738,K03822.01,0.0,2.529073751,25.8,1572.9,5465.0,0.766,4.598,45.11092
4739,K03824.01,0.0,0.916326699,50.7,96384.0,6046.0,0.972,4.486,41.97068
4740,K00435.03,1.0,33.0405509,2.36,577.4,5688.0,0.971,4.415,49.89653
4741,K03898.01,0.0,1.306723495,27.42,12457.0,4651.0,0.657,4.612,45.501282
4742,K03899.01,0.0,0.7967202,56.89,167720.0,5780.0,1.0,4.438,38.604702
4743,K03900.01,0.0,359.102042,28.76,1102.9,6355.0,1.108,4.41,50.259689
4744,K03901.01,1.0,160.130899,6.67,1183.0,6092.0,1.759,4.056,46.060822
4745,K03902.01,0.0,2.69634575,1.46,185.2,5418.0,1.051,4.335,47.806431
4746,K03903.01,0.0,2.553924603,32.67,1680.1,5993.0,0.986,4.489,40.39193
4747,K03671.01,0.0,8.487871809,46.24,118810.0,5553.0,0.855,4.558,47.565632
4748,K03672.01,0.0,5.50817321,39.18,226850.0,5051.0,0.644,4.663,46.58923
4749,K03673.01,0.0,6.142812722,31.9,96593.0,5780.0,1.0,4.438,49.387688
4750,K03674.01,0.0,175.06586091,40.63,45134.0,6021.0,0.819,4.57,37.794048
4751,K03675.01,0.0,20.8392148,51.9,177510.0,5378.0,0.812,4.488,46.225609
4752,K03676.01,0.0,9.50158045,73.07,443400.0,5780.0,1.0,4.438,40.967922
4753,K03747.02,0.0,19.226055,3.52,3266.0,5193.0,0.621,4.689,46.589581
4754,K03748.01,0.0,2.050435466,34.84,7765.3,5440.0,0.825,4.496,39.379581
4755,K03750.01,0.0,1.507101452,39.32,15847.0,5884.0,0.876,4.453,43.30434
4756,K03751.01,0.0,1.274841686,63.68,50253.0,6211.0,1.281,4.247,45.306702
4757,K02055.02,1.0,4.02582434,1.79,265.3,5509.0,1.116,4.308,38.23304
4758,K03825.01,0.0,2.845746618,135.99,557740.0,5641.0,1.776,3.948,40.650009
4759,K03826.01,0.0,2.30120705,28.64,1688.1,5641.0,0.85,4.554,44.134739
4760,K03828.01,0.0,8.58965725,27.86,1161.5,5697.0,0.892,4.539,46.939129
4761,K03904.01,0.0,8.56751264,23.05,347.9,6212.0,1.054,4.42,40.611252
4762,K03905.01,0.0,1.061934313,15.14,607.0,4304.0,0.566,4.675,44.591831
4763,K03906.01,0.0,2.406574511,26.22,738.0,6167.0,1.107,4.428,46.793892
4764,K03907.01,0.0,28.64338839,5.82,624.3,6507.0,1.767,4.002,42.65332
4765,K07792.01,0.0,96.231257,29.26,938.0,4895.0,9.529,2.674,42.28735
4766,K03677.01,0.0,30.5528701,63.57,63521.0,6441.0,1.165,4.367,38.469501
4767,K01955.04,1.0,26.2347447,2.76,196.5,6297.0,1.369,4.26,46.726711
4768,K03678.01,1.0,160.88451966,9.09,7590.4,5650.0,1.044,4.313,39.285328
4769,K03679.01,0.0,4.04506346,67.94,360180.0,5780.0,1.0,4.438,40.167068
4770,K03680.01,1.0,141.2415405,11.49,12990.0,5705.0,1.017,4.397,45.309669
4771,K03681.01,1.0,217.83184293,11.17,9148.7,6259.0,1.167,4.385,37.860142
4772,K03752.01,0.0,1.433262145,5.67,1849.5,5977.0,1.068,4.318,41.62323
4773,K03753.01,0.0,0.782046543,43.07,340460.0,4768.0,0.591,4.661,44.711441
4774,K03754.01,0.0,5.663604992,54.55,163380.0,5780.0,1.0,4.438,45.230106
4775,K03755.01,0.0,18.076610347,39.16,65280.0,4848.0,0.764,4.55,46.797779
4776,K03756.01,0.0,6.47173281,13.68,6472.7,6318.0,1.685,4.079,47.407627
4777,K03830.01,0.0,1.031100362,27.35,129160.0,5666.0,0.752,4.601,47.937832
4778,K03831.01,0.0,0.597933142,63.46,284380.0,5780.0,1.0,4.438,40.828976
4779,K03832.01,0.0,5.36652724,7.97,3122.5,5858.0,0.849,4.553,43.203178
4780,K03834.01,0.0,1.540392098,17.63,1022.0,4911.0,0.724,4.564,38.924469
4781,K03835.01,1.0,47.1484324,2.58,1113.8,4975.0,0.734,4.579,37.83498
4782,K02055.03,1.0,2.50475282,1.48,181.1,5509.0,1.116,4.308,38.23304
4783,K03908.01,1.0,59.3627946,2.23,233.6,5786.0,1.471,4.106,47.448078
4784,K03910.01,0.0,2.199076661,21.72,777.4,5310.0,0.791,4.565,47.655548
4785,K03911.01,1.0,1.79110997,1.29,167.5,6040.0,0.999,4.469,46.573978
4786,K03912.01,0.0,7.77241144,1.69,286.9,6014.0,0.993,4.486,39.16156
4787,K03681.02,1.0,10.51421162,1.25,85.4,6259.0,1.167,4.385,37.860142
4788,K03682.01,0.0,11.344347453,62.52,258240.0,5780.0,1.0,4.438,44.774345
4789,K03683.01,1.0,214.3120439,9.17,4523.4,6471.0,1.357,4.287,48.178162
4790,K03684.01,0.0,0.876826336,37.24,138370.0,6344.0,0.962,4.481,45.983829
4791,K03685.01,0.0,208.86909724,29.95,21307.0,5914.0,0.987,4.421,44.523499
4792,K03685.02,1.0,7.2593226,1.57,247.5,5914.0,0.987,4.421,44.523499
4793,K03757.01,0.0,1.98663794,134.5,63156.0,9191.0,2.619,3.973,42.30669
4794,K03758.01,0.0,13.54208867,26.65,28869.0,5496.0,0.927,4.405,43.56955
4795,K03759.01,0.0,7.549303633,34.45,10223.0,5402.0,0.815,4.581,44.669022
4796,K03760.01,0.0,0.77544539,35.53,6791.4,5861.0,0.865,4.546,43.854988
4797,K07810.01,0.0,308.255238,18.98,637.1,4852.0,7.797,2.896,42.610538
4798,K03836.01,0.0,3.46724809,2.52,1317.3,4969.0,0.543,4.713,43.225201
4799,K03837.01,0.0,7.4413445,43.5,2234.0,6540.0,1.183,4.321,46.564838
4800,K03838.01,0.0,4.618309224,25.43,1191.0,5452.0,0.815,4.572,43.803532
4801,K03839.01,0.0,0.677761275,22.15,877.9,5699.0,0.853,4.553,47.037449
4802,K03840.01,0.0,2.845739012,44.7,24392.0,5982.0,0.96,4.493,40.650982
4803,K07789.01,0.0,175.358905,2.9,215.0,5109.0,2.02,3.757,42.242031
4804,K03914.01,0.0,12.42618005,3.48,1522.8,4624.0,0.684,4.619,40.65416
4805,K03915.01,0.0,2.189090653,23.25,1027.1,5401.0,0.777,4.593,39.672218
