,pl_name,disposition,pl_orbper,pl_rade,pl_trandep,st_teff,st_rad,st_logg,dec
253,K2-158 b,1.0,10.062106,2.635,2.8020554054054054,5489.0,0.89,4.46,-5.7216879
254,K2-158 c,1.0,5.90279,1.28,0.015,5503.0,0.95,4.45,-5.7216879
255,K2-159 b,1.0,12.421078,2.208,1.89411,5419.0,0.83,4.57,-3.5809053
256,K2-16 b,1.0,7.62117,1.87,0.1041,5542.281891891892,0.54,4.431891891891892,4.5574311
257,K2-16 c,1.0,19.077,2.19,3.8239405405405407,4800.0,0.67,4.63,4.5574311
258,K2-160 b,1.0,3.705871,3.178,0.4588945945945946,5649.0,0.91,4.61,-3.5530888
259,K2-161 b,1.0,9.283188,6.117,0.9366324324324322,4972.0,2.57,3.63,-3.4956913
260,K2-162 b,1.0,9.45889,1.44,0.02669,4842.0,0.69,4.63,-1.111479
261,K2-163 b,1.0,6.673117,2.466,0.6621727027027027,4937.0,0.76,4.71,-0.5393421
262,K2-164 b,1.0,17.355681,1.81,0.0243,5894.0,1.06,4.2910810810810815,-0.0628488
263,K2-165 b,1.0,2.354992,1.274,1.0675437837837838,5185.0,0.8,4.46,0.968327
264,K2-165 c,1.0,4.382745,1.554,1.0675437837837838,5185.0,0.8,4.46,0.968327
265,K2-165 d,1.0,14.101361,2.648,1.0675437837837838,5185.0,0.8,4.46,0.968327
266,K2-166 b,1.0,8.527219,1.823,0.3651086486486486,5922.0,1.2,4.24,2.2823788
267,K2-167 b,1.0,9.977481,2.819,4.7493621621621624,5908.0,1.83,3.88,-18.011665
268,K2-168 b,1.0,15.8523,1.86,3.8298972972972973,5502.7,0.83,4.394594594594595,-16.3418863
269,K2-169 b,1.0,6.380803,1.273,3.818845945945946,5548.0,0.92,4.56,-14.5993376
270,K2-17 b,1.0,17.96832,1.78,0.0915,5617.362972972973,0.56,4.365945945945946,6.4123178
271,K2-170 b,1.0,7.5767206,1.5,0.0196,5749.0,0.98,4.332162162162163,-14.5933554
272,K2-170 c,1.0,12.400731,1.92,0.032,5749.0,0.98,4.332162162162163,-14.5933554
273,K2-171 b,1.0,5.628466,2.687,3.815775675675676,5250.0,1.72,3.95,-13.4288624
274,K2-172 b,1.0,14.3181,1.69,0.0375,5513.795405405405,0.82,4.3735135135135135,-12.5569819
275,K2-172 c,1.0,29.626,34.01094594594594,3.824762162162162,5547.0,0.86,4.56,-12.5569819
276,K2-173 b,1.0,5.86639571,46.177324324324324,0.02,5573.35,1.0,4.43,15.6251296
277,K2-174 b,1.0,19.56236,2.78,0.15,5550.8494594594595,0.67,4.346756756756756,16.347166
278,K2-175 b,1.0,9.525988,2.038,3.817978378378378,5909.0,1.42,4.11,17.5841081
279,K2-176 b,1.0,5.329439,1.491,3.829762162162162,5428.0,0.86,4.63,17.9069486
280,K2-177 b,1.0,14.155185,2.116,3.823654054054053,6063.0,1.21,4.38,20.7360891
281,K2-178 b,1.0,8.747818,3.558,3.824762162162162,5525.0,0.89,4.55,22.4348186
282,K2-179 b,1.0,5.172191,2.513,3.7649,5015.0,0.77,4.63,23.7567524
283,K2-18 b,1.0,32.92801934,38.16262162162162,0.354,3464.0,0.44,4.79,7.5878315
284,K2-18 c,1.0,8.962,45.09797297297297,3.823654054054054,3457.0,0.41,4.351351351351352,7.5878315
285,K2-186 b,1.0,41.4661,3.45,0.098,5546.467837837838,1.06,4.352702702702703,18.8252879
286,K2-189 b,1.0,2.58819,1.587,0.03,5546.467837837838,0.88,4.383243243243242,-15.0365158
287,K2-189 c,1.0,6.67913,2.58,0.0784,5546.467837837838,0.88,4.383243243243242,-15.0365158
288,K2-19 b,1.0,7.919454,6.67,0.6673,5618.903513513514,0.82,4.396486486486486,0.603596
289,K2-19 c,1.0,11.907625,4.052,3.7649,5391.0,0.83,4.6,0.603596
290,K2-19 d,1.0,2.50856,1.14,3.823654054054054,5430.0,0.86,4.63,0.603596
291,K2-192 b,1.0,4.16328,1.47,0.0318,5672.552162162162,0.79,4.333243243243244,-11.5563527
292,K2-201 b,1.0,1.059806,1.47,0.02514,5549.687297297297,0.92,4.3802702702702705,-23.1312775
293,K2-201 c,1.0,22.779878,3.286,3.7775537837837843,5507.0,0.88,4.68,-23.1312775
294,K2-202 b,1.0,3.405164,2.302,3.768775675675676,5491.0,0.91,4.55,-22.4070553
295,K2-203 b,1.0,9.6897,1.37,0.0284,5620.552162162162,0.78,4.352702702702702,-1.1958844
296,K2-204 b,1.0,7.055784,3.046,3.579464864864865,5755.0,1.18,4.23,-0.5177539
297,K2-205 b,1.0,26.682,2.209,0.0291,5626.795405405405,1.2,4.362162162162161,0.425966
298,K2-206 b,1.0,18.294549,2.795,3.823654054054053,5043.0,0.76,4.46,0.5931866
299,K2-207 b,1.0,12.4904,3.59,0.0904,5590.498108108108,0.93,4.344594594594595,0.6406182
300,K2-208 b,1.0,4.19121,1.75,0.0365,5610.9845945945945,0.89,4.324324324324325,0.8890076
301,K2-209 b,1.0,2.080615,0.869,3.8247621621621612,4720.0,0.71,4.46,1.382807
302,K2-21 b,1.0,9.3251498,1.89,0.0821,4024.0,0.6,4.34,-14.4893256
303,K2-21 c,1.0,15.50116,1.53,3.823654054054054,4006.0,0.46,4.83,-14.4893256
304,K2-210 b,1.0,0.57023,0.86,3.824762162162162,5500.0,0.89,4.6,1.5784137
305,K2-211 b,1.0,0.669573,1.44,0.0278,5591.498108108108,0.84,4.363513513513515,1.7049101
306,K2-212 b,1.0,9.79551,2.52,3.81255945945946,4272.0,0.65,4.64,3.0970732
307,K2-213 b,1.0,8.13087,1.514,3.82114054054054,5794.0,1.2,4.25,3.5077702
308,K2-214 b,1.0,8.596802,2.43,3.824762162162162,5854.0,1.27,4.25,4.2277722
309,K2-215 b,1.0,8.269648,2.124,3.7649,5704.0,0.97,4.41,6.1238647
310,K2-216 b,1.0,2.174782,1.63,3.8157756756756753,4658.0,0.69,4.63,6.3470302
311,K2-217 b,1.0,14.074524,3.579,3.8298972972972973,5967.0,1.33,4.17,6.4815879
312,K2-218 b,1.0,8.68055,2.79,0.0598,5697.525135135135,1.1,4.362162162162161,6.8464327
313,K2-219 b,1.0,3.9009,1.47,0.01173,5667.552162162162,1.32,4.346486486486486,8.8675474
314,K2-219 c,1.0,6.66767,1.438,3.824762162162162,5753.0,1.19,4.23,8.8675474
315,K2-219 d,1.0,11.13878,2.84,0.0419,5667.552162162162,1.32,4.346486486486486,8.8675474
316,K2-22 b,1.0,0.381087,4.31,3.8026540540540537,3830.0,0.54,4.65,2.6190363
317,K2-220 b,1.0,13.682511,2.215,3.818275675675676,5599.0,0.93,4.43,9.5167694
318,K2-221 b,1.0,2.398982,1.98,0.0312,5700.768378378378,1.07,4.3894594594594585,10.1897385
319,K2-222 b,1.0,15.386796,2.1,3.817978378378379,5746.173783783784,0.96,4.226756756756757,11.7537171
320,K2-223 b,1.0,0.50557,0.89,1.0440032432432433,5859.0,1.0,4.5,-10.2820915
321,K2-223 c,1.0,4.56327,1.57,0.02,5835.0,0.99,4.48,-10.2820915
322,K2-224 b,1.0,4.478591,1.664,0.6637232432432433,5614.0,0.84,4.63,-10.0605942
323,K2-224 c,1.0,10.09607,2.505,0.6637232432432432,5632.26972972973,1.2083783783783786,4.355405405405405,-10.0605942
324,K2-225 b,1.0,15.871455,2.661,2.2519905405405405,5733.0,1.21,4.26,-9.6248232
325,K2-226 b,1.0,3.271106,1.487,0.6382081081081081,5397.0,0.82,4.62,-9.5626286
326,K2-227 b,1.0,13.621832,1.666,1.563113243243243,5673.0,0.89,4.58,-8.4784159
327,K2-228 b,1.0,2.698368,1.384,0.4019675675675676,4764.0,0.7,4.67,-6.8342028
328,K2-229 b,1.0,0.584249,1.164,0.17150864864864865,5185.0,0.79,4.56,-6.7218474
329,K2-229 c,1.0,8.32834,2.12,0.17150864864864865,5185.0,0.79,4.56,-6.7218474
330,K2-230 b,1.0,2.86041,1.96,0.02,5945.0,1.39,4.2,-6.576051
331,K2-231 b,1.0,13.84457,2.79,0.0635,5667.254864864864,1.03,4.376486486486487,-15.7712178
332,K2-232 b,1.0,11.168454,11.209,3.816413513513513,6154.0,1.16,4.38,18.654323
333,K2-233 b,1.0,2.46746,1.398,3.817978378378378,4950.0,0.74,4.71,-20.2317975
334,K2-233 c,1.0,7.06142,1.335,3.817978378378378,4950.0,0.74,4.71,-20.2317975
335,K2-233 d,1.0,24.3645,2.358,3.817978378378378,5033.0,0.71,4.64,-20.2317975
336,K2-237 b,1.0,2.18056,18.495,3.824762162162162,6257.0,1.43,4.24,-28.7105836
337,K2-238 b,1.0,3.20466,14.572,3.824897297297297,5630.0,1.59,4.11,-7.8575592
338,K2-239 b,1.0,5.24,1.1,0.067,3420.0,0.36,4.9,4.4413751
339,K2-239 c,1.0,7.775,1.0,0.058,3420.0,0.36,4.9,4.4413751
340,K2-239 d,1.0,10.115,1.1,0.065,3420.0,0.36,4.9,4.4413751
341,K2-24 b,1.0,20.885075,4.05,0.231,5071.0,0.77,4.307027027027028,-24.9906029
342,K2-24 c,1.0,42.363982,7.118,3.824762162162163,5744.0,1.07,4.41,-24.9906029
343,K2-240 b,1.0,6.034,2.0,0.131,3810.0,0.54,4.7,-17.8754464
344,K2-240 c,1.0,20.523,1.8,0.098,3810.0,0.54,4.7,-17.8754464
345,K2-241 b,1.0,26.8199,2.55,0.09,5262.0,0.75,4.54,-6.8052985
346,K2-242 b,1.0,6.51389,2.54,0.624,3459.0,0.37,4.89,-6.5178542
347,K2-243 b,1.0,11.54182,2.17,0.016,6570.0,1.39,4.26,-4.8991358
348,K2-243 c,1.0,24.94598,2.01,0.019,6570.0,1.39,4.26,-4.8991358
349,K2-244 b,1.0,21.070201,1.65,2.0475635135135137,5728.0,0.89,4.51,-3.8318097
350,K2-245 b,1.0,11.89307,4.34,0.107,5793.0,1.25,4.16,-1.5909138
351,K2-246 b,1.0,5.76918,3.49,0.134,5610.0,0.94,4.43,-1.1606
352,K2-247 b,1.0,2.25021,2.12,0.1,4667.0,0.69,4.63,-10.0692793
353,K2-247 c,1.0,6.49424,2.19,0.11,4667.0,0.69,4.63,-10.0692793
354,K2-248 b,1.0,7.17256,2.57,0.07,5528.0,0.92,4.45,-9.4141696
355,K2-249 b,1.0,12.409,2.79,0.024,6504.0,1.57,4.16,-8.9952309
356,K2-25 b,1.0,3.4845627,41.57743243243243,3.8254432432432437,3180.0,0.29,4.482432432432432,15.2477027
357,K2-250 b,1.0,4.01457,2.44,0.102,5172.0,0.81,4.53,-8.9757427
358,K2-251 b,1.0,9.30075,2.35,0.214,3717.0,0.49,4.76,-8.5359826
359,K2-252 b,1.0,13.81513,1.74,0.036,5152.0,0.82,4.5,-8.3096141
360,K2-253 b,1.0,4.00167,12.67,1.259,6027.0,1.1,4.39,-6.3789537
361,K2-254 b,1.0,4.09639,1.63,0.052,4629.0,0.67,4.64,-4.7172908
362,K2-254 c,1.0,12.11839,2.19,0.12,4629.0,0.67,4.64,-4.7172908
363,K2-255 b,1.0,1.96417,2.9,0.183,4676.0,0.69,4.62,-3.3705631
364,K2-256 b,1.0,5.52011,2.63,0.097,5219.0,0.78,4.58,-2.0660477
365,K2-257 b,1.0,1.60588,0.83,0.034,3725.0,0.5,4.76,-1.9532879
366,K2-258 b,1.0,19.0921,3.0,0.049,6351.0,1.31,4.29,-1.1609171
367,K2-259 b,1.0,15.48043,2.32,0.037,6059.0,1.13,4.39,1.5668631
368,K2-26 b,1.0,14.567025,2.79,0.255,3731.0,0.51,4.3213513513513515,24.5958335
369,K2-260 b,1.0,2.6266657,17.396,0.947,6367.0,1.69,4.15,16.8676948
370,K2-261 b,1.0,11.633478,9.528,0.2814,5445.0,1.64,4.04,0.493167
371,K2-264 b,1.0,5.83977,2.27,3.818748648648648,3580.0,0.47,4.498108108108109,19.698401
372,K2-264 c,1.0,19.66365,2.77,3.818748648648648,3580.0,0.47,4.4981081081081085,19.698401
373,K2-265 b,1.0,2.369008,1.662,3.824762162162162,5509.0,0.89,4.49,-14.4947789
374,K2-266 b,1.0,0.658524,3.3,0.18,4285.0,0.7,4.58,0.9372782
375,K2-266 c,1.0,7.814,0.705,0.0085,4285.0,0.7,4.58,0.9372782
376,K2-266 d,1.0,14.697,2.93,0.1465,4285.0,0.7,4.58,0.9372782
377,K2-266 e,1.0,19.482,2.73,0.127,4285.0,0.7,4.58,0.9372782
378,K2-27 b,1.0,6.77145,4.45,3.823654054054054,5320.0,0.85,4.6,1.2306237
379,K2-277 b,1.0,6.326674,2.122,3.816413513513513,5733.0,0.95,4.51,-15.9379749
380,K2-28 b,1.0,2.260438,2.45,3.8112918918918917,3290.0,0.28,4.93,-7.9563525
381,K2-280 b,1.0,19.89526,7.5,3.8157756756756753,5500.0,1.28,4.21,-22.2477071
382,K2-281 b,1.0,8.687721,8.18,3.765681081081081,4812.0,0.76,4.59,7.2692169
383,K2-282 b,1.0,4.169836,2.82,3.8107756756756754,5523.0,0.94,4.47,7.9952914
384,K2-283 b,1.0,1.921076,3.8,3.7498810810810808,5584.227837837838,0.86,4.4716216216216225,9.6929181
385,K2-284 b,1.0,4.795069,2.78,3.823654054054054,4140.0,0.61,4.67,20.2549034
386,K2-285 b,1.0,3.471745,2.59,0.097,4975.0,0.79,4.4,1.3001522
387,K2-285 c,1.0,7.138048,3.53,0.21,4975.0,0.79,4.4,1.3001522
388,K2-285 d,1.0,10.45582,2.48,0.1,4975.0,0.79,4.4,1.3001522
389,K2-285 e,1.0,14.76289,1.95,0.068,4975.0,0.79,4.4,1.3001522
390,K2-286 b,1.0,27.359,2.1,0.112,3926.0,0.62,4.7,-16.7737113
391,K2-287 b,1.0,14.893291,9.494,3.824762162162162,5695.0,1.07,4.4,-22.3583447
392,K2-288 B b,1.0,31.3888,1.25,0.1531,5670.66027027027,0.31,4.391351351351351,18.2684913
393,K2-289 b,1.0,13.156969,9.1,3.7722891891891885,5529.0,1.02,4.39,-15.7925384
394,K2-29 b,1.0,3.2589263,11.209,1.884,5222.0,0.75,4.63,24.4016558
395,K2-290 b,1.0,9.21165,3.06,3.824762162162162,6302.0,1.51,4.23,-20.1988975
396,K2-290 c,1.0,48.36685,11.276,3.824762162162162,6302.0,1.51,4.23,-20.1988975
397,K2-291 b,1.0,2.225,1.582,3.816413513513513,5520.0,0.9,4.5,21.548199
398,K2-292 b,1.0,16.9841,2.63,3.817978378378378,5725.0,1.09,4.33,-9.9460704
399,K2-293 b,1.0,13.1225,2.45,3.81255945945946,5532.0,0.95,4.52,-6.0279068
400,K2-294 b,1.0,2.50387,1.66,3.8272108108108105,5612.0,1.2,4.2,-7.6037856
401,K2-295 b,1.0,4.024867,10.054,3.723410810810811,4444.0,0.7,4.63,6.8167277
402,K2-3 b,1.0,10.05443,1.44,3.824762162162162,3841.0,0.37,4.91,-1.4551364
403,K2-3 c,1.0,24.64671,1.18,0.0822,5585.822432432432,0.37,4.321621621621622,-1.4551364
404,K2-3 d,1.0,44.55765,1.61,3.824762162162162,5694.389999999999,0.56,4.321621621621622,-1.4551364
405,K2-30 b,1.0,4.098492,12.652,3.7309513513513513,5574.0,0.91,4.53,22.2993491
406,K2-308 b,1.0,3.38628,9.916,3.784651351351351,6100.0,1.24,3.94,16.4141986
407,K2-31 b,1.0,1.2578542,34.0,3.824762162162162,5465.0,0.9,4.52,-23.548273
408,K2-315 b,1.0,3.1443189,0.95,3.784870270270271,3300.0,0.2,5.09,-20.1081634
409,K2-316 b,1.0,1.133,1.33,0.0957,3436.0,0.38,4.89,-23.2594663
410,K2-316 c,1.0,5.26,1.83,0.248,3436.0,0.38,4.89,-23.2594663
411,K2-317 b,1.0,6.22,2.93,0.119,3387.0,0.38,4.88,-21.0227209
412,K2-318 b,1.0,7.01,1.66,0.085,3851.0,0.55,4.7,-17.557463
413,K2-319 b,1.0,26.68,2.79,0.083,5440.0,0.9,4.51,3.0399357
414,K2-32 b,1.0,8.99002105,46.18897297297297,0.344,5274.0,0.85,4.53,-19.5430504
415,K2-32 c,1.0,20.661623,3.115,3.8298972972972973,5415.0,0.84,4.73,-19.5430504
416,K2-32 d,1.0,31.71701,3.484,3.8112918918918917,5271.0,0.86,4.49,-19.5430504
417,K2-32 e,1.0,4.34934,1.212,3.8112918918918917,5271.0,0.86,4.49,-19.5430504
418,K2-320 b,1.0,1.995,2.62,0.557,3157.0,0.3,4.55,5.3064776
419,K2-321 b,1.0,2.298,1.95,0.11,3855.0,0.58,4.68,2.5138829
420,K2-322 b,1.0,8.205,1.92,0.071,4141.0,0.6,4.68,4.7640203
421,K2-323 b,1.0,24.93,2.1,0.263,3710.0,0.55,4.63,6.2858689
422,K2-324 b,1.0,3.262,2.43,0.199,3752.0,0.51,4.74,6.8636732
423,K2-325 b,1.0,6.93,2.2,0.672,3287.0,0.3,4.84,-7.6867213
424,K2-326 b,1.0,1.256,2.28,0.0921,3924.0,0.69,4.46,1.3375909
425,K2-329 b,1.0,12.4551225,8.676,3.816413513513513,5282.0,0.82,4.57,-5.1641451
426,K2-33 b,1.0,5.4224,44.945,0.18,3318.0,0.91,4.06,-19.3193831
427,K2-331 c,1.0,22.996591,2.72,3.824762162162162,5994.0,1.06,4.43,13.170269
428,K2-333 b,1.0,14.759287,6.18,3.767964864864866,5880.0,1.22,4.29,15.2056765
429,K2-334 b,1.0,5.113823,5.0,0.1054,6890.0,1.41,4.27,16.3255146
430,K2-342 b,1.0,11.561514,2.4,0.0255,6140.0,1.41,4.25,21.2386816
431,K2-344 b,1.0,3.35585,1.59,3.7848702702702703,4374.0,0.49,4.76,21.6685886
432,K2-348 b,1.0,4.688625,3.8,0.1777,5220.0,0.83,4.54,24.4229559
433,K2-348 c,1.0,12.550171,2.67,3.8055729729729726,5077.0,0.85,4.5,24.4229559
434,K2-349 b,1.0,9.0333,2.75,0.1028,5601.362972972973,0.82,4.465135135135135,-14.4447454
435,K2-35 b,1.0,2.39901,1.27,0.0404,5637.011621621621,0.6,4.438108108108109,1.2858679
436,K2-35 c,1.0,5.60912,2.09,3.7564918918918915,4680.0,0.72,4.56,1.2858679
437,K2-351 b,1.0,7.80651068,24.148594594594595,0.053,5739.0,1.04,4.42,-11.8049588
438,K2-352 c,1.0,8.236486,2.0,0.0401,5930.0,0.92,4.5,18.469628
439,K2-352 d,1.0,14.871387,2.23,3.824762162162162,5791.0,0.95,4.47,18.469628
440,K2-354 b,1.0,3.793306,1.56,3.7846513513513518,3669.0,0.41,4.86,10.1472175
441,K2-355 b,1.0,5.7385647,2.25,3.7930459459459462,5790.0,0.92,4.49,13.5027816
442,K2-356 b,1.0,21.0267366,2.29,3.744194594594594,5568.0,0.86,4.52,13.6613758
443,K2-357 b,1.0,16.3488637,3.72,3.1128864864864862,5794.0,1.0,4.43,16.3289144
444,K2-358 b,1.0,11.2510285,2.68,2.7796,5650.0,0.91,4.49,18.9497263
445,K2-36 b,1.0,1.422602,1.407,0.0345,5626.17054054054,0.73,4.325675675675676,3.8665038
446,K2-36 c,1.0,5.34072,2.65,3.824762162162162,4953.0,0.75,4.6,3.8665038
447,K2-365 b,1.0,23.44701,3.24,0.0783,5677.227837837838,1.11,4.337837837837839,-21.0269691
448,K2-366 b,1.0,15.937039,2.359,3.824762162162163,5601.0,0.94,4.41,-19.3468837
449,K2-367 b,1.0,20.646,2.38,0.132,5649.579189189189,0.58,4.384864864864865,-13.2644554
450,K2-368 b,1.0,5.025831,1.72,0.0484,4679.0,0.72,4.414594594594595,-11.1661157
451,K2-368 c,1.0,9.660186,1.361,3.7718270270270273,4663.0,0.66,4.67,-11.1661157
452,K2-368 d,1.0,20.201085,1.948,3.7718270270270273,4663.0,0.66,4.67,-11.1661157
453,K2-369 b,1.0,5.761612,1.313,3.824762162162162,5682.0,0.88,4.42,-10.8750666
454,K2-37 b,1.0,4.44118,1.66,3.8298972972972973,5512.0,0.87,4.51,-24.7870527
455,K2-37 c,1.0,6.4295023,2.5,0.1,4740.0,0.72,4.352702702702703,-24.7870527
456,K2-37 d,1.0,14.090907,2.33,0.0866,4740.0,0.72,4.352702702702703,-24.7870527
457,K2-370 b,1.0,2.14084,3.207,3.824762162162162,5377.0,0.97,4.45,19.8316901
458,K2-374 b,1.0,4.521953,1.593,3.824762162162162,5789.0,0.91,4.39,16.3558324
459,K2-374 c,1.0,16.43445,2.213,3.7709081081081086,5789.0,0.91,4.39,16.3558324
460,K2-376 b,1.0,5.776475,1.736,3.816413513513513,5937.0,1.15,4.28,25.0380824
461,K2-377 b,1.0,12.832235,1.693,3.8075594594594597,4200.0,0.69,4.67,-12.0951142
462,K2-379 b,1.0,8.7783,2.27,0.0934,5546.467837837838,0.69,4.377567567567568,-27.1807287
463,K2-380 b,1.0,9.401312,2.729,3.824762162162163,5911.0,1.32,4.19,-26.5387308
464,K2-381 b,1.0,7.9388,0.94,0.0209,5655.281891891892,0.62,4.381081081081081,-21.0075789
465,K2-381 c,1.0,16.035054,2.058,3.823654054054054,4661.0,0.65,4.66,-21.0075789
466,K2-381 d,1.0,26.804998,1.532,3.823654054054054,4661.0,0.65,4.66,-21.0075789
467,K2-382 b,1.0,21.697619,2.771,3.8059243243243244,5570.0,0.88,4.61,-19.6269336
468,K2-383 b,1.0,1.866025,1.75,0.0383,5654.795405405405,0.88,4.344864864864864,-18.3795798
469,K2-384 b,1.0,2.231527,1.076,3.785156756756757,3623.0,0.35,4.87,0.7509701
470,K2-384 c,1.0,4.19525,1.05,0.146,5503.606216216216,0.26,4.558918918918919,0.7509701
471,K2-384 d,1.0,6.679582,1.392,3.812845945945946,3623.0,0.35,4.87,0.7509701
472,K2-384 e,1.0,9.715043,1.345,3.812845945945946,3623.0,0.35,4.87,0.7509701
473,K2-384 f,1.0,13.62757,1.78,0.437,5583.876486486486,0.26,4.558918918918919,0.7509701
474,K2-385 b,1.0,2.38098,1.72,0.0506,5704.579189189189,0.73,4.425135135135135,5.8712567
475,K2-386 b,1.0,7.47372,31.352837837837832,3.823654054054055,5592.0,1.01,4.379189189189189,7.0130302
476,K2-387 b,1.0,28.7342,8.22,1.398,5601.362972972973,0.66,4.5162162162162165,11.3684915
477,K2-388 b,1.0,6.339069,3.66,3.808964864864865,5367.0,0.9,4.46,-11.0773564
478,K2-389 b,1.0,8.583566,2.118,3.824762162162162,5782.0,1.08,4.27,-9.7135814
479,K2-389 c,1.0,20.851337,2.04,3.824762162162162,5782.0,1.08,4.27,-9.7135814
480,K2-39 b,1.0,4.60543,6.277,0.037,4881.0,2.97,3.44,-9.0229405
481,K2-390 b,1.0,3.312792,4.662,3.8223864864864865,5558.0,0.97,4.37,-9.5887124
482,K2-391 b,1.0,4.622654,1.371,3.823654054054055,5543.0,0.57,4.97,-7.7015151
483,K2-392 b,1.0,15.398723,1.85,3.824762162162162,5726.0,1.06,4.31,-7.4788816
484,K2-393 b,1.0,10.413181,2.352,3.824762162162163,5678.0,1.07,4.32,-0.0821031
485,K2-394 b,1.0,5.095717,1.692,3.7656810810810817,4938.0,0.63,4.51,16.5185817
486,K2-395 b,1.0,4.803352,2.597,3.827386486486487,5007.0,0.78,4.63,16.6743415
487,K2-395 c,1.0,8.491282,3.395,3.827386486486487,5007.0,0.78,4.63,16.6743415
488,K2-396 b,1.0,0.673862,1.579,3.823654054054055,5236.0,0.92,4.49,17.2690562
489,K2-396 c,1.0,25.76051,3.124,3.821140540540541,5236.0,0.92,4.49,17.2690562
490,K2-397 b,1.0,3.572326,2.417,3.8182756756756753,5387.0,0.97,4.43,21.2591617
491,K2-398 b,1.0,6.393025,2.274,3.81614054054054,5946.0,1.24,4.23,1.9367044
492,K2-398 c,1.0,18.787839,5.098,3.81614054054054,5946.0,1.24,4.23,1.9367044
493,K2-399 b,1.0,0.759978,6.049,3.829730810810811,5690.0,1.54,3.96,2.2378452
494,K2-4 b,1.0,10.00361,2.57,0.146,4077.0,0.62,4.503513513513515,-3.9055746
495,K2-400 b,1.0,3.865053,1.163,3.111059459459459,3578.0,0.38,4.85,3.6969271
496,K2-401 b,1.0,6.293099,2.262,3.7869351351351352,4213.0,0.68,4.72,3.9548275
497,K2-402 b,1.0,17.27474,2.678,3.823654054054054,5716.0,1.28,4.2,6.419318
498,K2-403 b,1.0,33.589979,5.333,3.8298972972972973,5511.0,0.89,4.44,9.6739464
499,K2-404 b,1.0,13.115365,2.53,3.823654054054054,3748.0,0.55,4.7,12.1911149
500,K2-405 b,1.0,3.435453,3.806,3.6907729729729732,4927.0,0.77,4.68,12.535614
501,K2-406 b,1.0,22.549406,4.602,3.816413513513513,5784.0,0.96,4.37,-25.3706149
502,K2-407 b,1.0,4.941907,1.283,3.724137837837838,5563.0,0.93,4.45,-23.0067371
503,K2-407 c,1.0,9.22453,1.36,3.724137837837838,5563.0,0.93,4.45,-23.0067371
504,K2-408 b,1.0,20.978959,1.677,3.8247621621621612,5335.0,0.78,4.56,-17.6842698
505,K2-409 b,1.0,1.908084,2.482,3.823654054054054,5742.0,1.23,4.2,-16.3512966
506,K2-42 b,1.0,6.68796,2.15,3.808021621621622,4613.0,0.64,4.66,-5.1720463
507,K2-43 b,1.0,3.471149,4.51,3.8092891891891885,3840.6,0.54,4.5010810810810815,-3.9754405
508,K2-43 c,1.0,2.198884,2.42,3.8092891891891885,3840.6,0.54,4.5010810810810815,-3.9754405
509,K2-44 b,1.0,5.65621,3.13,0.03342,5715.498108108108,1.62,4.354054054054054,-2.5209338
510,K2-45 b,1.0,1.7292591,11.0,2.37,4271.0,0.66,4.564864864864865,-1.7740582
511,K2-46 b,1.0,19.153765,2.65,0.034,6234.0,1.32,4.259729729729729,-0.90721
512,K2-47 b,1.0,31.6372,1.89,3.772897297297297,5054.0,0.76,4.54,2.7805614
513,K2-48 b,1.0,20.5065,2.24,3.786151351351351,4899.0,0.73,4.6,3.2723812
514,K2-49 b,1.0,2.770522,3.19,0.209,5575.471081081081,0.7,4.458378378378379,3.4755183
515,K2-5 b,1.0,5.73491,1.92,3.8266735135135135,4102.0,0.52,4.4927027027027036,-1.8778254
516,K2-5 c,1.0,10.9324,1.64,3.8266735135135135,4021.0,0.46,4.82,-1.8778254
517,K2-50 b,1.0,8.7529,1.59,3.7722891891891894,4326.0,0.55,4.74,5.988289
518,K2-51 b,0.0,13.00819,20.1,1.2279,5676.308918918919,1.76,4.382432432432433,-27.9571047
519,K2-52 b,1.0,3.535055,18.0,3.824762162162162,7147.0,2.19,3.98,-24.9699462
520,K2-53 b,1.0,12.20773,2.34,0.1001,5688.633243243243,0.71,4.3621621621621625,-20.4005984
521,K2-54 b,1.0,9.7843,1.15,3.7815999999999996,3798.0,0.38,4.89,-17.5440636
522,K2-55 b,1.0,2.8492818,4.43,0.389,4237.0,0.65,4.380540540540541,-17.2508002
523,K2-57 b,1.0,9.007156,2.53,0.118,4388.0,0.68,4.45945945945946,-14.0700007
524,K2-58 b,1.0,7.05254,2.68,3.812559459459459,5413.0,0.86,4.52,-14.049857
525,K2-58 c,1.0,2.537071,1.625,3.8298972972972978,5134.0,0.8,4.54,-14.049857
526,K2-58 d,1.0,22.8827,1.71,3.812559459459459,5413.0,0.86,4.52,-14.049857
527,K2-59 b,1.0,20.698453,2.69,0.115,4775.0,0.73,4.453783783783785,-14.027727
528,K2-59 c,1.0,11.29665,2.08,0.094,5635.8494594594595,0.64,4.438108108108109,-14.027727
529,K2-6 b,1.0,30.944648,3.06,0.0845,5710.0,0.96,4.332972972972973,-1.1984418
530,K2-60 b,1.0,3.002627,9.9,3.8298972972972973,5749.0,1.47,4.14,-13.7318044
531,K2-61 b,1.0,2.57275378,46.63924324324324,0.022,5718.0,1.0,4.45,-13.5600447
532,K2-62 b,1.0,6.671774,1.926,3.791935135135135,4636.0,0.65,4.7,-12.1874776
533,K2-62 c,1.0,16.197189,2.11,0.0776,4500.0,0.69,4.351351351351352,-12.1874776
