,Unnamed: 0,pl_name,hd_name,hip_name,tic_id,disposition,sy_snum,sy_pnum,rv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w3mag,sy_w4mag,sy_icmag,sy_kepmag,k2_campaigns,lc_amplitude,lc_mean,lc_median,lc_q3,lc_q31,lc_resBFR,lc_skew,lc_kurtosis,lc_std
2400,2400,K2-218 b,,,TIC 266014458,1,1.0,1.0,0.0,8.68055,,2.79,,,,,,,,,,,,,,,2457396.4588,0.0,,0.0598,3.84,15.9,0.0232,,,,,,,,1.1,,,,,,,,,,,6.8464327,-56.02528,122.84333,1.24964,14.44462,13.9946533,-11.4497,-8.04703,394.083,2.50996,13.581,12.92,14.9049,13.5754,12.7844,12.6577,12.8027,11.088,11.063,8.923,,12.713,8.0,612.59375,113568.3359375,,,,0.8545979778526721,,,70.54950714111328
2402,2402,K2-219 b,,,TIC 266014079,1,1.0,3.0,0.0,3.9009,,1.47,,,,,,,,,,,,,,,2457392.8408,0.0,,0.01173,3.408,7.7,0.0102,,,,,,,,1.32,,,,,,,,,,,8.8675474,-54.0042,122.90808,3.09857,15.26231,22.4239582,6.96606,-21.3145,325.4,3.04486,12.837,12.09,14.7686,12.6856,11.9375,11.7894,13.2774,10.364,10.337,8.989,,11.923,8.0,692.375,227325.46875,,,,1.114772103239978,,,88.741455078125
2404,2404,K2-219 c,,,TIC 266014079,1,1.0,3.0,0.0,6.66767,,1.438,,,,,,,,,,,,,,87.269,2457398.41574,0.0,,,,10.347938,0.01109,,,,,,,5753.0,1.19,1.02,0.13,[Fe/H],,4.23,,,,,,8.8675474,-54.0042,122.90808,3.09857,15.26231,22.4239582,6.96606,-21.3145,325.4,3.04486,12.837,12.09,14.7686,12.6856,11.9375,11.7894,13.2774,10.364,10.337,8.989,,11.923,8.0,692.375,227325.46875,,,,1.114772103239978,,,88.741455078125
2406,2406,K2-219 d,,,TIC 266014079,1,1.0,3.0,0.0,11.13878,,2.84,,,,,,,,,,,,,,,2457393.4499,0.0,,0.0419,4.896,15.7,0.01969,,,,,,,,1.32,,,,,,,,,,,8.8675474,-54.0042,122.90808,3.09857,15.26231,22.4239582,6.96606,-21.3145,325.4,3.04486,12.837,12.09,14.7686,12.6856,11.9375,11.7894,13.2774,10.364,10.337,8.989,,11.923,8.0,692.375,227325.46875,,,,1.114772103239978,,,88.741455078125
2408,2408,K2-22 b,,,TIC 363445338,1,2.0,1.0,0.0,0.381087,,4.31,,,,,,,,,,,,,,83.0,2456867.13946,0.0,,,,4.2,0.0731,,,,,,,3830.0,0.54,,0.03,[Fe/H],,4.65,,,,,,2.6190363,56.81595,256.5319,-1.75392,169.3063,27.5146256,-27.1082,-4.7117,243.836,4.07286,17.042,15.565,,,,,,11.723,11.802,9.028,,14.928,1.0,797.52001953125,14514.7119140625,,,,1.0015337423312884,,,42.384098052978516
2415,2415,K2-220 b,,,TIC 266012991,1,1.0,1.0,0.0,13.682511,,2.215,,,,,,,,,,,,,,88.883,2457401.27054,0.0,,,,28.058599,0.02184,,,,,,,5599.0,0.93,0.96,0.06,[Fe/H],,4.43,,,,,,9.5167694,-53.35488,122.78408,3.72566,15.44643,31.5139596,30.6326,-7.40091,233.514,4.25418,12.611,11.873,14.8923,15.0065,14.5512,11.511,13.86,10.118,10.125,9.091,,11.752,8.0,1921.71875,260246.34375,,,,1.023646873357856,,,174.44247436523438
2419,2419,K2-221 b,,,TIC 257801011,1,1.0,1.0,0.0,2.398982,,1.98,,,,,,,,,,,,,,,2457392.9598,0.0,,0.0312,2.5032,6.53,0.01695,,,,,,,,1.07,,,,,,,,,,,10.1897385,-52.5008,129.07585,2.87184,19.24419,17.3704184,11.0513,13.4015,318.81,3.10914,13.327,12.571,15.1094,13.1805,15.7092,12.1782,13.3062,10.773,10.817,8.744,,12.232,8.0,440.21875,144583.96875,,,,1.15195530726257,,,69.9843978881836
2421,2421,K2-222 b,,,TIC 257774438,1,1.0,1.0,0.0,15.386796,,2.1,,,,,,,,,,,,,,,2457399.06596,0.0,0.47,,4.3896,,0.0202,,,,,,,,0.96,,,,,,,,,,,11.7537171,-50.96109,128.53772,4.38938,19.66793,86.9642815,55.2964,67.12,101.321,9.84127,10.038,9.543,,,,,,8.052,8.069,7.92,,9.443,8.0,5383.0,2360400.25,,,,1.0968971148611868,,,783.5816040039062
2424,2424,K2-223 b,,,TIC 98594138,1,1.0,2.0,0.0,0.50557,,0.89,,,,,,,,,,,,,,89.7,2457637.66396,0.0,,,,3.3,0.00801,,,,,,,5859.0,1.0,,0.19,[Fe/H],,4.5,,,,,,-10.2820915,51.87879,290.83817,-7.32923,188.96077,16.7520877,7.37793,-15.0399,198.604,5.00744,12.132,11.443,,,,,,9.8,9.51,8.472,,11.325,10.0,2349.71875,382233.71875,382146.375,382440.796875,416.40625,1.64375,0.3265854304226214,126925463552.0,381.11334228515625
2427,2427,K2-223 c,,,TIC 98594138,1,1.0,2.0,0.0,4.56327,0.0549,1.57,,,,,,,,,,,,,1091.0,,2457582.9755,0.0,0.42,0.02,2.8,11.0,0.0146,,,,,,,5835.0,0.99,1.06,0.12,[Fe/H],,4.48,,,,,,-10.2820915,51.87879,290.83817,-7.32923,188.96077,16.7520877,7.37793,-15.0399,198.604,5.00744,12.132,11.443,,,,,,9.8,9.51,8.472,,11.325,10.0,2349.71875,382233.71875,382146.375,382440.796875,416.40625,1.64375,0.3265854304226214,126925463552.0,381.11334228515625
2430,2430,K2-224 b,,,TIC 32425577,1,1.0,2.0,0.0,4.478591,,1.664,,,,,,,,,,,,,,87.86,2457585.67412,0.0,,,,12.272632,0.01816,,,,,,,5614.0,0.84,0.9,-0.22,[Fe/H],,4.63,,,,,,-10.0605942,52.68541,297.80252,-5.40849,192.87076,17.4424654,11.8419,12.8066,275.255,3.60459,13.357,12.7,,,,,,10.932,11.117,8.677,,12.482,10.0,943.59765625,116558.171875,116550.89453125,116585.220703125,54.97265625,1.4275466284074605,-3.626289496062406,4629979136.0,98.30196380615234
2432,2432,K2-224 c,,,TIC 32425577,1,1.0,2.0,0.0,10.09607,,2.505,,,,,,,,,,,,,,88.676,2457588.40888,0.0,,,,19.357408,0.02734,,,,,,,,,,,,,,,,,,,-10.0605942,52.68541,297.80252,-5.40849,192.87076,17.4424654,11.8419,12.8066,275.255,3.60459,13.357,12.7,,,,,,10.932,11.117,8.677,,12.482,10.0,943.59765625,116558.171875,116550.89453125,116585.220703125,54.97265625,1.4275466284074605,-3.626289496062406,4629979136.0,98.30196380615234
2434,2434,K2-225 b,,,TIC 98677125,1,1.0,1.0,0.0,15.871455,,2.661,,,,,,,,,,,,,,88.449,2457587.36823,0.0,,,,17.971733,0.02017,,,,,,,5733.0,1.21,1.11,0.47,[Fe/H],,4.26,,,,,,-9.6248232,52.73956,292.60786,-6.24176,189.82052,38.9429518,-38.0437,-8.32048,357.778,2.76698,12.264,11.836,,,,,,9.915,9.932,8.571,,11.535,10.0,472.953125,314653.0,314655.515625,314693.90625,99.625,0.9347826086956522,0.836100807498108,476147328.0,94.6495361328125
2436,2436,K2-226 b,,,TIC 176938958,1,1.0,1.0,0.0,3.271106,,1.487,,,,,,,,,,,,,,86.719,2457584.02613,0.0,,,,9.218155,0.01654,,,,,,,5397.0,0.82,0.89,-0.08,[Fe/H],,4.62,,,,,,-9.5626286,52.2367,287.99069,-7.32374,187.15916,22.382493,-22.2913,2.0184,211.265,4.7062,13.194,12.337,,,,,,10.166,10.118,8.755,,12.042,10.0,1474.859375,192264.71875,192247.1171875,192323.96484375,149.05859375,1.3178082191780822,4.798655862961856,40345157632.0,170.28292846679688
2438,2438,K2-227 b,,,TIC 156599123,1,1.0,1.0,0.0,13.621832,,1.666,,,,,,,,,,,,,,88.374,2457592.23831,0.0,,,,21.261583,0.01714,,,,,,,5673.0,0.89,0.95,-0.1,[Fe/H],,4.58,,,,,,-8.4784159,54.34518,299.6881,-3.47128,193.38071,33.9546375,-17.3022,-29.2156,187.234,5.31295,12.675,12.015,,,,,,9.962,9.999,8.678001,,11.512,10.0,4201.140625,327681.40625,327747.828125,327986.875,514.3671875,0.6253602305475504,-1.780782474799053,1579973345280.0,564.9042358398438
2439,2439,K2-228 b,,,TIC 98751904,1,1.0,1.0,0.0,2.698368,,1.384,,,,,,,,,,,,,,87.465,2457583.19285,0.0,,,,11.406625,0.01816,,,,,,,4764.0,0.7,0.74,-0.13,[Fe/H],,4.67,,,,,,-6.8342028,55.61276,293.11643,-3.38409,189.39771,18.7947027,-12.7418,13.8162,129.46,7.7079,14.112,13.028,,,,,,10.237,10.201,8.971,,12.66,10.0,1196.42578125,123575.1328125,123598.82421875,123659.28125,160.6953125,0.8086584714056654,0.2884980772026719,2554925824.0,112.41372680664062
2441,2441,K2-229 b,,,TIC 98720809,1,1.0,2.0,1.0,0.584249,0.012888,1.164,2.59,0.00815,,,,,2.59,0.00815,Mass,8.9,0.0,,1960.0,83.9,,0.0,,,,,,,,,,,,5185.0,0.79,0.84,-0.06,[Fe/H],,4.56,5.4,,2.4,18.1,,-6.7218474,55.65723,292.35223,-3.44652,188.96782,81.2268036,-80.8859,7.43403,102.564,9.72291,12.049,10.985,,,,,,8.969,8.989,8.616,,10.955,10.0,11704.65625,658599.8125,658206.5625,660787.75,4014.3125,1.2117647058823529,0.1272859640597032,278459322466304.0,2921.310791015625
2446,2446,K2-229 c,,,TIC 98720809,1,1.0,2.0,0.0,8.32834,0.07577,2.12,21.3,0.06702,,,,,21.3,0.06702,Mass,12.8,0.0,,800.0,87.94,,0.0,,,,,,,,,,,,5185.0,0.79,0.84,-0.06,[Fe/H],,4.56,5.4,,2.4,18.1,,-6.7218474,55.65723,292.35223,-3.44652,188.96782,81.2268036,-80.8859,7.43403,102.564,9.72291,12.049,10.985,,,,,,8.969,8.989,8.616,,10.955,10.0,11704.65625,658599.8125,658206.5625,660787.75,4014.3125,1.2117647058823529,0.1272859640597032,278459322466304.0,2921.310791015625
2450,2450,K2-230 b,,,TIC 288527728,1,1.0,1.0,0.0,2.86041,0.0409,1.96,,,,,,,,,,,,,1529.0,,2457582.5918,0.0,0.39,0.02,2.6,7.3,0.0129,,,,,,,5945.0,1.39,1.11,0.1,[Fe/H],,4.2,,,5.2,,,-6.576051,56.26458,300.25458,-1.55949,193.0156,24.8067302,-20.5621,13.8771,540.773,1.82143,13.298,12.789,15.3031,13.0544,12.6272,12.5117,13.6624,11.221,11.163,8.908,,12.551,10.0,1071.3203125,123261.609375,123263.06640625,123275.1640625,30.275390625,0.8894472361809045,11.83082685025483,2434089216.0,50.15800857543945
2452,2452,K2-231 b,,,TIC 130538732,1,1.0,1.0,0.0,13.84457,,2.79,,,,,,,,,,,,,,,2457306.1493,0.0,,0.0635,2.952,32.4,0.0248,,,,,,,,1.03,,,,,,,,,,,-15.7712178,-12.52792,21.45369,6.45241,288.4681,26.0260755,-0.937081,-26.0092,321.215,3.08511,13.5,12.768,,,,,,10.766,10.935,8.343,,12.507,7.0,927.45703125,125649.90625,,,,0.9606105366814377,,,86.21778106689453
2454,2454,K2-232 b,HD 286123,,TIC 68577662,1,1.0,1.0,1.0,11.168454,0.10356,11.209,126.49634,0.398,,,,,126.49634,0.398,Mass,,0.258,,1030.0,89.14,2457825.349782,0.0,,,,19.25,0.08868,,207.0,33.42,,,,6154.0,1.16,1.19,0.1,[Fe/H],0.238,4.38,1.43,,4.16,,,18.654323,-15.31645,182.07129,-3.92156,74.60433,78.6094677,62.0635,-48.2449,130.72,7.6214,10.521,9.822,,,,,,8.38,8.391,8.518,,9.789,13.0,9084.8125,1758593.375,,,,0.10727323785453524,,,1659.84619140625
2456,2456,K2-233 b,,,TIC 428820090,1,1.0,3.0,0.0,2.46746,0.03317,1.398,,,,,,,,,,,0.0,273.0,1040.0,88.79,2457991.691,0.0,0.2,,1.969,9.49,0.01721,,,,,,K3,4950.0,0.74,0.8,0.07,[Fe/H],-0.523,4.71,0.36,,4.5,9.75,-9.73,-20.2317975,30.24863,344.46401,-1.68296,233.32005,36.9808715,-19.8713,-31.1884,67.5062,14.7849,11.813,10.883,,,,,,8.318,8.332,8.278,,10.422,15.0,9335.59375,902716.1875,,,,0.8750544188071397,,,4005.994873046875
2458,2458,K2-233 c,,,TIC 428820090,1,1.0,3.0,0.0,7.06142,0.06687,1.335,,,,,,,,,,,0.0,67.1,728.0,88.95,2457996.3522,0.0,0.36,,2.65,19.34,0.01643,,,,,,K3,4950.0,0.74,0.8,0.07,[Fe/H],-0.523,4.71,0.36,,4.5,9.75,-9.73,-20.2317975,30.24863,344.46401,-1.68296,233.32005,36.9808715,-19.8713,-31.1884,67.5062,14.7849,11.813,10.883,,,,,,8.318,8.332,8.278,,10.422,15.0,9335.59375,902716.1875,,,,0.8750544188071397,,,4005.994873046875
2460,2460,K2-233 d,,,TIC 428820090,1,1.0,3.0,0.0,24.3645,0.15224,2.358,21.14,0.06651,,,,,21.14,0.06651,Mass,8.85,0.1999,,523.0,89.6,2458005.58237,0.0,0.32,,3.838,46.36,0.03062,,139.0,5.45,,,,5033.0,0.71,0.79,-0.09,[Fe/H],,4.64,,3.1721,,,-9.65,-20.2317975,30.24863,344.46401,-1.68296,233.32005,36.9808715,-19.8713,-31.1884,67.5062,14.7849,11.813,10.883,,,,,,8.318,8.332,8.278,,10.422,15.0,9335.59375,902716.1875,,,,0.8750544188071397,,,4005.994873046875
2462,2462,K2-237 b,,,TIC 16288184,1,1.0,1.0,1.0,2.18056,0.037,18.495,508.528,1.6,,,,,508.528,1.6,Mass,0.44,0.0,,1884.0,84.3,2457684.8101,0.0,,,,5.5,0.118,,90.0,210.0,,,F6 V,6257.0,1.43,1.28,0.14,[Fe/H],,4.24,2.55,0.144,11.76,5.07,,-28.7105836,9.23357,353.87129,-6.07195,255.7276,10.2149825,-8.56827,-5.56153,314.995,3.14858,12.182,11.602,,,,,,10.105,9.972,8.496,,11.468,11.0,5957.0625,313932.03125,,,,0.503957783641161,,,1232.193359375
2467,2467,K2-238 b,,,TIC 404243877,1,1.0,1.0,1.0,3.20466,0.046,14.572,273.3338,0.86,,,,,273.3338,0.86,Mass,0.56,0.0,,1587.0,84.5,2457740.5036,0.0,,,,6.27,0.08,,90.0,100.0,,,G2 V,5630.0,1.59,1.19,0.34,[Fe/H],,4.11,5.63,0.0775,3.78,,,-7.8575592,-59.35657,67.22735,-2.37937,345.6323,,,,537.963,,14.544,13.973,,,,,,11.854,11.771,8.964,,13.552,12.0,818.521484375,42187.83984375,,,,0.667098445595855,,,90.89246368408203
2468,2468,K2-239 b,,,TIC 374339566,1,1.0,3.0,0.0,5.24,0.0441,1.1,,,,,,,,,,,,,502.0,88.99,2457908.191,0.0,0.44,0.067,1.4664,24.6,0.0259,,,,,,M3.0 V,3420.0,0.36,0.4,-0.1,[Fe/H],-1.796,4.9,,,,,,4.4413751,51.77727,243.59017,-3.48106,160.40634,42.4516694,-42.2651,3.97562,31.0849,32.1414,16.206,14.632,18.1529,15.6965,15.7609,16.0683,12.365,9.774,9.513,8.765,,13.545,14.0,220.744140625,56635.4140625,,,,0.9268774703557312,,,17.078283309936523
2469,2469,K2-239 c,,,TIC 374339566,1,1.0,3.0,0.0,7.775,0.0576,1.0,,,,,,,,,,,,,427.0,88.77,2457916.86,0.0,0.73,0.058,1.248,34.0,0.0241,,,,,,M3.0 V,3420.0,0.36,0.4,-0.1,[Fe/H],-1.796,4.9,,,,,,4.4413751,51.77727,243.59017,-3.48106,160.40634,42.4516694,-42.2651,3.97562,31.0849,32.1414,16.206,14.632,18.1529,15.6965,15.7609,16.0683,12.365,9.774,9.513,8.765,,13.545,14.0,220.744140625,56635.4140625,,,,0.9268774703557312,,,17.078283309936523
2470,2470,K2-239 d,,,TIC 374339566,1,1.0,3.0,0.0,10.115,0.0685,1.1,,,,,,,,,,,,,399.0,89.43,2457908.381,0.0,0.39,0.065,1.8384,38.8,0.0255,,,,,,M3.0 V,3420.0,0.36,0.4,-0.1,[Fe/H],-1.796,4.9,,,,,,4.4413751,51.77727,243.59017,-3.48106,160.40634,42.4516694,-42.2651,3.97562,31.0849,32.1414,16.206,14.632,18.1529,15.6965,15.7609,16.0683,12.365,9.774,9.513,8.765,,13.545,14.0,220.744140625,56635.4140625,,,,0.9268774703557312,,,17.078283309936523
2471,2471,K2-24 b,,,TIC 68048686,1,1.0,2.0,1.0,20.885075,,4.05,,,,,,,,,,,,,,,2456905.796,1.0,0.6,0.231,5.59,,0.04548,,,,,,,5071.0,0.77,,,,,,,,,,,-24.9906029,19.20525,349.99931,-3.87591,245.26359,83.9581623,-59.9189,-58.8107,170.562,5.83465,12.22,11.275,,,,,,9.122,9.105,8.674,,11.648,2.0,306193.75,596934.875,,,,0.39020825721592983,,,37896.18359375
2479,2479,K2-24 c,,,TIC 68048686,1,1.0,2.0,1.0,42.363982,,7.118,,,,,,,,,,,,,,89.569,2456915.62484,1.0,,,,49.78161,0.06109,,,,,,,5744.0,1.07,1.1,0.44,[Fe/H],,4.41,,,,,,-24.9906029,19.20525,349.99931,-3.87591,245.26359,83.9581623,-59.9189,-58.8107,170.562,5.83465,12.22,11.275,,,,,,9.122,9.105,8.674,,11.648,2.0,306193.75,596934.875,,,,0.39020825721592983,,,37896.18359375
2487,2487,K2-240 b,,,TIC 432247315,1,1.0,2.0,0.0,6.034,0.0513,2.0,,,,,,,,,,,,,586.0,89.26,2457996.825,0.0,0.28,0.131,2.1528,21.1,0.0362,,,,,,M0.5 V,3810.0,0.54,0.58,-0.1,[Fe/H],-1.276,4.7,,,,10.8,,-17.8754464,33.6394,343.8913,-0.05449,230.30606,75.0101501,-53.7479,-52.3229,72.9105,13.6878,14.821,13.372,,,,,,9.469,9.317,8.551,,12.666,15.0,4289.11328125,113862.328125,,,,1.0013940520446096,,,2248.153564453125
2488,2488,K2-240 c,,,TIC 432247315,1,1.0,2.0,0.0,20.523,0.1159,1.8,,,,,,,,,,,,,389.0,89.66,2458005.722,0.0,0.29,0.098,3.192,48.0,0.0313,,,,,,M0.5 V,3810.0,0.54,0.58,-0.1,[Fe/H],-1.276,4.7,,,,10.8,,-17.8754464,33.6394,343.8913,-0.05449,230.30606,75.0101501,-53.7479,-52.3229,72.9105,13.6878,14.821,13.372,,,,,,9.469,9.317,8.551,,12.666,15.0,4289.11328125,113862.328125,,,,1.0013940520446096,,,2248.153564453125
2489,2489,K2-241 b,,,TIC 152805642,1,1.0,1.0,0.0,26.8199,0.1567,2.55,,,,,,,,,,,,,507.0,,2457584.2063,0.0,0.41,0.09,4.1,43.3,0.0312,,,,,,,5262.0,0.75,0.71,-0.44,[Fe/H],,4.54,,,2.08,,,-6.8052985,54.24973,282.91232,-5.7495,183.85127,118.5480295,-102.72,-59.1797,149.464,6.66215,12.413,11.97,,,,,,9.879,9.938,8.564,,11.858,10.0,1097.34375,262838.65625,262838.359375,262949.4453125,196.5625,1.00711743772242,0.39310751774990443,5941279744.0,174.4101104736328
2490,2490,K2-242 b,,,TIC 152701771,1,1.0,1.0,0.0,6.51389,0.0494,2.54,,,,,,,,,,,,,416.0,,2457586.24,0.0,0.42,0.624,2.0,22.1,0.0633,,,,,,,3459.0,0.37,0.38,-0.01,[Fe/H],,4.89,,,,,,-6.5178542,54.06962,280.50197,-6.04319,182.4518,8.3136347,-6.9378,-4.58077,109.237,9.12589,18.047,16.414,,,,,,11.632,11.212,8.155,,15.615,10.0,420.35302734375,8707.158203125,8706.380859375,8759.85693359375,108.533935546875,1.0130874479476502,0.3763803326726099,182322000.0,81.72724914550781
2491,2491,K2-243 b,,,TIC 96199085,1,1.0,2.0,0.0,11.54182,0.1087,2.17,,,,,,,,,,,,,1035.0,,2457593.2062,0.0,0.39,0.016,3.7,21.2,0.0144,,,,,,,6570.0,1.39,1.29,-0.03,[Fe/H],,4.26,,,,,,-4.8991358,56.0218,281.66644,-4.04845,182.97997,64.4472506,-61.8134,18.236,266.864,3.71914,11.508,10.971,,,,,,9.539,9.489,8.16,,10.897,10.0,4010.8125,637776.8125,637770.75,637877.90625,180.5625,1.101863354037267,-4.89703774656152,714085040128.0,309.2320251464844
2492,2492,K2-243 c,,,TIC 96199085,1,1.0,2.0,0.0,24.94598,0.1817,2.01,,,,,,,,,,,,,801.0,,2457584.505,0.0,0.4,0.019,5.2,35.6,0.0133,,,,,,,6570.0,1.39,1.29,-0.03,[Fe/H],,4.26,,,,,,-4.8991358,56.0218,281.66644,-4.04845,182.97997,64.4472506,-61.8134,18.236,266.864,3.71914,11.508,10.971,,,,,,9.539,9.489,8.16,,10.897,10.0,4010.8125,637776.8125,637770.75,637877.90625,180.5625,1.101863354037267,-4.89703774656152,714085040128.0,309.2320251464844
2493,2493,K2-244 b,,,TIC 56814628,1,1.0,1.0,0.0,21.070201,,1.65,,,,,,,,,,,,,,89.214,2457588.478,0.0,,,,34.288349,0.01698,,,,,,,5728.0,0.89,,-0.2,[Fe/H],,4.51,,,,,,-3.8318097,57.739,285.17361,-2.13766,184.705,60.2007651,-56.8677,19.7534,212.902,4.66891,12.2,11.78,,,,,,10.085,10.242,8.479,,11.696,10.0,713.09375,299711.9375,299713.859375,299726.46875,29.53125,0.8598130841121495,11.113498646182329,575322752.0,36.31016159057617
2495,2495,K2-245 b,,,TIC 147677253,1,1.0,1.0,0.0,11.89307,0.0959,4.34,,,,,,,,,,,,,923.0,,2457587.5524,0.0,0.38,0.107,4.2,17.5,0.0317,,,,,,,5793.0,1.25,0.83,-0.45,[Fe/H],,4.16,,,4.62,,,-1.5909138,60.34375,287.27271,0.59807,185.38666,25.9845291,-25.759,-3.41609,456.064,2.16447,,12.755,,,,,,11.137,11.297,8.861,,11.998,10.0,2022.5703125,132937.640625,132942.2578125,133095.0234375,316.43359375,0.9549393414211439,1.1710411535683503,80950812672.0,280.86273193359375
2496,2496,K2-246 b,,,TIC 56721373,1,1.0,1.0,0.0,5.76918,0.0602,3.49,,,,,,,,,,,,,977.0,,2457583.6761,0.0,0.41,0.134,3.4,11.1,0.0341,,,,,,,5610.0,0.94,0.87,-0.19,[Fe/H],,4.43,,,2.9,,,-1.1606,59.71563,280.22006,-0.41675,181.95669,24.2702425,-21.4944,-11.271,703.616,1.39318,15.22,14.792,,,,,,12.782,12.415,8.968,,14.423,10.0,3419.427734375,23067.15625,23229.923828125,23543.27197265625,766.4072265625,0.6175908221797323,-2.2885870131339483,2320761356288.0,638.374267578125
2497,2497,K2-247 b,,,TIC 110999033,1,1.0,2.0,0.0,2.25021,0.0304,2.12,,,,,,,,,,,,,979.0,,2457582.977,0.0,0.43,0.1,1.2,8.7,0.0283,,,,,,,4667.0,0.69,0.74,-0.08,[Fe/H],,4.63,,,,,,-10.0692793,52.60405,296.49384,-5.73127,192.13727,38.4640839,-36.6433,-11.6942,258.113,3.84563,16.212,14.857,,,,,,11.461,11.58,8.423,,14.344,10.0,739.8271484375,22254.990234375,22261.6982421875,22281.17724609375,57.68310546875,0.7195121951219512,1.326494869084722,710192128.0,68.53369140625
2498,2498,K2-247 c,,,TIC 110999033,1,1.0,2.0,0.0,6.49424,0.0615,2.19,,,,,,,,,,,,,688.0,,2457588.1369,0.0,0.41,0.11,1.7,18.2,0.0292,,,,,,,4667.0,0.69,0.74,-0.08,[Fe/H],,4.63,,,,,,-10.0692793,52.60405,296.49384,-5.73127,192.13727,38.4640839,-36.6433,-11.6942,258.113,3.84563,16.212,14.857,,,,,,11.461,11.58,8.423,,14.344,10.0,739.8271484375,22254.990234375,22261.6982421875,22281.17724609375,57.68310546875,0.7195121951219512,1.326494869084722,710192128.0,68.53369140625
2499,2499,K2-248 b,,,TIC 176869982,1,1.0,1.0,0.0,7.17256,0.0699,2.57,,,,,,,,,,,,,886.0,,2457588.1042,0.0,0.4,0.07,2.8,16.2,0.0255,,,,,,,5528.0,0.92,0.88,-0.1,[Fe/H],,4.45,,,2.6,,,-9.4141696,52.18224,286.63848,-7.51491,186.34426,37.0105059,19.5566,-31.4216,406.254,2.43294,14.234,13.497,,,,,,11.57,11.596,8.988,,13.318,10.0,5167.240234375,59366.69140625,59330.60546875,59600.5517578125,475.9677734375,1.144486692015209,4.934069497457331,4758671720448.0,527.795654296875
2500,2500,K2-249 b,,,TIC 176910179,1,1.0,1.0,0.0,12.409,0.1151,2.79,,,,,,,,,,,,,1061.0,,2457583.0457,0.0,0.41,0.024,5.9,14.5,0.0162,,,,,,,6504.0,1.57,1.32,0.04,[Fe/H],,4.16,,,,,,-8.9952309,52.72248,287.33035,-6.91389,186.67613,11.4541649,9.1584,-6.87907,521.716,1.88953,12.131,12.646,,,,,,10.845,10.887,8.858,,12.459,10.0,9660.3359375,132251.265625,133087.453125,134553.99609375,3707.537109375,0.6121962839447356,-1.5746730788770473,511022288863232.0,3038.7373046875
2501,2501,K2-25 b,,,TIC 434226736,1,1.0,1.0,1.0,3.4845627,,,,,,,,,,,,,,,,,2457620.11054,0.0,,,,,,,,,,,M4.5,3180.0,0.29,0.29,0.15,[Fe/H],-2.076,,,15.9,7.8,,38.64,15.2477027,-25.29268,178.25572,-5.82461,64.14178,123.5167322,122.148,-18.3371,44.9565,22.2153,17.76,16.21,19.7432,16.7256,15.2717,13.8731,12.8154,10.275,9.936,8.301,,14.528,4.0,1711.5,20001.771484375,,,,0.9049972542559034,,,137.03890991210938
2505,2505,K2-250 b,,,TIC 98591691,1,1.0,1.0,0.0,4.01457,0.0459,2.44,,,,,,,,,,,,,958.0,,2457584.1212,0.0,0.41,0.102,2.4,12.3,0.0276,,,,,,,5172.0,0.81,0.8,-0.09,[Fe/H],,4.53,,,2.2,,,-8.9757427,53.10691,289.98214,-6.23938,188.18587,51.2570081,-50.3042,9.83709,414.708,2.38297,15.196,14.314,,,,,,11.878,11.534,8.988,,13.948,10.0,656.4111328125,32918.9375,32926.287109375,32933.6298828125,15.9912109375,0.38704387043870436,-9.458095708238274,1272341760.0,56.824031829833984
2506,2506,K2-251 b,,,TIC 156584871,1,1.0,1.0,0.0,9.30075,0.0694,2.35,,,,,,,,,,,,,437.0,,2457589.0782,0.0,0.44,0.214,2.7,20.6,0.0437,,,,,,,3717.0,0.49,0.52,-0.04,[Fe/H],,4.76,,,,,,-8.5359826,54.27377,299.25474,-3.6246,193.16696,21.0818139,10.9579,-18.0102,147.03,6.77291,17.173,15.66,,,,,,11.365,11.342,8.601,,14.806,10.0,5058.5625,15626.8955078125,16190.11669921875,16674.51611328125,1569.458984375,0.5445002282062985,-1.595562473011371,38874696908800.0,1628.3826904296875
2507,2507,K2-252 b,,,TIC 152868838,1,1.0,1.0,0.0,13.81513,0.1041,1.74,,,,,,,,,,,,,639.0,,2457596.1901,0.0,0.41,0.036,3.6,25.7,0.0193,,,,,,,5152.0,0.82,0.79,-0.09,[Fe/H],,4.5,,,2.2,,,-8.3096141,53.13179,285.45308,-6.6812,185.4871,22.9167594,3.29667,-22.6784,228.839,4.34143,13.803,12.93,,,,,,10.655,10.755,8.771,,12.64,10.0,3378.515625,116300.34375,116149.796875,116454.650390625,358.3359375,1.8532883642495783,2.773418588841041,661030174720.0,424.35162353515625
