,Unnamed: 0,pl_name,hd_name,hip_name,tic_id,disposition,sy_snum,sy_pnum,rv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w3mag,sy_w4mag,sy_icmag,sy_kepmag,k2_campaigns,lc_amplitude,lc_mean,lc_median,lc_q3,lc_q31,lc_resBFR,lc_skew,lc_kurtosis,lc_std
1753,1753,HATS-9 b,,,TIC 12611594,1,1.0,1.0,1.0,1.9153196,,14.42,,,,,,,,,,,,,,,2457302.17456,0.0,,0.847,3.5496,4.48,0.08305,,,,,,,,1.59,,,,,,,,,,,-20.1663771,-15.82835,18.0176,1.87579,289.4918,11.0576718,8.56622,-6.99228,638.7,1.53764,14.083,13.256,,,,,,11.433,11.032,8.768,,13.095,7.0,41676.7265625,78239.4453125,,,,0.33027175667702036,,,1644.3782958984375
1759,1759,HD 106315 b,HD 106315,,TIC 56815340,1,1.0,2.0,1.0,9.554515,,2.329,,,,,,,,,,,,,,88.504,2457586.5434,0.0,,,,18.295501,0.01677,,,,,,,6321.0,1.27,1.12,-0.23,[Fe/H],,4.19,,,,,,-0.3934357,61.03534,283.25037,1.01948,183.34283,12.2799626,-2.66228,11.9879,109.353,9.11629,9.4,8.951,,,,,,7.794,7.839,8.168,,9.234,10.0,9966.5,3639140.5,3639211.125,3639689.25,1013.8125,0.8242587601078167,0.020092673479298585,24127507267584.0,979.1298828125
1764,1764,HD 106315 c,HD 106315,,TIC 56815340,1,1.0,2.0,1.0,21.058,0.1503,4.4,,,,,,,,,,,0.18,,874.0,88.48,2457611.1328,0.0,0.688,,4.728,25.69,0.03207,,53.0,,,,,6254.0,1.28,1.03,-0.278,[M/H],0.35,4.23,5.91,,12.9,,-3.65,-0.3934357,61.03534,283.25037,1.01948,183.34283,12.2799626,-2.66228,11.9879,109.353,9.11629,9.4,8.951,,,,,,7.794,7.839,8.168,,9.234,10.0,9966.5,3639140.5,3639211.125,3639689.25,1013.8125,0.8242587601078167,0.020092673479298585,24127507267584.0,979.1298828125
1771,1771,HD 137496 b,HD 137496,,TIC 346250894,1,1.0,2.0,1.0,1.62116,0.02732,1.31,4.04,0.01271,,,,,4.04,0.01271,Mass,10.49,0.0,,2130.0,85.8,2458039.1317,0.0,0.27,0.00575,3.28,3.7,0.0076,,,2.14,,,G,5799.0,1.59,1.04,-0.03,[Fe/H],,4.05,8.3,0.259,,,-2.99,-16.5090014,32.32096,348.34536,2.22095,233.54989,51.1671169,20.5385,-46.8641,155.317,6.41091,10.667,9.899,,,,,,8.186,8.192,8.173,,9.833,,2234.1875,1653862.625,,,,1.00185960018596,,,307.8639221191406
1772,1772,HD 137496 c,HD 137496,,TIC 346250894,1,1.0,2.0,1.0,479.9,1.2163,,,,2434.5656,7.66,,,2434.5656,7.66,Msini,,0.477,,370.0,,2458629.21,0.0,,,,,,,-39.01,221.25,,,G,5799.0,1.59,1.04,-0.03,[Fe/H],,4.05,8.3,0.259,,,-2.99,-16.5090014,32.32096,348.34536,2.22095,233.54989,51.1671169,20.5385,-46.8641,155.317,6.41091,10.667,9.899,,,,,,8.186,8.192,8.173,,9.833,,2234.1875,1653862.625,,,,1.00185960018596,,,307.8639221191406
1773,1773,HD 3167 b,HD 3167,HIP 2736,TIC 318707987,1,1.0,3.0,1.0,0.959628,,1.8,,,,,,,,,,,,,,,2457393.41498,0.0,0.49,,1.6488,,0.0183,,,,,,,,0.88,,,,,,,,,,,4.3807215,-58.2406,115.11108,0.56228,9.75288,203.8802519,107.409,-173.293,47.2899,21.1175,9.767,8.97,,,,,,6.942,7.054,7.065,,8.945,8.0,5909.0,4024943.5,,,,0.9116625310173697,,,1220.8826904296875
1781,1781,HD 3167 c,HD 3167,HIP 2736,TIC 318707987,1,1.0,3.0,0.0,,,,,,,,,,,,,,,,,89.5,,0.0,,,,43.3,,,,,-97.0,,,,,,,,,,,,2.8,,19.53,4.3807215,-58.2406,115.11108,0.56228,9.75288,203.8802519,107.409,-173.293,47.2899,21.1175,9.767,8.97,,,,,,6.942,7.054,7.065,,8.945,8.0,5909.0,4024943.5,,,,0.9116625310173697,,,1220.8826904296875
1789,1789,HD 3167 d,HD 3167,HIP 2736,TIC 318707987,1,1.0,3.0,1.0,8.509,0.07757,,,,6.9,0.02171,,,6.9,0.02171,Msini,,0.36,88.9,,,2457806.07,0.0,,,,,,,,2.39,,,K0 V,5261.0,0.86,0.86,0.04,[Fe/H],,4.47,,1.902,1.7,,,4.3807215,-58.2406,115.11108,0.56228,9.75288,203.8802519,107.409,-173.293,47.2899,21.1175,9.767,8.97,,,,,,6.942,7.054,7.065,,8.945,8.0,5909.0,4024943.5,,,,0.9116625310173697,,,1220.8826904296875
1790,1790,HD 80653 b,HD 80653,,TIC 55315929,1,1.0,1.0,1.0,0.719573,0.0166,1.613,5.6,0.01762,,,,,5.6,0.01762,Mass,7.4,,,,82.1,2458134.4244,0.0,0.4,,1.7976,2.92,0.0121,,,3.55,,,G2,,1.22,1.18,,,0.24,4.34,2.67,0.9,,19.8,8.31,14.3678691,39.62439,216.49965,-1.0467,138.23483,36.2761417,-33.4626,-14.0076,109.86,9.07435,10.119,9.452,,,,,,7.959,8.011,7.869,,9.438,16.0,4405.625,2391363.5,,,,0.9300595238095238,,,829.8340454101562
1792,1792,HD 89345 b,HD 89345,HIP 50496,TIC 350020859,1,1.0,1.0,1.0,11.81399,0.105,6.86,35.7,0.11232,,,,,35.7,0.11232,Mass,0.609,0.203,,1053.0,,2457913.80316,0.0,0.489,,,13.625,0.03779,,-14.9,9.49,,,,5499.0,1.66,1.12,0.45,[Fe/H],0.356,4.04,9.4,0.343,2.6,,2.35,10.1288464,50.24653,230.80783,-0.35361,152.84773,42.7843106,5.34758,-42.4488,132.345,7.52747,10.149,9.38,,,,,,7.673,7.729,7.757,,9.204,14.0,10178.5,2677502.5,,,,0.9716885743174924,,,1419.3277587890625
1795,1795,HIP 116454 b,,HIP 116454,TIC 422618449,1,2.0,1.0,1.0,9.1205,,2.466,12.7132,0.04,,,,,12.7132,0.04,Mass,,0.2,,,88.43,,0.0,,0.097,,23.62,,,,4.4,,,,5089.0,0.72,0.81,-0.16,[Fe/H],,4.59,,3.0,,,,0.4447043,-56.97306,86.45885,2.80941,354.62625,299.043235,-232.909,-187.564,62.4491,15.9843,11.083,10.19,,,,,,7.996,8.019,7.878,,9.507,-1.0,,,,,,,,,
1809,1809,K2-10 b,,,TIC 363573185,1,1.0,1.0,1.0,19.3037,0.137,4.37,,,,,,,,,,,,54.1,,,2456819.5837,0.0,,,3.777,,0.0367,,,,,,,5581.0,1.08,0.92,,,,4.33,,,,,,1.6906217,57.71659,261.42793,-1.5719,172.09726,72.6411481,-72.5977,-2.51204,272.36,3.64323,13.116,12.429,14.5962,12.9058,13.5731,12.2063,12.5282,10.638,10.546,8.92,,12.296,1.0,657.8359375,180413.6875,,,,1.095289079229122,,,49.554527282714844
1847,1847,K2-107 b,,,TIC 414843476,1,1.0,1.0,1.0,3.313921,,12.043,,,,,,,,,,,,,,82.361,2457304.52446,0.0,,,,5.928497,0.08272,,,,,,,6178.0,1.33,1.26,0.35,[Fe/H],,4.24,,,,,,-22.2934206,-11.7431,13.73298,0.42865,283.84236,7.6809039,-6.2457,-4.47074,685.2,1.43244,13.634,13.012,,,,,,11.165,11.096,8.123,,12.749,7.0,551.8984375,112696.0390625,,,,0.3420963936636333,,,116.93521118164062
1859,1859,K2-11 b,,,TIC 301609547,1,1.0,1.0,0.0,39.863566,,2.47,,,,,,,,,,,,,,,2456829.855,0.0,0.39,0.0834,5.14,,0.02625,,,,,,,5133.0,0.78,,,,,,,,,,,1.9866832,56.04852,256.65955,-2.50819,169.14807,54.1245269,-39.5436,-36.9563,329.309,3.0079,14.275,13.409,15.7707,14.7717,13.3286,13.034,13.2116,11.302,11.297,8.824,,13.151,1.0,333.171875,71283.828125,,,,0.9604208416833667,,,32.27813720703125
1870,1870,K2-111 b,,,TIC 14227229,1,1.0,2.0,1.0,5.35117,0.0621,1.9,8.6,0.02706,,,,,8.6,0.02706,Mass,6.6,0.0,,1309.0,86.2,2457067.9704,0.0,0.633,,3.38,9.59,0.01255,,,3.1,,,,5730.0,1.23,0.88,-0.53,[Fe/H],0.279,4.15,10.77,0.51,,,-16.21,21.2985263,-23.55083,170.97857,0.72498,62.1323,127.3664026,122.337,-35.4381,200.394,4.96259,11.796,11.13,,,,,,9.321,9.213,8.847,,12.3,4.0,1800.5625,576683.125,,,,0.857066381156317,,,273.7486267089844
1875,1875,K2-111 c,,,TIC 14227229,1,1.0,2.0,1.0,15.6785,0.1166,,,,11.3,0.03555,,,11.3,0.03555,Msini,,0.07,,,,,0.0,,,,,,,-79.6,3.27,,,G2,5775.0,1.25,0.84,-0.46,[Fe/H],,4.25,12.3,0.6,1.1,29.2,-16.28,21.2985263,-23.55083,170.97857,0.72498,62.1323,127.3664026,122.337,-35.4381,200.394,4.96259,11.796,11.13,,,,,,9.321,9.213,8.847,,12.3,4.0,1800.5625,576683.125,,,,0.857066381156317,,,273.7486267089844
1876,1876,K2-113 b,,,TIC 376939759,1,1.0,1.0,1.0,5.817649,,12.55,,,,,,,,,,,,,,,2457392.88665,0.0,,0.8378,3.0744,12.05,0.0894,,,,,,,,1.29,,,,,,,,,,,6.8688469,-55.40924,134.5097,-1.24747,20.54611,23.918754,20.2673,-12.7021,635.722,1.54414,14.44,13.744,15.9897,14.3517,13.5701,13.4248,13.6006,11.894,11.98,9.114,,13.514,8.0,388.3828125,54475.53125,,,,0.6660899653979239,,,62.37894058227539
1893,1893,K2-116 b,,HIP 110620,TIC 39936432,1,1.0,1.0,0.0,4.655335,,0.719,,,,,,,,,,,,,,87.78,2456979.94962,0.0,,,,13.803226,0.00959,,,,,,,4547.0,0.69,0.73,0.01,[Fe/H],,4.64,,,,,,-11.5793181,-52.23321,49.97279,-1.52485,333.67932,223.1556304,168.973,-145.762,49.3855,20.2201,11.982,10.8,,,,,,7.767,7.811,7.701,,10.31,3.0,16403.40625,970445.125,,,,0.6103710751665081,,,9856.4716796875
1916,1916,K2-12 b,,,TIC 396972464,1,1.0,1.0,0.0,8.28176,0.0847,2.72,,,,,,,,,,,,310.0,,,2456815.3743,0.0,,,4.18,,0.0187,,,,,,,6177.0,1.31,1.18,,,,4.28,,,,,,2.2446794,58.79109,262.46302,-0.64074,172.86161,59.3715961,-35.1205,-47.87,326.381,3.0362,12.96,12.38,15.205,12.6364,12.1463,11.9888,13.3195,10.582,10.589,8.982,,12.137,1.0,662.125,199339.9375,,,,0.8867469879518072,,,90.31605529785156
1953,1953,K2-125 b,,,TIC 405673618,1,1.0,1.0,0.0,21.750264,0.121,2.18,,,,,,,,,,,0.08,2.0,,89.72,2457243.088,0.0,,,,63.31,0.04981,,-3.74,,,,,3654.47,0.4,0.49,,,,,,,,,,-14.9478195,46.522,318.87693,-4.5581,207.81564,72.5742576,-53.0323,-49.5439,124.156,8.026,17.553,16.4,,,,,,11.668,11.392,9.056,,15.147,6.0,181.53173828125,11673.6875,,,,1.1551339285714286,,,19.168033599853516
1969,1969,K2-129 b,,,TIC 2468648,1,1.0,1.0,0.0,8.23981,,0.661,,,,,,,,,,,,,,,2457302.0501,0.0,,0.0858,1.512,38.3,0.0282,,,,,,,,0.21,,,,,,,,,,,-25.6463233,-16.57351,12.14366,-3.34516,287.22997,316.2727299,51.4429,-312.061,27.7957,35.9483,15.182,13.639,,,,,,,,,,12.533,7.0,1800.54296875,133139.21875,,,,0.8375634517766497,,,740.4400024414062
1971,1971,K2-13 b,,,TIC 363479723,1,1.0,1.0,0.0,39.91488,0.2114,1.89,,,,,,,,,,,,,511.0,,2456812.525,0.0,,0.058,,79.69,,,,,,,,5698.0,0.78,0.8,-0.54,[Fe/H],,,,,,,,2.5027534,57.15621,257.61692,-1.59767,169.97053,18.2771424,-11.7544,13.996,342.394,2.89216,13.615,12.882,,,,,,11.15,11.093,8.819,,12.727,1.0,496.3984375,109958.0703125,,,,0.871414913957935,,,42.299949645996094
1974,1974,K2-130 b,,,TIC 12181371,1,1.0,1.0,0.0,2.494161,,1.062,,,,,,,,,,,,,,87.624,2457303.20027,0.0,,,,10.03924,0.01512,,,,,,,4528.0,0.64,0.68,-0.24,[Fe/H],,4.62,,,,,,-19.6908744,-15.17249,18.25721,2.41748,289.05556,62.8997076,61.0059,-15.3184,118.011,8.44508,13.94,12.676,,,,,,9.789,9.751,8.824,,12.283,7.0,834.46875,166330.828125,,,,0.6605504587155964,,,277.2038879394531
1977,1977,K2-131 b,,,TIC 176868951,1,1.0,1.0,1.0,0.36931,0.0095,1.7,,,,,,,,,,,,,2062.0,,2457582.9355,0.0,0.4,0.04,1.0,2.6,0.0207,,,,,,,5245.0,0.75,0.84,-0.17,[Fe/H],,4.61,,,4.3,,,-9.7652392,51.82615,286.68054,-7.86259,186.42619,39.848745,-39.4851,-5.37116,152.509,6.52851,13.054,12.129,,,,,,9.95,9.907,8.667,,11.937,10.0,2753.359375,217847.296875,217752.953125,218478.66796875,1415.56640625,1.187459599224305,0.6135927905014589,1770794909696.0,907.4739990234375
1982,1982,K2-132 b,,,TIC 152852327,1,1.0,1.0,1.0,9.173866,,6.865,,,,,,,,,,,,,,86.997,2457590.16961,0.0,,,,8.427091,0.0291,,,,,,,5035.0,2.16,0.98,0.07,[Fe/H],,3.8,,,,,,-8.7472172,52.65691,285.33405,-7.16144,185.48092,29.6333376,-28.3179,-8.73105,609.818,1.61184,12.934,12.071,,,,,,9.461,9.451,8.887,,11.651,10.0,1646.921875,286593.90625,286587.34375,286651.0703125,138.921875,1.104542626011201,3.2672628514635678,19185010688.0,144.15826416015625
1986,1986,K2-133 b,,,TIC 150096001,1,1.0,4.0,0.0,3.0712,0.033,1.31,,,,,,,,,,,,,,87.56,2457821.3168,0.0,,0.071,1.22,,0.0255,,,,,,M1 V,3655.0,0.47,0.51,,,-1.444,,,,,,,25.0098135,-14.0676,174.75407,2.79868,72.05542,191.3593293,185.658,-46.3627,75.1703,13.2743,15.394,14.073,17.2832,15.2645,13.6265,12.9151,12.7195,10.173,9.991,8.586,,13.327,13.0,853.3828125,62373.2578125,,,,1.0408902691511388,,,54.048797607421875
1988,1988,K2-133 c,,,TIC 150096001,1,1.0,4.0,0.0,4.86784,0.04341,1.603,,,,,,,,,,,,,,88.21,2457823.7686,0.0,0.64,,,,0.0323,,,,,,M1.5 V,3655.0,0.46,0.46,,,-1.479,,,,,,107.2,25.0098135,-14.0676,174.75407,2.79868,72.05542,191.3593293,185.658,-46.3627,75.1703,13.2743,15.394,14.073,17.2832,15.2645,13.6265,12.9151,12.7195,10.173,9.991,8.586,,13.327,13.0,853.3828125,62373.2578125,,,,1.0408902691511388,,,54.048797607421875
1990,1990,K2-133 d,,,TIC 150096001,1,1.0,4.0,0.0,11.0234,0.077,2.02,,,,,,,,,,,,,,89.52,2457826.1739,0.0,,0.19,2.32,,0.0393,,,,,,M1 V,3655.0,0.47,0.51,,,-1.444,,,,,,,25.0098135,-14.0676,174.75407,2.79868,72.05542,191.3593293,185.658,-46.3627,75.1703,13.2743,15.394,14.073,17.2832,15.2645,13.6265,12.9151,12.7195,10.173,9.991,8.586,,13.327,13.0,853.3828125,62373.2578125,,,,1.0408902691511388,,,54.048797607421875
1992,1992,K2-133 e,,,TIC 150096001,1,1.0,4.0,0.0,26.5841,0.1346,1.73,,,,,,,,,,,,1.8,296.0,89.164,2457837.8657,0.0,0.928,0.0987,1.44,,0.0348,,,,,,M1.5 V,3655.0,0.46,0.46,,,-1.479,,,,,,107.2,25.0098135,-14.0676,174.75407,2.79868,72.05542,191.3593293,185.658,-46.3627,75.1703,13.2743,15.394,14.073,17.2832,15.2645,13.6265,12.9151,12.7195,10.173,9.991,8.586,,13.327,13.0,853.3828125,62373.2578125,,,,1.0408902691511388,,,54.048797607421875
1993,1993,K2-136 b,,,TIC 18310799,1,2.0,3.0,0.0,7.9757,,1.05,,,,,,,,,,,0.72,,,89.2,2457825.7295,0.0,0.32,,,22.2,0.01337,,,,,,,4359.0,0.72,0.69,0.17,[Fe/H],-0.767,4.54,,2.71,2.6,13.6,39.2,22.8825674,-17.35063,174.77536,1.05393,69.27263,90.2037185,82.8742,-35.6171,59.2474,16.8497,12.479,11.101,16.2738,12.1997,10.8436,10.4375,11.0446,8.273,8.302,8.112001,,10.771,13.0,3995.03125,605032.5,,,,0.8313980492336275,,,1458.3935546875
1995,1995,K2-136 c,,,TIC 18310799,1,2.0,3.0,0.0,17.30681,,3.14,,,,,,,,,,,0.47,,,89.7,2457830.02487,0.0,0.2,,,39.4,0.03981,,,,,,,4359.0,0.72,0.69,0.17,[Fe/H],-0.767,4.54,,2.71,2.6,13.6,39.2,22.8825674,-17.35063,174.77536,1.05393,69.27263,90.2037185,82.8742,-35.6171,59.2474,16.8497,12.479,11.101,16.2738,12.1997,10.8436,10.4375,11.0446,8.273,8.302,8.112001,,10.771,13.0,3995.03125,605032.5,,,,0.8313980492336275,,,1458.3935546875
1998,1998,K2-136 d,,,TIC 18310799,1,2.0,3.0,0.0,25.575065,,1.45,,,,,,,,,,,0.14,,373.0,89.4,2457780.81164,0.0,0.53,,3.12,50.7,0.0201,,2.0,,,,K5.5,4499.0,0.66,0.74,0.15,[Fe/H],-0.788,4.66,,3.52,3.0,15.0,39.76,22.8825674,-17.35063,174.77536,1.05393,69.27263,90.2037185,82.8742,-35.6171,59.2474,16.8497,12.479,11.101,16.2738,12.1997,10.8436,10.4375,11.0446,8.273,8.302,8.112001,,10.771,13.0,3995.03125,605032.5,,,,0.8313980492336275,,,1458.3935546875
2000,2000,K2-137 b,,,TIC 98720702,1,1.0,1.0,0.0,0.179715,0.0058,0.89,158.915,0.5,,,,,158.915,0.5,Mass,,0.0,,1471.0,89.6,2457583.0242,0.0,0.02,,0.6288,2.82,0.0184,,,,,,M3 V,3492.0,0.44,0.46,0.08,[Fe/H],,4.82,,13.0,,,,-6.1952168,56.17618,292.19218,-2.96382,188.75691,79.5954471,-79.5329,3.15484,98.8765,10.0853,17.007,15.94,,,,,,10.705,10.647,8.368,,14.534,10.0,508.6298828125,22457.48046875,22449.283203125,22488.92919921875,58.791015625,1.4773060029282576,1.4577509063467822,193928784.0,55.051876068115234
2002,2002,K2-138 b,,,TIC 4610830,1,1.0,6.0,0.0,2.35322,0.0338,1.57,,,,,,,,,,,0.403,486.0,,86.9,2457773.317,0.0,0.5,,1.73,8.85,0.0168,,,,,,K1 V,5378.0,0.86,0.93,0.16,[Fe/H],,4.59,,,2.7,,,-10.8497391,-62.23886,64.21591,-5.61351,345.59411,10.5710313,-1.018,-10.5219,202.585,4.90795,13.063,12.246,15.0982,14.8948,12.065,11.8643,13.046,10.274,10.279,8.84,,12.069,12.0,2717.3671875,197691.46875,,,,0.8972972972972973,,,731.8197631835938
2005,2005,K2-138 c,,,TIC 4610830,1,1.0,6.0,0.0,3.56004,0.04461,2.299,6.31,0.01985,,,,,6.31,0.01985,Mass,2.8,0.045,,,88.1,2457740.32182,0.0,0.369,,2.38,11.1,0.02439,,200.0,2.78,,,,5356.3,0.86,0.94,0.14,[M/H],,4.54,2.8,2.064,,,0.64,-10.8497391,-62.23886,64.21591,-5.61351,345.59411,10.5710313,-1.018,-10.5219,202.585,4.90795,13.063,12.246,15.0982,14.8948,12.065,11.8643,13.046,10.274,10.279,8.84,,12.069,12.0,2717.3671875,197691.46875,,,,0.8972972972972973,,,731.8197631835938
2008,2008,K2-138 d,,,TIC 4610830,1,1.0,6.0,0.0,5.40484,0.0575,2.46,,,,,,,,,,,,147.12,888.0,89.11,2457743.1569,0.0,0.23,,2.764,14.81,0.02678,,,,,,G8 V,5283.0,0.84,0.92,0.134,[Fe/H],,4.54,,,,,,-10.8497391,-62.23886,64.21591,-5.61351,345.59411,10.5710313,-1.018,-10.5219,202.585,4.90795,13.063,12.246,15.0982,14.8948,12.065,11.8643,13.046,10.274,10.279,8.84,,12.069,12.0,2717.3671875,197691.46875,,,,0.8972972972972973,,,731.8197631835938
2011,2011,K2-138 e,,,TIC 4610830,1,1.0,6.0,0.0,8.26147,0.0792,3.11,,,,,,,,,,,,77.79,757.0,88.92,2457740.6451,0.0,0.38,,2.967,20.4,0.03385,,,,,,G8 V,5283.0,0.84,0.92,0.134,[Fe/H],,4.54,,,,,,-10.8497391,-62.23886,64.21591,-5.61351,345.59411,10.5710313,-1.018,-10.5219,202.585,4.90795,13.063,12.246,15.0982,14.8948,12.065,11.8643,13.046,10.274,10.279,8.84,,12.069,12.0,2717.3671875,197691.46875,,,,0.8972972972972973,,,731.8197631835938
2014,2014,K2-138 f,,,TIC 4610830,1,1.0,6.0,0.0,12.75758,0.10447,2.904,1.63,0.00513,,,,,1.63,0.00513,Mass,0.4,0.062,,,88.8,2457738.70235,0.0,0.56,,3.2,26.1,0.03085,,144.0,0.47,,,,5356.3,0.86,0.94,0.14,[M/H],,4.54,2.8,2.064,,,0.64,-10.8497391,-62.23886,64.21591,-5.61351,345.59411,10.5710313,-1.018,-10.5219,202.585,4.90795,13.063,12.246,15.0982,14.8948,12.065,11.8643,13.046,10.274,10.279,8.84,,12.069,12.0,2717.3671875,197691.46875,,,,0.8972972972972973,,,731.8197631835938
2017,2017,K2-138 g,,,TIC 4610830,1,1.0,6.0,1.0,41.96645,0.2287,3.18,,,,,,,,,,,,9.29,445.0,89.29,2457773.8541,0.0,0.73,,4.035,58.59,0.03472,,,,,,G8 V,5283.0,0.84,0.92,0.134,[Fe/H],,4.54,,,,,,-10.8497391,-62.23886,64.21591,-5.61351,345.59411,10.5710313,-1.018,-10.5219,202.585,4.90795,13.063,12.246,15.0982,14.8948,12.065,11.8643,13.046,10.274,10.279,8.84,,12.069,12.0,2717.3671875,197691.46875,,,,0.8972972972972973,,,731.8197631835938
2019,2019,K2-139 b,,,TIC 11023038,1,1.0,1.0,1.0,28.382206,,9.5,,,,,,,,,,,,,,,2457325.81687,0.0,0.08,,4.9392,,0.0936,,,,,,,,0.93,,,,,,,,,,,-17.9107147,-13.40289,19.45003,4.33438,288.16346,38.7241554,37.2813,-10.4721,153.856,6.47101,12.434,11.652,,,,,,9.604,9.566,8.242,,11.47,7.0,5118.953125,352708.0,,,,0.5908909308829404,,,2190.115234375
2024,2024,K2-14 b,,,TIC 366683184,1,1.0,1.0,0.0,8.36802,0.0627,4.81,,,,,,,,,,,,,488.0,,2456811.4513,0.0,,0.943,,30.16,,,,,,,,3789.0,0.45,0.47,-0.37,[Fe/H],,,,,,,,2.5941222,61.66737,270.39884,1.60747,177.18562,46.8749859,-39.2368,-25.6464,364.048,2.71943,17.783,15.78,,,,,,12.53,11.907,8.967,,15.547,1.0,249.27099609375,8026.802734375,,,,0.9106881405563689,,,26.060644149780273
2029,2029,K2-140 b,,,TIC 380255458,1,1.0,1.0,1.0,6.5693,0.0591,12.274,323.86877,1.019,,,,,323.86877,1.019,Mass,0.963,0.12,188.5,1114.0,88.51,2457588.2838,0.0,0.33,,4.56,,0.114,,98.88,111.2,,,G5,5654.0,0.99,1.0,0.12,[Fe/H],-0.049,4.45,4.22,1.477,3.8,16.3,,-9.6076115,52.97976,295.18424,-5.60176,191.26612,9.1626225,-6.83111,6.10652,347.917,2.84731,13.349,12.727,,,,,,10.985,10.891,8.898,,12.483,10.0,1420.265625,126658.3203125,126688.98046875,126734.73828125,102.349609375,0.5046687416629613,-6.784363493719463,148061814784.0,228.73147583007812
2033,2033,K2-141 b,,,TIC 301235044,1,1.0,2.0,1.0,0.2803244,,1.51,5.08,0.01598,,,,,5.08,0.01598,Mass,8.2,0.0,,,86.3,2457744.0716,0.0,,,,2.292,0.02037,,90.0,6.25,,,,4599.0,0.68,0.71,-0.06,[Fe/H],-0.75,4.62,6.3,3.164,,,,-1.1891827,-56.5953,80.19878,2.50692,351.1871,118.9035436,116.168,25.3584,61.8736,16.1332,12.139,11.454,15.6305,11.9478,10.7258,10.3734,10.9381,8.311,8.311,7.93,,10.619,12.0,5777.78125,724258.8125,,,,1.1343283582089552,,,2286.281005859375
2036,2036,K2-141 c,,,TIC 301235044,1,1.0,2.0,0.0,7.7485,,7.0,7.4,0.02328,,,,,7.4,0.02328,Mass,,0.0,,,87.2,2457751.1546,0.0,,,,21.59,0.094,,90.0,3.0,,,,4599.0,0.68,0.71,-0.06,[Fe/H],-0.75,4.62,6.3,3.164,,,,-1.1891827,-56.5953,80.19878,2.50692,351.1871,118.9035436,116.168,25.3584,61.8736,16.1332,12.139,11.454,15.6305,11.9478,10.7258,10.3734,10.9381,8.311,8.311,7.93,,10.619,12.0,5777.78125,724258.8125,,,,1.1343283582089552,,,2286.281005859375
2048,2048,K2-147 b,,,TIC 398275886,1,1.0,1.0,0.0,0.961917,0.0159,1.38,,,,,,,,,,,,200.1,,,2457301.94616,0.0,,,,8.8,0.0229,,,,,,,3672.0,0.55,0.58,0.19,[Fe/H],-1.292,4.72,,,,,,-28.498475,-21.497,10.94419,-6.77638,290.95345,150.8428345,-31.4257,-147.533,90.5494,11.0149,15.483,14.044,,,,,,9.882,9.665,7.894,,13.355,7.0,1908.35546875,61905.875,,,,0.945285784074255,,,136.33897399902344
2051,2051,K2-148 b,,,TIC 423358488,1,2.0,3.0,0.0,4.38395,0.0454,1.33,,,,,,,,,,,,48.8,,,2457390.05956,0.0,,,,16.7,0.0193,,,,,,,4079.0,0.63,0.65,-0.11,[Fe/H],-0.996,4.65,,,,,,-0.193258,-63.0179,126.58855,-5.9009,13.28929,45.3227041,-38.6993,-23.5905,124.458,8.00615,14.904,13.627,,,,,,10.214,10.163,8.435,,12.975,8.0,1754.0390625,78406.2421875,,,,0.9366515837104072,,,386.0013122558594
2053,2053,K2-148 c,,,TIC 423358488,1,2.0,3.0,0.0,6.92251,,0.9,,,,,,,,,,,,,,,2457394.6522,0.0,,0.0537,2.0304,23.2,0.0222,,,,,,,,0.37,,,,,,,,,,,-0.193258,-63.0179,126.58855,-5.9009,13.28929,45.3227041,-38.6993,-23.5905,124.458,8.00615,14.904,13.627,,,,,,10.214,10.163,8.435,,12.975,8.0,1754.0390625,78406.2421875,,,,0.9366515837104072,,,386.0013122558594
2055,2055,K2-148 d,,,TIC 423358488,1,2.0,3.0,0.0,9.7579,0.0774,1.64,,,,,,,,,,,,16.8,,,2457386.34305,0.0,,,,36.3,0.0238,,,,,,,4079.0,0.63,0.65,-0.11,[Fe/H],-0.996,4.65,,,,,,-0.193258,-63.0179,126.58855,-5.9009,13.28929,45.3227041,-38.6993,-23.5905,124.458,8.00615,14.904,13.627,,,,,,10.214,10.163,8.435,,12.975,8.0,1754.0390625,78406.2421875,,,,0.9366515837104072,,,386.0013122558594
