,pl_name,kepid,disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,pl_orbper,koi_time0,pl_imppar,pl_trandur,pl_trandep,pl_ratror,pl_dens,pl_rade,pl_orbincl,pl_eqt,pl_insol,pl_ratdor,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,sy_pnum,koi_num_transits,koi_quarters,koi_bin_oedp_sig,st_teff,st_logg,st_met,st_rad,st_mass,ra,dec,sy_kepmag,koi_zmag,koi_hmag,koi_fwm_stat_sig,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky,lc_amplitude,lc_slope,lc_mean,lc_median,lc_q3,lc_q31,lc_resBFR,lc_skew,lc_kurtosis,lc_std
8027,K07505.01,12013615,0.0,0.0,1.0,0.0,0.0,8.202869679,2454971.511,0.561,7.29811,345940.0,0.615641,0.62518,110.46,87.54,1190.0,474.09,13.0525,0.3534,3220.0493,26640.668,6499.9,1.0,0.0,1.1111111111111112e+31,-1.0,6060.0,4.059,-0.02,1.643,1.129,291.94641,50.48196,13.878,13.616,12.429,0.08904255319148935,0.10538,0.07832,0.0017997234042553191,0.0,0.0,-0.001,0.001,0.037,0.068,0.077,6934.8310546875,11.002622297898967,38605.97265625,39082.05078125,39201.2890625,275.62890625,0.07264397905759162,-4.632622834630685,406804638990336.0,2022.0772705078125
8029,K07507.01,12022517,0.0,0.0,1.0,0.0,0.0,3.442714533,2454965.391,1.142,3.36034,60039.0,0.500122,0.73347,47.02,81.49,1157.0,423.13,7.717,0.3556,189.89961,2268.2866,964.8,1.0,356.0,1.101111111111111e+30,0.0071,5819.0,4.501,-0.4,0.861,0.858,296.37537,50.486801,15.715,15.37,13.995,0.0,0.3421,0.662,-0.001,0.006,0.022,-0.038,0.044,-0.074,0.056,0.093,257.888671875,0.3975061502251376,7445.55712890625,66054.68114714927,66076.20010440907,41.01896505152926,0.336,2.0910048535152734,70598502.32408239,63.276615142822266
8030,K01126.02,6307521,0.0,0.0,0.0,1.0,1.0,475.91706,2455421.893,1.222,22.86,967.3,0.257403,0.00878,28.22,88.52,221.0,0.56,47.2,0.5256,8.209685,10.978225,15.3,2.0,5.0,1.1111111111111112e+31,0.9996,5334.0,4.372,0.16,1.004,0.865,297.75311,41.675991,15.259,14.84,13.452,0.0,5.8,10.8,-0.0043,-0.0079,-0.22246808510638294,0.30019148936170204,4.133734042553192,-0.19507446808510642,0.6035851063829788,4.443436170212767,19.10693359375,-0.007185290387074804,11112.8759765625,11112.837890625,11116.3720703125,6.97900390625,1.008578431372549,0.0588476194562202,2155.72119140625,5.079308032989502
8031,K01347.02,7037540,0.0,1.0,0.0,0.0,0.0,0.858285844,2454964.879,0.3323,1.799,43.4,0.006091,1.12102,0.9,84.8,2274.0,6321.2,3.52,0.3625,5.530312,8.724697,10.8,2.0,1203.0,1.1111111111111e+28,0.41636276595744676,5945.0,4.196,-0.02,1.346,1.039,293.02036,42.508835,14.808,14.04964893617021,13.06,0.594,-0.1,-0.5,7e-06,3.6e-05,6.29,2.897,6.93,6.32,2.941,6.97,373.7607421875,-0.40017219484275934,22526.87890625,60905.47508207281,60923.02966828042,34.65525006233378,0.16481187069422362,1.3812700689281918,133926583.54983586,69.46797943115234
8036,K01803.03,4349442,0.0,0.0,0.0,0.0,1.0,6.238315363,2454967.305,0.707,2.501,82.9,0.008903,1.26305,0.7,87.05,746.0,73.27,13.74778,0.5684,5.2417016,10.042057,5.3,3.0,206.0,1.1111111111111112e+31,0.2626,4914.0,4.61,-0.04,0.724,0.783,286.63553,39.488621,13.26,12.813,11.259,0.0,4.47,-5.05,2e-06,0.000335,-0.5,-0.85,0.98,6.13,-3.35,6.98,934.671875,26.960634196173242,80716.6875,80734.796875,81051.91796875,692.84375,0.9794685990338164,0.014326905419759499,101435981824.0,469.77911376953125
8038,K06321.01,3327980,0.0,0.0,1.0,0.0,0.0,2.115510941,2454964.991,0.492,7.2877,415160.0,0.664481,0.21091,191.42,82.32,2701.0,12609.03,3.68149,0.219,4110.4556,44989.64,1351.5,1.0,0.0,1.1111111111111112e+31,-1.0,7563.0,3.883,0.1,2.638,1.938,287.17612,38.433498,12.119,12.15,11.31,0.08904255319148935,-0.0616,0.10348,0.0017997234042553191,0.005,-0.043,-0.011,0.045,-0.069,0.037,0.078,45413.125,35.119169735281766,185298.0,190983.234375,191243.6171875,617.609375,0.14455307262569833,-3.2263693241615647,1.1168755964381757e+18,17231.2734375
8039,K06322.01,3329643,0.0,1.0,0.0,1.0,1.0,1.015044104,2454964.564,0.984,10.994,158.2,0.016126,0.01909,1.98,13.85,1979.0,3627.61,1.0131,0.3511,3.3458421,13.197882,33.6,1.0,1328.0,1.1111111111111112e+31,0.6768,5910.0,4.318,-0.14,1.124,0.959,287.77148,38.498711,14.956,14.622,13.391,0.0,5.62,2.45,-0.00037,-0.000123,3.88,9.64,10.39,3.77,9.78,10.49,34.32373046875,0.020341967116825246,13966.576171875,13966.4130859375,13972.142578125,11.5400390625,1.0461922596754056,0.28037361371863545,17548.29296875,8.359772682189941
8040,K06323.01,3335816,0.0,0.0,1.0,0.0,0.0,3.711013336,2454965.488,1.192,3.31024,24989.0,0.409001,0.3875,55.69,79.53,1436.0,1003.75,6.5584,0.3071,540.1277,5466.532,757.0,1.0,360.0,1.1111111111111112e+31,0.0,6338.0,4.256,-0.34,1.247,1.021,289.6983,38.406609,12.084,11.934,10.842,0.0,-0.1092,-0.1942,-0.0026,0.013,0.061,-0.16,0.171,-0.045,-0.099,0.109,3130.6171875,44.57360567696841,215629.34375,215811.265625,215905.8359375,250.828125,0.2625994694960212,-5.306880685444051,9548386533376.0,721.718017578125
8041,K06324.01,3337438,0.0,0.0,0.0,1.0,1.0,2.97606298,2454965.964,0.363,4.124,72.2,0.007754,0.30442,5.65,86.01,2615.0,11065.06,5.22,0.4954,3.5199478,11.146896,17.8,1.0,456.0,1.1111111111111112e+31,0.6505,5321.0,3.158,0.07,6.669,2.334,290.14084,38.493809,13.498,13.002,11.469,0.0,1.78,-1.52,-0.000155,1.2e-05,2.2,-0.96,2.4,1.93,-0.95,2.2,62.890625,0.02272962946018856,56885.953125,56885.078125,56895.626953125,19.708984375,1.1066838046272494,0.3280193983767937,157418.953125,14.63968563079834
8042,K06325.01,3337548,0.0,1.0,0.0,0.0,1.0,2.97586085,2454966.035,0.117,4.513,105.9,0.009317,0.28086,0.85,88.69,1135.0,392.05,5.0849,0.4341,3.5023768,7.4813848,9.1,1.0,446.0,1.111111111111111e+30,0.0237,5481.0,4.508,-0.22,0.835,0.821,290.16632,38.47644,15.669,15.268,13.887,0.0,-3.2,-3.7,0.00024,0.00033,-2.8,-1.4,3.2,-2.9,-1.3,3.1,51.89794921875,0.3975061502251376,7234.12353515625,66054.68114714927,66076.20010440907,41.01896505152926,1.0111162575266328,2.0910048535152734,70598502.32408239,6.951765537261963
8043,K06326.01,3339538,0.0,0.0,1.0,0.0,0.0,14.658013949,2454973.476,1.141,3.03316,129640.0,0.684799,8.43995,121.59,88.57,855.0,126.35,45.77,0.5102,1867.8506,9141.622,3361.5,1.0,94.0,1.1111111111111112e+31,0.0,5146.0,3.986,0.14,1.626,0.934,290.73944,38.414139,13.391,12.951,11.429,0.0,0.0221,-0.0064,0.001,-0.002,0.003,0.005,0.006,0.003,0.023,0.023,4087.84765625,-41.50543129813888,64563.734375,64679.775390625,64908.455078125,566.291015625,0.6819787985865724,-7.589159407699104,14638658879488.0,653.6258544921875
8044,K06327.01,3341934,0.0,0.0,1.0,0.0,0.0,18.839487435,2454970.77,0.421,5.62797,182720.0,0.40426,2.1448,45.2,89.3,734.0,68.54,34.268,0.319,968.00336,5111.854,2003.1,1.0,73.0,1.1111111111111112e+31,0.0001,6208.0,4.454,-0.12,1.024,1.086,291.38623,38.49147,15.291,15.036,13.839,0.0,-0.1345,-0.0713,-0.004,-0.009,-0.001,0.007,0.007,-0.05,-0.123,0.133,983.236328125,-0.0697539272313489,10350.5185546875,10368.5654296875,10374.50439453125,12.92919921875,0.07758053911900066,-10.292148773779758,69695619072.0,157.71141052246094
8045,K06328.01,3343866,0.0,0.0,0.0,1.0,0.0,0.555973803,2454964.966,0.563,1.271,75.3,0.008239,1.48092,1.9,78.77,3049.0,20544.64,2.89,0.3975,3.7718709,12.861093,23.3,1.0,2404.0,1.1111111111111112e+31,0.9878,5445.0,3.776,-0.46,2.117,0.977,291.86655,38.409081,13.755,13.317,11.868,0.0,-6.73,12.04,0.000358,-0.000652,-0.22246808510638294,0.30019148936170204,4.133734042553192,-0.19507446808510642,0.6035851063829788,4.443436170212767,91.716796875,-0.39856811606040415,43855.52734375,43854.83984375,43862.533203125,14.541015625,1.0985915492957747,2.9570279477341224,786534.875,12.204203605651855
8046,K06456.01,4839180,0.0,0.0,1.0,0.0,0.0,4.426344495,2454967.231,0.668,5.84235,276140.0,0.584886,0.56942,78.3,85.43,1316.0,709.74,8.386,0.3147,4594.7153,26435.945,732.5,1.0,0.0,1.111101110111011e+31,-1.0,6228.0,4.277,-0.2,1.226,1.034,292.83759,39.93383,13.501,13.278,12.27,0.28024468085106385,-0.07378,-0.13725,0.0008,-0.0013682978723404255,-0.01,-0.017,0.02,-0.013,-0.125,0.126,8393.658203125,4.682465025720869,54000.2265625,54564.90234375,54586.9296875,74.939453125,0.07692307692307693,-4.701874860045875,812672706674688.0,2382.71484375
8047,K06457.01,4840263,0.0,0.0,1.0,0.0,0.0,0.957823876,2454965.415,0.992,3.7232,104690.0,0.4996,0.32696,110.91,66.74,2649.0,11612.14,2.512,0.3354,755.3856,9342.362,454.1,1.0,1122.0,1.111101110111011e+31,0.0,5908.0,3.865,-0.28,2.033,1.103,293.12161,39.975552,13.988,13.686,12.507,0.1776808510638298,-0.39761382978723414,-0.02207978723404257,5.9574468085106356e-05,0.000667436170212766,-0.333,-0.29,0.442,-0.267,-0.259,0.372,2845.6396484375,5.245271237017915,36903.34765625,37226.796875,37300.435546875,212.30859375,0.16737891737891739,-3.244960016461082,12630669393920.0,985.4649658203125
8048,K06458.01,4840818,0.0,0.0,1.0,0.0,0.0,5.024768971,2454966.12,1.038,3.82433,53046.0,0.390263,0.6142,42.15,83.63,1159.0,425.9,9.359,0.3026,467.6461,3631.662,696.5,1.0,213.0,1.111101110111011e+31,0.0,6322.0,4.444,-0.44,0.989,0.99,293.27969,39.91576,14.355,14.132,13.052,0.0,-0.0011,0.0782,0.0005,-0.0018,0.005,0.0,0.005,0.05,-0.016,0.053,705.4404296875,0.9516010357837136,24654.154296875,24670.359375,24685.767578125,31.6650390625,0.33577832110839445,-6.874208783642919,17226887168.0,132.54136657714844
8049,K06459.01,4847832,0.0,0.0,1.0,0.0,0.0,30.960216668,2454989.16,0.58,15.4308,340410.0,0.613905,0.2436,62.08,88.56,527.0,18.3,23.1105,0.5167,11098.194,42138.434,4578.3,1.0,0.0,1.111101110111011e+31,-1.0,5291.0,4.423,0.06,0.926,0.828,295.07663,39.958279,12.45,12.21,11.051,0.28024468085106385,-0.08265,-0.03276,5.9574468085106356e-05,0.00013081914893616988,-0.016,0.004,0.016,-0.067,-0.052,0.084,28994.5078125,-54.41239630594349,145295.90625,146018.4375,146344.21875,644.71875,0.029522613065326633,-7.958202823516752,5.216964489458483e+16,5247.49365234375
8050,K06460.01,4851217,0.0,0.0,1.0,0.0,0.0,2.470283788,2454966.252,0.804,7.8391,193830.0,0.540267,0.11691,157.82,76.13,2657.0,11792.22,3.3535,0.2374,612.71326,7336.0117,967.7,1.0,875.0,1.111101110111011e+31,-1.0,7823.0,3.885,0.07,2.675,2.002,295.83401,39.952259,11.108,11.135,10.282,0.1776808510638298,-0.39761382978723414,-0.02207978723404257,5.9574468085106356e-05,0.000667436170212766,0.077,-0.37,0.38,0.067,-0.18,0.19,33556.546875,341.6920908932448,459115.9375,464669.8125,466598.609375,4306.5859375,0.25263157894736843,-2.366598642397661,3.7826223652470784e+17,14965.5654296875
8051,K06461.01,4851338,0.0,0.0,0.0,1.0,1.0,1.23516416,2454964.993,0.678,4.713,64.6,0.007809,0.06073,0.92,66.47,1866.0,2861.14,1.698,0.3239,5.6612787,10.267005,13.0,1.0,872.0,1.111101110111011e+31,0.2938,6249.0,4.428,-0.04,1.076,1.13,295.86285,39.96711,15.005,14.789,13.638,0.0,-6.0,-5.3,0.000347,0.00027,-0.55,-1.59,1.69,-0.59,-1.64,1.74,39.22998046875,0.004239041899179776,13310.7822265625,13310.5546875,13314.75830078125,8.3134765625,1.0590452261306533,0.7603513207148571,12741.791015625,6.385824680328369
8052,K06462.01,4851356,0.0,0.0,0.0,1.0,1.0,1.23513471,2454965.005,0.716,5.44,42.8,0.006415,0.04039,0.7,61.13,1743.0,2172.96,1.482,0.3511,6.3425574,9.1849785,12.0,1.0,873.0,1.111101110111011e+31,0.799,5930.0,4.436,-0.1,0.997,0.99,295.8656,39.9641,14.712,14.175,12.926,0.0,-6.5,1.3,0.000268,-4.8e-05,-3.01,0.78,3.11,-3.07,0.67,3.14,64.2431640625,-0.7307308587028758,19885.625,19887.451171875,19903.6083984375,29.6826171875,0.8292410714285714,-0.4600664766675877,1353339.25,26.301860809326172
8053,K06463.01,4862332,0.0,0.0,0.0,1.0,0.0,0.8903331,2454964.534,0.322,2.643,134.1,0.010448,0.39491,20.96,82.74,5714.0,251387.46,2.55,0.5473,4.722031,8.249648,10.8,1.0,530.0,1.1100100010001e+31,0.1106,4981.0,2.437,0.07,18.374,3.369,298.16129,39.90097,13.915,13.263,11.521,0.26870212765957446,-3.6,-100.1,0.00034,-0.00012454255319148936,-4.36,-7.9,9.02,-4.19,-7.95,8.98,139.6015625,0.07340401389007632,36268.06640625,36267.3359375,36284.171875,33.080078125,1.0461922596754056,0.5068636390063456,2338704.25,25.580535888671875
8054,K06464.01,4862625,0.0,0.0,1.0,0.0,0.0,20.000242814,2454967.82,1.004,5.0042,13138.0,0.188658,0.34874,21.57,87.04,746.0,73.09,19.464,0.3147,162.84451,859.69916,796.5,3.0,69.0,1.1111111111111112e+31,0.3863,6373.0,4.438,-0.24,1.047,1.094,298.21509,39.955101,13.718,13.536,12.461,0.0,0.138,-0.283,0.00135,-0.00072,-0.021,0.037,0.042,-0.039,-0.008,0.039,535.076171875,0.8383438966768011,44951.7578125,60939.15925241024,60999.42867717337,119.32698740857712,0.6765285996055227,0.7963054123240015,4.5976238653931464e+16,88.1136703491211
8055,K06576.01,5393558,0.0,0.0,1.0,0.0,0.0,10.217121652,2454970.246,0.786,4.35647,205220.0,0.550517,2.4968,81.1,88.12,994.0,230.53,23.973,0.3534,1952.5149,12182.578,3617.5,1.0,133.0,1.1111111111111112e+31,0.5545,5931.0,4.196,0.0,1.349,1.042,299.18677,40.501701,13.752,13.434,12.276,0.0,-0.5715,-0.82623,-0.338,-0.258,0.09,0.06,0.11,-0.06,0.133,0.146,4485.0234375,4.749005221177748,42947.59765625,43104.98828125,43170.5859375,130.458984375,0.12414266117969822,-6.49456183464628,32950167011328.0,905.4569091796875
8056,K06577.01,5397905,0.0,0.0,0.0,1.0,0.0,0.618060842,2454964.635,0.944,1.892,25.1,0.005856,0.1082,0.51,43.32,1854.0,2791.09,1.298,0.4767,3.6324959,7.1957045,9.6,1.0,1089.0,1.1111111111111112e+31,0.2117,5339.0,4.503,-0.38,0.793,0.731,299.9982,40.550259,13.426,13.066,11.664,0.0,20.7,-2.5,-0.000753,6.2e-05,9.914,-1.235,9.99,9.967,-1.536,10.084,389.357421875,6.416251688211557,57959.21484375,57958.5,58061.00390625,245.49609375,1.0135135135135136,0.23528355405537202,2953238784.0,186.26329040527344
8057,K06578.01,5444392,0.0,0.0,1.0,0.0,0.0,0.759764419,2454964.793,0.545,5.72501,393270.0,0.664601,0.24792,138.54,73.89,2715.0,12833.03,1.9631,0.3958,938.2225,10308.177,1728.1,1.0,1773.0,1.1111111111111112e+31,-1.0,5807.0,3.93,-0.02,1.909,1.13,290.5174,40.696812,11.378,11.193,9.982,0.08904255319148935,-4.96724744680851,-1.5330706382978734,0.0017997234042553191,0.0005355531914893616,0.04,0.01,0.04,0.19,-0.05,0.2,102494.8828125,-513.6345583711795,431910.53125,453673.109375,459170.09375,13485.140625,0.2864864864864865,-1.9657585646589155,3.89179177525733e+19,51405.63671875
8059,K06580.01,5460835,0.0,0.0,1.0,0.0,0.0,21.539269242,2454977.154,0.908,5.32432,143750.0,0.520189,2.18471,53.0,88.62,674.0,48.89,37.69925,0.3071,1382.2795,5924.18,2642.2,1.0,50.0,1.111101110111011e+31,0.8432,6136.0,4.487,-0.36,0.933,0.973,295.29691,40.66156,14.293,14.039,12.856,0.0,0.0045,0.0208,0.01,-0.01,-0.01,-0.004,0.011,0.02,0.032,0.038,2044.16015625,0.6159762157453601,28295.6015625,28313.681640625,28320.8349609375,13.1279296875,0.033417402269861285,-14.743287925585422,529966399488.0,217.0564422607422
8060,K06581.01,5462901,0.0,0.0,1.0,0.0,0.0,5.270733213,2454969.181,0.428,2.7822,293640.0,0.512254,6.31874,37.93,88.83,693.0,54.59,21.01,0.7032,468.68845,3169.214,553.0,1.0,198.0,1.111011101110111e+30,0.0,4348.0,4.601,0.07,0.678,0.669,295.75555,40.61866,15.953,14.966,13.202,0.0,0.5956,0.7212,0.13,0.09,-1.02,-0.734,1.25,0.033,0.242,0.244,494.50927734375,0.3975061502251376,3314.278564453125,66054.68114714927,66076.20010440907,41.01896505152926,0.5473984319315752,2.0910048535152734,70598502.32408239,88.24308776855469
8062,K06583.01,5471010,0.0,1.0,0.0,1.0,1.0,12.4232158,2454974.729,0.245,17.67,261.5,0.014676,0.01851,1.3,87.36,685.0,51.91,5.33,0.4415,3.9821486,12.322731,23.6,1.0,110.0,1.111111111111111e+30,0.1802,5497.0,4.577,-0.1,0.809,0.907,297.54706,40.615742,15.639,15.241,13.811,0.0,1.7,-1.06,-0.00047,0.00024,-0.68,-1.8,1.93,-1.33,-1.46,1.97,99.91796875,0.3975061502251376,7581.54052734375,66054.68114714927,66076.20010440907,41.01896505152926,1.0280242877160206,2.0910048535152734,70598502.32408239,5.39486837387085
8063,K06711.01,6447326,0.0,1.0,0.0,1.0,0.0,4.3206933,2454964.891,0.973,50.68,147.9,0.014734,0.00106,1.66,16.66,1205.0,499.09,1.01512,0.319,2.8304477,8.208407,35.7,1.0,315.0,1.111111111111111e+30,0.6217,6225.0,4.45,-0.12,1.031,1.091,293.26874,41.850719,15.604,15.34,14.231,0.021,0.29,0.56,-3e-05,-9.4e-05,-1.3,0.62,1.44,-1.35,0.46,1.42,37.294921875,0.3975061502251376,8793.4423828125,66054.68114714927,66076.20010440907,41.01896505152926,0.9444693237796686,2.0910048535152734,70598502.32408239,6.090664386749268
8064,K06712.01,6448768,0.0,0.0,1.0,0.0,0.0,16.486796364,2454964.604,0.309,7.06797,48943.0,0.20488,0.62318,46.92,89.15,1053.0,290.46,20.7655,0.3434,830.21533,5703.485,3181.5,1.0,81.0,1.1111111111111112e+31,0.4403,6020.0,3.86,-0.24,2.097,1.162,293.72183,41.873131,13.645,13.416,12.264,0.0,-0.1294,-0.097,0.0104,0.0163,-0.082,-0.241,0.254,-0.027,-0.13,0.133,1325.732421875,1.47091376308461,52117.53515625,52169.7265625,52188.21875,39.669921875,0.059469941822882996,-6.770028252403471,542226710528.0,325.4165954589844
8065,K06713.01,6449291,0.0,0.0,0.0,0.0,1.0,5.7768734,2454966.622,0.994,5.762,71.0,0.013266,0.00329,3.13,56.41,1399.0,905.0,1.797,0.4173,4.1792054,8.280344,10.1,1.0,233.0,1.1111111111111112e+31,0.0379,5473.0,3.796,-0.28,2.162,1.065,293.87863,41.856449,13.712,13.299,11.972,0.123,0.3,0.92,-2.4e-05,-6.8e-05,0.34,-0.1,0.36,0.23,-0.25,0.34,96.0078125,0.49047095599271057,45115.76953125,45097.953125,45135.943359375,53.97265625,1.8754385964912281,1.1053238390268718,14294169.0,46.4323844909668
8066,K06714.01,6449552,0.0,0.0,1.0,0.0,0.0,20.148807707,2454968.812,0.215,8.52557,526950.0,0.683496,1.27855,68.52,89.59,631.0,37.55,30.1615,0.4415,3924.788,22029.355,3487.5,1.0,0.0,1.1111111111111112e+31,-1.0,5547.0,4.447,-0.1,0.918,0.862,293.94894,41.855461,14.904,14.539,13.205,0.08904255319148935,-0.06972,0.06546,0.0017997234042553191,0.32,0.024,-0.006,0.025,-0.093,-0.036,0.1,3941.534423828125,0.29660891486897395,14988.4384765625,15081.189453125,15100.1376953125,34.29150390625,0.03276622558286074,-8.862212268859546,21017523126272.0,703.7417602539062
8067,K06715.01,6452742,0.0,0.0,1.0,0.0,0.0,0.687772143,2454964.867,1.166,2.56725,40368.0,0.454182,0.41871,46.27,57.79,2097.0,4569.67,2.1877,0.3238,301.31213,5203.446,679.8,1.0,1949.0,1.1111111111111112e+31,-1.0,5885.0,4.413,-0.52,0.933,0.821,294.88351,41.800461,14.726,14.41,13.147,0.0,0.0757,0.0771,-0.0077,0.0003,0.262,-0.012,0.262,0.222,0.001,0.222,610.5146484375,0.6696533435774568,18461.998046875,18531.380859375,18549.8125,70.279296875,0.21858736059479553,-2.9944527126312868,15676404736.0,190.5918426513672
8068,K06716.01,6464285,0.0,0.0,1.0,0.0,0.0,0.843651274,2454964.948,0.405,2.80468,305450.0,0.526784,1.15457,39.98,83.38,1553.0,1371.12,3.5153,0.4535,472.8448,4442.473,1509.3,1.0,1591.0,1.1111111111111112e+31,-1.0,5220.0,4.578,-0.64,0.695,0.665,297.67096,41.87598,13.826,13.444,11.983,0.0,0.21042,0.45191,0.14,0.64,-0.019,-0.122,0.123,-0.132,-0.023,0.134,7194.7626953125,-8.017900426770066,42295.18359375,43249.0703125,43661.24609375,795.845703125,0.24733637747336376,-2.9195383493078118,870638390607872.0,3004.900390625
8069,K06717.01,6466939,0.0,0.0,1.0,0.0,0.0,1.142946648,2454964.901,0.479,3.40234,412550.0,0.655143,1.07141,43.5,83.45,1293.0,660.96,4.198,0.4539,1655.0394,20847.062,1054.4,1.0,1173.0,1.1111111111111112e+31,0.0,5058.0,4.651,-0.98,0.608,0.603,298.25748,41.850639,14.454,13.996,12.529,0.08904255319148935,0.19981,0.15323,0.0017997234042553191,0.0005355531914893616,0.072,0.208,0.22,0.068,0.018,0.07,5410.564453125,3.3258850264059574,21946.294921875,22424.0390625,22584.875,285.0341796875,0.11953551912568305,-3.493426260137221,173404791504896.0,1856.2330322265625
8070,K06718.01,6468938,0.0,0.0,1.0,0.0,0.0,7.217010987,2454968.452,1.287,4.4215,78714.0,0.678383,0.89425,89.71,84.53,1096.0,341.36,13.5033,0.3354,854.9326,6998.6523,1307.0,1.0,190.0,1.1111111111111112e+31,0.0822,6047.0,4.246,-0.32,1.211,0.943,298.69,41.880852,13.272,13.036,11.858,0.0,0.0251,0.1282,-0.0021,-0.0003,0.009,-0.001,0.009,-0.01,0.033,0.034,2864.79296875,47.50277135469801,69561.875,69770.8046875,70017.224609375,651.134765625,0.6081081081081081,-3.867060762129218,10626085683200.0,849.41845703125
8071,K07885.01,8429014,0.0,0.0,0.0,1.0,0.0,9.72869627,2454973.716,1.274,5.628,252.2,0.287894,0.0042,42.47,62.49,1126.0,379.75,2.76,0.2567,5.745396,10.819631,19.1,1.0,142.0,1.1111111111111112e+31,0.9115,6881.0,4.301,-0.04,1.351,1.34,291.1738,44.449799,13.542,13.412,12.447,0.0,6.74,47.24,-0.0015,-0.0108,5.119,14.73,15.6,5.178,14.71,15.59,79.361328125,0.19251782213143298,59854.45703125,59853.8359375,59868.123046875,27.283203125,1.0436408977556109,0.2615401206934052,555514.875,20.274385452270508
8072,K06844.01,7200301,0.0,1.0,0.0,0.0,1.0,0.566791802,2454964.817,0.679,2.2,49.3,0.006819,0.27521,0.66,66.03,2040.0,4113.39,1.672,0.4096,3.3149498,11.938858,15.6,1.0,2370.0,1.1111111111111112e+31,0.1018,5691.0,4.544,0.07,0.887,1.003,291.76828,42.757221,14.702,14.416,13.107,0.0,6.8,-0.4,-0.000151,1.1e-05,0.21,-0.04,0.21,-0.09,0.0,0.09,27.2216796875,0.06163787984490642,19463.357421875,19463.23046875,19468.4970703125,10.587890625,1.0234567901234568,0.23894117869721426,10123.0087890625,7.5442423820495605
8073,K06845.01,7203179,0.0,1.0,0.0,0.0,0.0,2.245738777,2454966.265,0.397,8.61629,483490.0,0.691322,0.15249,99.05,83.38,1737.0,2156.25,3.43849,0.2947,1168.8412,9708.388,2121.8,1.0,598.0,1.1111111111111112e+31,-1.0,6508.0,4.287,-0.06,1.312,1.217,292.68881,42.748001,13.432,13.274,12.156,0.0,0.2199,0.03833,-0.36,0.1,0.172,-0.043,0.177,0.049,-0.023,0.054,18107.341796875,-9.839401108627678,68419.2890625,71454.75390625,72743.201171875,4674.576171875,0.34844192634560905,-2.4042475164105452,2.992265060417536e+16,7705.98193359375
8074,K06846.01,7203194,0.0,0.0,1.0,1.0,1.0,2.24572117,2454966.267,0.596,3.88,48.2,0.006627,0.18497,0.74,80.65,1479.0,1131.64,3.67,0.319,3.1756713,11.723129,13.6,1.0,596.0,1.1111111111111112e+31,0.3305,6158.0,4.455,-0.06,1.026,1.092,292.69376,42.760899,14.244,14.025,12.865,0.0,-2.8,-0.9,0.000118,4.5e-05,-0.85,-0.08,0.86,-0.87,-0.03,0.87,47.7216796875,0.14397598945764023,30696.34375,30696.109375,30700.345703125,8.4482421875,1.0681818181818181,0.9741253356750442,25636.400390625,6.920512676239014
8075,K06847.01,7204073,0.0,1.0,0.0,0.0,1.0,0.566801906,2454964.797,0.155,1.626,89.7,0.008589,1.1874,0.55,86.74,1344.0,774.11,2.722,0.6215,31.246922,21.414711,27.0,1.0,2360.0,1.1111111111111112e+31,0.8733,4208.0,4.662,-0.36,0.583,0.57,292.95926,42.799252,12.663,11.89,10.128,0.641,0.53,0.26,-1e-05,0.0,-0.47,-3.3,3.3,-0.31,-3.0,3.1,214.07421875,0.44316595093988836,124769.84375,124764.66015625,124793.40234375,51.83203125,1.2037037037037037,0.5507346235877307,22427824.0,44.40296936035156
8076,K06848.01,7212722,0.0,0.0,1.0,0.0,0.0,2.316171991,2454965.312,0.7,4.03025,251480.0,0.570473,0.86703,49.53,83.58,1288.0,651.03,6.265,0.3238,2073.9238,15679.817,2338.3,1.0,584.0,1.1111111111111112e+31,-1.0,5932.0,4.58,-0.54,0.795,0.882,295.37515,42.75378,13.969,13.72,12.511,0.0,-0.12811,0.08417,0.017,-0.034,-0.001,0.009,0.009,-0.039,0.092,0.1,5371.4775390625,-3.21434129624907,39106.6875,39616.9375,39717.908203125,226.150390625,0.1421602787456446,-3.88710568973774,176460006424576.0,1763.8311767578125
8078,K06850.01,7280953,0.0,0.0,0.0,0.0,1.0,0.56680208,2454964.706,0.7271808510638297,1.22,4059.2893617021277,0.09071688297872342,0.07886,12.68117021276596,82.09829787234044,1387.2021276595744,392.81,39.90064205319149,0.391254255319149,5.3738027,13.985345,151.70212765957447,1.0,2361.0,1.1111111111111112e+31,0.9385,5865.829787234043,4.283404255319149,-0.17212765957446807,1.5015957446808512,1.069595744680851,291.45313,42.851227,13.072,13.670138297872342,9.886,0.0,-0.24,-0.88,3e-05,4.3e-05,0.05,-0.64,0.64,0.59,-0.24,0.64,213.70099526263297,0.7647539668322448,103446.30478100067,60708.7956179355,60770.512349879486,122.05738343583776,0.9880954159830593,0.7954096428645171,4.597935439628363e+16,71.67622989796578
