,pl_name,disposition,sy_pnum,pl_orbper,pl_rade,pl_eqt,pl_orbincl,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,st_teff,st_rad,st_mass,st_met,st_logg,dec,sy_kepmag,lc_amplitude,lc_mean,lc_median,lc_q3,lc_q31,lc_resBFR,lc_skew,lc_kurtosis,lc_std
7669,K07046.01,0,1.0,5.860377067,78.14,1191.0,85.44,0.526,361620.0,10.4634,6.62674,0.617911,6267.0,1.158,0.94,-0.5,4.284,44.594028,13.955,7859.9501953125,41840.69140625,42426.5859375,42501.8828125,157.7109375,0.07899934167215274,-4.480657780398598,808594769444864.0,2444.688232421875
7670,K07047.01,0,1.0,5.801881299,62.9,2001.0,84.98,0.81,34470.0,4.21133,9.2479,0.19144,7259.0,3.009,1.808,0.02,3.739,44.51548,12.368,3093.6015625,176063.15625,176138.2734375,176192.2421875,106.40625,0.23958333333333334,-8.833429810553046,8469170618368.0,563.4931030273438
7671,K07048.01,0,1.0,4.00770453,92.08,1699.0,83.27,0.835,168780.0,5.50884,7.125,0.517012,7162.0,1.631,1.484,-0.02,4.185,44.507671,13.251,7108.34375,78937.65625,79401.359375,79629.03125,482.50390625,0.1497584541062802,-4.5724507223475666,385117168074752.0,1966.959228515625
7672,K07049.01,0,1.0,6.099032889,36.68,1183.0,84.4,0.891,55374.0,4.82208,9.1341,0.294356,6356.0,1.141,0.941,-0.58,4.297,44.577209,13.745,1336.634765625,44814.7109375,44857.67578125,44878.421875,40.322265625,0.07475409836065573,-6.9251582537498715,348618555392.0,285.4127502441406
7673,K07050.01,0,1.0,0.652956712,0.76,2146.0,88.08,0.26,50.0,0.627,7.77,0.006637,5812.0,1.055,1.065,0.22,4.419,44.57465,13.506,29.525390625,56373.609375,56372.912109375,56379.21484375,11.28515625,1.125,0.21003743164633124,16531.29296875,8.395204544067383
7674,K07177.01,0,1.0,13.691790011,49.2,994.0,89.34,0.269,97564.0,5.64674,23.38,0.28991,6295.0,1.554,1.267,0.06,4.158,46.04274,13.275,3836.4140625,75055.671875,75164.25,75201.65234375,76.75390625,0.03603034134007586,-7.965470695760483,28080622010368.0,806.0484619140625
7675,K07178.01,0,1.0,21.570508432,63.68,923.0,88.55,0.388,134180.0,13.8604,15.3281,0.344646,6322.0,1.692,1.051,-0.46,4.003,46.05135,12.462,11001.546875,150917.671875,151384.375,151435.21484375,103.10546875,0.03683259244785306,-6.037495055658493,2171050267770880.0,2735.8017578125
7678,K07181.01,0,1.0,14.199840087,85.76,907.0,88.19,0.772,214600.0,5.98531,24.4987,0.5554,5864.0,1.414,1.005,-0.06,4.139,46.16013,13.135,10540.02734375,93997.796875,94250.91796875,94375.755859375,183.294921875,0.028077753779697623,-8.134096041929668,1196817601527808.0,2020.4041748046875
7680,K07183.01,0,1.0,2.136834989,66.59,1415.0,84.46,0.559,346180.0,4.34882,5.789,0.616539,5753.0,0.989,0.94,-0.06,4.42,46.152828,14.902,3316.263671875,16672.294921875,16842.76953125,17076.7265625,409.3671875,0.36356073211314477,-4.210293301518072,15255512023040.0,907.3403930664062
7681,K07184.01,0,1.0,2.51690133,0.97,1430.0,89.31,0.093,59.6,2.521,7.669,0.006916,5403.0,1.284,0.955,0.34,4.201,46.166561,14.587,31.61328125,21460.234375,21458.181640625,21469.04296875,18.0625,1.2891061452513966,0.4013767662558902,43947.49609375,11.654528617858887
7683,K07309.01,0,1.0,9.296746368,400.4,1552.0,84.36,1.623,213840.0,6.88069,16.509,1.271367,6461.0,2.884,1.418,-0.38,3.67,47.356098,13.211,7391.96875,68147.453125,68225.953125,68456.330078125,409.90234375,0.5919732441471572,-6.351786153177432,266276026974208.0,1525.744873046875
7684,K07310.01,0,1.0,18.060078203,20.71,618.0,88.66,0.328,58975.0,11.5759,14.04768,0.221789,5330.0,0.855,0.776,-0.18,4.464,47.445759,14.724,803.0498046875,20530.59765625,642874.7712787829,647025.4447728207,7099.794012129934,0.757408683666437,-4.021404880650305,9.166918314319403e+19,316.65460205078125
7685,K07311.01,0,1.0,18.74072534,35.61,717.0,89.68,0.203,125480.0,5.19791,36.138,0.327404,6122.0,0.996,1.07,-0.1,4.471,47.46595,15.861,508.254638671875,6896.837890625,6904.8779296875,6908.88623046875,8.589599609375,0.15666901905434016,-10.230419693197717,3277149952.0,73.8580093383789
7686,K07312.01,0,1.0,0.93371313,0.69,1642.0,86.92,0.133,66.0,2.971,2.47,0.007303,5436.0,0.869,0.973,0.22,4.548,47.485619,15.788,46.5576171875,7518.0634765625,7518.80419921875,7524.364501953125,12.140380859375,0.8752860411899314,-0.31428727874680457,30870.169921875,9.23966121673584
7687,K07313.01,0,1.0,0.93373716,1.14,1666.0,50.85,0.793,144.9,5.015,1.256,0.012222,5390.0,0.852,0.798,-0.18,4.479,47.4548,15.926,146.30908203125,6795.662109375,215062.8267269737,216404.85719572369,2832.552919407895,0.956386292834891,-3.758106167109878,2.431141970084928e+19,21.185049057006836
7688,K07314.01,0,1.0,0.933735579,10.28,3696.0,70.9,0.565,351.4,3.892,1.726,0.01762,5016.0,5.344,1.072,-0.44,3.013,47.498039,13.505,111.087890625,58494.07421875,58491.30859375,58519.6455078125,55.5625,1.1636363636363636,0.4588938314117392,9380337.0,42.22344970703125
7689,K07315.01,0,1.0,58.28819056,42.57,462.0,88.92,0.499,156160.0,21.6014,26.3915,0.373373,5463.0,1.044,0.894,0.12,4.353,47.43779,14.231,2406.716796875,30051.326171875,30135.08984375,30169.7275390625,83.5615234375,0.2351168048229088,-6.832876278003263,4275652001792.0,535.1958618164062
7690,K07316.01,0,1.0,3.989144446,60.26,996.0,84.81,0.252,630520.0,20.7947,2.78541,0.767438,5538.0,0.719,0.676,-0.88,4.555,47.45266,14.404,8654.662109375,24343.419921875,26113.703125,26582.1767578125,2542.8994140625,0.3624272651704073,-2.2516281409014645,1921775600402432.0,4039.272216796875
7691,K07317.01,0,1.0,32.77897303,69.08,588.0,88.63,0.496,410080.0,19.1378,20.7047,0.656244,6122.0,0.964,1.041,-0.18,4.487,47.416908,14.52,5027.28369140625,21061.0625,21221.8203125,21283.0166015625,119.3125,0.03734177215189873,-6.913561566904773,59120166109184.0,1030.4202880859375
7692,K07441.01,0,1.0,28.487107336,116.84,963.0,88.62,1.175,37663.0,3.77887,48.779,0.448628,6351.0,2.385,1.352,-0.16,3.814,49.130249,13.363,1418.62890625,63701.2265625,63717.84375,63725.720703125,17.326171875,0.12723521320495185,-11.770791894603322,103190159360.0,160.2989044189453
7693,K07442.01,0,1.0,8.61733907,51.79,796.0,87.77,0.825,185860.0,4.05563,21.2332,0.545171,5387.0,0.87,0.837,-0.06,4.482,49.228161,15.257,1131.14794921875,10322.974609375,10361.62890625,10437.13427734375,174.86181640625,0.6522177419354839,-4.980091860732428,87957118976.0,222.72113037109375
7694,K07443.01,0,1.0,2.16146908,0.95,1487.0,84.44,0.41,84.8,3.643,4.23,0.00857,6047.0,1.013,0.988,-0.2,4.422,49.242439,15.535,54.333984375,10643.119140625,507226.84865337174,508930.039453125,3957.6416015625,1.0394551432597463,-3.7436460714561695,5.144570378676506e+20,4.791873931884766
7695,K07444.01,0,1.0,10.26782676,73.59,1136.0,89.15,0.277,247180.0,6.02685,18.7828,0.467996,6664.0,1.44,1.135,-0.42,4.176,49.28241,13.691,6193.80078125,48003.1328125,48170.55859375,48245.0078125,122.001953125,0.04929577464788732,-8.0819781004546,164634669613056.0,1237.7852783203125
7697,K07446.01,0,1.0,1.057335679,14.59,1276.0,87.51,0.262,47337.0,1.5795,6.01,0.195583,4664.0,0.683,0.668,-0.2,4.594,49.31004,15.414,309.34619140625,9509.046875,9514.4443359375,9559.65234375,75.0078125,0.8710045662100456,-2.52516899334763,977176256.0,95.90145874023438
7698,K07447.01,0,1.0,1.149198426,42.03,1690.0,57.92,1.167,37721.0,4.1603,2.2,0.443981,5858.0,0.867,0.84,-0.48,4.486,49.34734,14.554,1433.0341796875,22060.95703125,22191.08203125,22386.32421875,629.171875,0.7216386554621849,-0.9940330856896996,200027160576.0,472.09521484375
7699,K07448.01,0,1.0,2.50012775,1.66,1977.0,10.89,0.9917,49.9,28.2,1.009,0.009118,6923.0,1.664,1.336,-0.28,4.12,49.333672,11.27,228.09375,433846.40625,433832.8125,433932.96875,156.8359375,1.1441441441441442,-0.07115749047626313,189004272.0,97.96294403076172
7702,K06264.01,0,1.0,1.40469182,217.25,2263.0,80.56,0.597,702440.0,6.26327,3.6419,1.067906,6230.0,1.863,1.396,0.22,4.043,37.672749,13.821,14903.509765625,37322.15625,39920.734375,40502.744140625,2351.318359375,0.27152831652443754,-2.5691634961472087,1.8883360587776e+16,6854.46875
7703,K06265.01,0,1.0,10.306982793,81.21,960.0,86.91,0.564,341790.0,11.4277,10.45087,0.611069,5912.0,1.217,0.907,-0.3,4.225,37.6982,13.545,9809.3125,54549.21484375,55333.75390625,55382.119140625,147.44921875,0.08042188529993408,-4.407700162542603,2213453540360192.0,3173.41357421875
7704,K06266.01,0,1.0,1.109841858,177.78,2944.0,86.26,0.12,300710.0,8.11952,1.8408,0.507005,5788.0,3.211,1.52,-0.04,3.607,37.603539,14.52,3936.15869140625,21299.189453125,22267.8828125,22509.1640625,758.685546875,0.29462875197472355,-1.7747981889667224,106844164980736.0,2188.9423828125
7706,K06268.01,0,1.0,7.234965722,34.03,843.0,86.89,0.548,164850.0,7.0245,10.0975,0.390538,5653.0,0.798,0.868,-0.3,4.573,37.75964,16.981,297.705810546875,3178.2958984375,3186.677490234375,3195.239013671875,17.70947265625,0.375,-6.3504525073725215,414290432.0,53.86225509643555
7707,K06269.01,0,1.0,7.45301717,37.37,2595.0,89.87,0.035,551.5,3.685,15.77,0.020423,4475.0,16.755,2.185,0.38,2.329,37.759418,14.158,92.009765625,32334.666015625,32335.060546875,32351.515625,33.6494140625,0.9699519230769231,-0.05260230386268208,1580610.125,26.598562240600586
7708,K06270.01,0,1.0,2.442941283,48.18,1352.0,73.07,1.164,37338.0,4.1847,4.0,0.441189,5780.0,1.0,1.0,0.0,4.438,37.79097,12.492557894736839,122.489990234375,2486.274169921875,521355.40207648027,522925.3250411184,3135.880150082237,1.0556334735857877,-4.341458904758813,2.62310743985751e+19,35.40357208251953
7709,K06394.01,0,1.0,3.684337918,12.52,2481.0,60.04,1.045,76.7,2.1931,2.09,0.054373,9609.0,2.108,2.284,0.07,4.149,39.226372,10.483,3408.125,801403.875,801097.59375,803338.5,3665.265625,1.1538461538461537,0.12290601264381859,28880861659136.0,2022.5880126953125
7710,K06395.01,0,1.0,11.2570616,162.84,1272.0,90.0,0.0,690240.0,29.059,5.4155,0.795303,6915.0,1.875,1.322,-0.34,4.012,39.334389,12.538,53880.6875,143258.484375,150138.609375,157028.2578125,15219.01953125,0.4,-2.8163297142323547,3.547235892315816e+18,24124.791015625
7711,K06396.01,0,1.0,21.858963291,114.63,925.0,88.18,0.969,117110.0,6.32492,30.58,0.509557,5923.0,2.06,1.242,0.08,3.904,39.337742,13.916,2596.9609375,39792.28515625,39839.91015625,39891.0,127.396484375,0.5232342007434945,-9.903275230989927,1274860797952.0,318.8572998046875
7712,K06397.01,0,1.0,1.461270059,26.29,1253.0,17.61,1.288,3348.7,16.467,1.352,0.357175,5226.0,0.674,0.743,-0.48,4.651,39.388592,15.722,21.853271484375,7553.30224609375,375925.0749691612,377719.84651521384,4463.6319387335525,1.0913415794481447,-3.799661756766286,5.4684634752620665e+20,4.203630447387695
7713,K06398.01,0,1.0,9.4022333,23.61,2309.0,89.96,0.019,316.0,2.79,26.14,0.015585,4597.0,13.874,1.845,0.07,2.42,39.393318,10.59,1640.9375,785674.9375,785639.78125,786058.578125,776.703125,1.125,0.3549122356416202,402649645056.0,598.206787109375
7715,K06400.01,0,1.0,9.543584955,77.97,1141.0,87.11,0.985,68184.0,3.72007,19.53,0.400013,5537.0,1.785,0.798,-0.8,3.837,39.39497,12.256,5645.3828125,160512.765625,160603.265625,160908.98046875,490.83984375,0.6301369863013698,-6.369651607584258,99117829193728.0,1201.1575927734375
7717,K06518.01,0,1.0,18.611957253,65.5,829.0,88.61,0.952,124830.0,4.24721,39.37,0.512667,6492.0,1.17,1.041,-0.38,4.32,40.23502,13.528,29.2109375,61494.05859375,61493.685546875,61499.1474609375,10.2568359375,1.0786026200873362,0.30430946176858026,17848.44921875,8.126214981079102
7718,K06520.01,0,1.0,2.954598,89.95,2148.0,9.74,1.3662,337.8,24.79,1.3852,0.381164,6955.0,2.161,1.308,-0.5,3.885,40.253944,12.734,518.0859375,179329.359375,179332.5390625,179473.01171875,279.5859375,0.9833333333333333,0.016471339231873904,4370444288.0,198.40875244140625
7719,K06521.01,0,1.0,0.562006231,0.58,2978.0,56.31,0.678,14.2,3.496,1.223,0.003668,6609.0,1.455,1.144,-0.38,4.17,40.290157,9.807,486.5625,1812385.375,1812379.1875,1812506.9375,245.25,1.0695652173913044,0.1438757651390083,3295113216.0,184.7418975830078
7720,K06522.01,0,1.0,3.21559054,18.8,1366.0,7.81,1.153,202.4,16.261,1.1633,0.166204,6300.0,1.036,1.012,-0.32,4.414,40.257511,14.128,194.642578125,32308.400390625,32307.921875,32312.97265625,9.6640625,1.10397946084724,17.89627764182907,10589907.0,11.776534080505371
7721,K06523.01,0,1.0,1.547426532,3.62,1973.0,23.08,0.947,532.9,16.1346,1.029493,0.026231,6612.0,1.264,1.173,-0.26,4.303,40.233089,13.755,52.67578125,44006.734375,44006.51953125,44014.86328125,16.564453125,1.0209617755856966,0.0690643386432687,73832.3984375,12.306414604187012
7722,K06524.01,0,1.0,12.851722103,47.26,781.0,85.64,1.15,42519.0,5.71731,15.142,0.447541,5838.0,0.967,0.936,-0.16,4.438,40.280869,15.205,267.28759765625,11843.8427734375,11853.822265625,11858.76318359375,9.8154296875,0.10296096904441454,-6.018069382044704,525491232.0,60.120513916015625
7723,K06525.01,0,1.0,4.2055797,1.8,1345.0,9.74,0.9883,100.5,19.4,1.00324,0.013079,6190.0,1.259,1.052,-0.14,4.261,40.27766,13.394,42.716796875,59425.4921875,59425.35546875,59431.2666015625,11.7060546875,1.0169491525423728,0.18957523964181866,36659.2890625,9.268644332885742
7726,K06654.01,0,1.0,0.957476003,2.47,2138.0,88.25,0.327,450.7,0.6624,10.69,0.020138,6312.0,1.122,0.998,-0.34,4.338,41.355999,13.483,1080.005859375,60479.05859375,60470.640625,60862.1796875,750.62890625,1.0410958904109588,-0.026061267055392478,102743973888.0,467.9698181152344
7727,K06655.01,0,1.0,1.559360638,94.2,2234.0,78.79,0.647,280070.0,5.4458,3.3286,0.57973,7002.0,1.488,1.261,-0.4,4.193,41.395351,14.091,7162.6728515625,35543.96484375,577014.4936883224,578996.1135485198,4542.107103207237,0.64,-4.008728759352657,5.142744836522659e+20,2476.192626953125
7729,K06658.01,0,1.0,2.313367981,33.55,1180.0,75.07,1.247,13438.0,2.42645,4.842,0.402084,5508.0,0.764,0.855,-0.3,4.598,41.319538,13.46,466.556640625,61550.38671875,61570.150390625,61611.3642578125,77.7646484375,0.5256410256410257,-4.099373623464101,5202107904.0,122.52019500732422
7730,K06659.01,0,1.0,76.01811375,63.58,652.0,89.0,0.788,80671.0,13.4849,44.965,0.30773,6703.0,1.892,1.365,-0.26,4.018,41.329769,13.755,2262.537109375,46911.41015625,46944.7421875,47037.822265625,184.814453125,0.700207468879668,-7.803637854395547,1207852728320.0,356.2235107421875
7732,K06787.01,0,1.0,1.574063832,28.63,1619.0,28.25,1.237,1118.1,5.6357,1.404,0.272513,5951.0,0.962,0.869,-0.44,4.411,42.39423,14.636,99.1796875,20358.1875,20358.029296875,20362.3173828125,9.1669921875,1.0461922596754056,6.141931617537668,634378.0,8.582283020019531
7733,K06788.01,0,1.0,2.51989935,1.04,1217.0,87.66,0.4448,147.2,1.55,11.3,0.011296,5646.0,0.841,0.914,-0.14,4.549,42.486778,15.604,71.3115234375,7704.30810546875,7704.10009765625,7708.070068359375,7.946533203125,1.0668348045397227,3.579010607034772,141212.65625,6.8509602546691895
7734,K06789.01,0,1.0,3.867613816,69.23,1203.0,86.21,0.553,340910.0,5.36467,8.3686,0.606056,5780.0,1.046,0.921,-0.12,4.364,42.441891,15.244,2121.12841796875,11241.2890625,11345.806640625,11413.68115234375,162.20556640625,0.3164658634538153,-5.0595628591866255,2168311382016.0,517.02099609375
7735,K06790.01,0,1.0,0.733726452,0.86,1867.0,83.14,0.291,114.6,2.309,2.43,0.009885,5855.0,0.797,0.885,-0.46,4.578,42.46386,15.77,27.53173828125,7100.60107421875,7100.40283203125,7103.426025390625,5.84228515625,1.090561224489796,0.7819612207968889,3344.899658203125,4.52829122543335
7736,K06791.01,0,1.0,36.473115046,53.1,467.0,89.54,1.003,161930.0,2.91005,123.62,0.634783,5452.0,0.766,0.854,-0.26,4.594,42.413189,14.359,2321.0732421875,27854.61328125,27839.615234375,27945.166015625,167.9697265625,1.2329700272479565,-12.707617366741882,440039211008.0,206.093994140625
7737,K06792.01,0,1.0,4.238855579,38.01,1044.0,80.56,1.031,68002.0,5.2235,6.283,0.432923,5655.0,0.804,0.716,-0.72,4.482,42.469391,14.858,1190.80126953125,17795.09375,17768.29296875,18118.140625,544.94921875,1.10397946084724,-0.8695333588049715,79807987712.0,356.2646179199219
7739,K06794.01,0,1.0,1.17033848,0.98,3272.0,81.93,0.1381,17.3,11.56,0.998,0.003862,8027.0,2.314,1.94,0.07,3.997,42.476871,12.331,51.671875,175000.453125,175000.4296875,175008.58203125,16.08984375,1.0042194092827004,-0.2676098074970073,156456.203125,13.385734558105469
7740,K06795.01,0,1.0,7.841066931,56.33,876.0,88.0,0.579,342090.0,5.47901,16.6006,0.622211,5973.0,0.829,0.915,-0.44,4.562,42.45628,15.144,2380.47802734375,12978.1220703125,13105.01953125,13134.83642578125,60.2861328125,0.0546975546975547,-5.461944442952972,5661509287936.0,643.6865234375
7743,K06920.01,0,1.0,4.292599454,64.04,1319.0,83.95,0.89,140030.0,4.73293,8.4387,0.499541,6467.0,1.174,1.197,-0.06,4.377,43.508221,15.573,716.365966796875,9514.08203125,686622.2281661184,688505.8804995888,3799.8435032894736,0.2193204156135917,-3.9636462169106284,2.802282533302483e+19,151.8318328857422
7745,K06922.01,0,1.0,2.113197701,50.13,1825.0,78.46,0.909,57316.0,3.46341,4.545,0.313809,6215.0,1.463,1.073,-0.2,4.138,43.519451,13.774,1561.251953125,44847.47265625,44944.9765625,45051.96484375,257.0625,0.49954254345837146,-3.8539084525327483,719206154240.0,438.8304443359375
7746,K06923.01,0,1.0,11.02822674,75.47,1028.0,88.65,0.351,278040.0,8.275,14.86,0.498296,6271.0,1.387,1.109,-0.1,4.199,43.536968,12.956,12385.880859375,65375.30078125,65894.4609375,65976.3671875,199.2265625,0.05831579851419247,-5.3506548834531875,1260648734392320.0,2498.157958984375
7747,K06924.01,0,1.0,70.37626987,40.43,373.0,89.44,0.944,116050.0,6.4205,96.55,0.490345,5458.0,0.755,0.845,-0.3,4.603,43.527111,15.108,671.12548828125,11947.248046875,11952.951171875,11956.7138671875,7.6943359375,0.2158753709198813,-14.381598438446117,7065918464.0,75.30425262451172
7749,K07051.01,0,1.0,0.772803664,1.11,1365.0,87.37,0.199,290.2,1.368,4.34,0.015156,4535.0,0.668,0.659,-0.16,4.607,44.524948,15.856,141.19384765625,7634.45947265625,435023.4281969572,437393.099948602,5302.0827405427635,1.0804543303360152,-3.7065765617605058,5.603088446171674e+20,16.536373138427734
7750,K07052.01,0,1.0,7.549299761,18.8,690.0,87.56,0.899,44576.0,2.46338,21.089,0.27158,5085.0,0.634,0.699,-0.58,4.679,44.669498,14.608,749.9384765625,21302.875,21348.552734375,21435.86328125,220.9580078125,0.7991218441273326,-1.1959911010479412,7234070016.0,183.83889770507812
7751,K07053.01,0,1.0,0.530972263,9.32,2373.0,8.18,1.079,48.6,3.653,1.09,0.086135,6185.0,0.991,1.06,-0.18,4.472,44.648022,15.016,40.9873046875,15786.73828125,15786.6953125,15791.02978515625,8.2578125,1.0184729064039408,0.6223832725368159,15245.7255859375,6.6561598777771
7752,K07054.01,0,1.0,0.530967171,92.29,2312.0,67.68,0.84,378390.0,3.8102,2.212,0.852795,5951.0,0.991,0.983,-0.14,4.439,44.61702,10.292,232808.9375,922299.625,967222.59375,981569.921875,29269.03125,0.3149171270718232,-2.041925405499296,8.858520653605215e+20,109022.0
7753,K07055.01,0,1.0,1.606163631,130.46,2943.0,73.89,0.901,144600.0,4.92516,3.24834,0.51629,8027.0,2.314,1.94,0.07,3.997,44.641411,12.691,10562.69921875,134875.578125,136245.9375,136934.1015625,1661.6640625,0.22997416020671835,-3.0630816301203145,4075184961093632.0,4320.3623046875
7754,K07056.01,0,1.0,42.032096076,79.17,622.0,89.31,0.519,391260.0,11.6768,43.0567,0.649035,6618.0,1.117,1.128,-0.36,4.393,44.631371,12.694,27089.0234375,126940.578125,127342.625,128336.20703125,1625.291015625,0.5305466237942122,-6.734425386808387,5.026620128834355e+16,5552.4033203125
7755,K07057.01,0,1.0,0.619303759,4.71,3232.0,9.2,1.013,74.5,6.6038,1.025993,0.025613,7138.0,1.684,1.419,-0.2,4.137,44.618542,13.154,262.40234375,84806.1796875,84800.6171875,84908.791015625,191.80078125,1.0786026200873362,-0.03604355081391636,441161312.0,121.34368133544922
7756,K07058.01,0,1.0,22.470494368,19.12,518.0,87.67,0.86,45979.0,7.39097,21.14,0.251225,5315.0,0.697,0.772,-0.44,4.636,44.622631,12.723,2729.2734375,119454.9609375,119453.2890625,119560.66015625,192.83984375,1.025531914893617,-4.417803057671327,2818265055232.0,535.45263671875
7758,K07185.01,0,1.0,37.482223878,114.14,902.0,88.53,1.2,28977.0,4.81451,46.616,0.432821,6422.0,2.415,1.284,-0.4,3.78,46.15062,13.46,246.021484375,60626.4765625,60630.77734375,60641.185546875,20.1806640625,0.6245733788395904,-7.36402286117058,245178192.0,44.153873443603516
7759,K07186.01,0,1.0,3.71186243,0.95,1406.0,88.9,0.469,53.9,1.032,24.5,0.006941,6302.0,1.258,1.15,-0.02,4.299,46.190689,13.787,94.048828125,45172.82421875,45173.67578125,45184.11328125,23.361328125,0.9259694477085781,0.43833305899841774,381202.34375,15.066596984863281
7760,K07187.01,0,1.0,1.077358008,70.64,1925.0,79.79,0.619,311050.0,3.6713,3.495,0.607972,6100.0,1.064,1.029,-0.1,4.397,46.132381,14.146,6628.109375,35714.0078125,36417.40625,36598.220703125,335.53515625,0.15912305516265912,-3.4174046220334713,420434013061120.0,2312.549560546875
7761,K07188.01,0,1.0,3.55643514,0.75,1297.0,87.41,0.146,45.8,8.529,3.23,0.006185,5831.0,1.109,0.873,-0.3,4.289,46.199188,13.874,58.81640625,38422.53515625,38423.0546875,38441.09765625,34.1328125,0.9723225030084236,-0.3297143864581572,798701.5625,23.59217643737793
7762,K07189.01,0,1.0,0.5366497,0.92,2142.0,88.47,0.042,105.4,2.887,1.558,0.009349,5822.0,0.898,0.994,-0.06,4.529,46.102341,15.449,103.2373046875,9406.8837890625,9408.36328125,9426.72900390625,37.056640625,0.928235294117647,-0.16817558904873614,1840958.75,28.241533279418945
7763,K07191.01,0,1.0,1.480324075,47.81,1313.0,86.03,0.388,400010.0,3.20209,5.6088,0.610647,5260.0,0.717,0.68,-0.58,4.56,46.246159,13.983,7780.625,30582.375,30981.11328125,31902.3515625,1477.7314453125,0.4832579185520362,-3.2449055629614123,680530387402752.0,2626.963134765625
7764,K07192.01,0,1.0,12.08353781,50.33,1310.0,86.13,0.749,43087.0,7.90317,11.1096,0.208169,6770.0,2.214,1.389,-0.24,3.89,46.29871,12.344,3857.125,174260.0625,174325.640625,174540.953125,337.89453125,0.540453074433657,-5.668666231032631,29947175370752.0,940.59423828125
7765,K07892.01,1,1.0,10.692115,2.71,1008.0,86.62,0.734,408.4,4.657,12.44,0.019947,6474.0,1.242,1.148,-0.16,4.311,44.694592,14.294,61.2109375,28497.0546875,242140.5125308388,243956.5595651727,3790.052240953947,0.8178277801817395,-4.183791660086838,4.9809387830707146e+20,7.369412422180176
7766,K07318.01,0,1.0,0.934926138,58.67,1957.0,71.87,0.905,131940.0,3.1925,2.9075,0.498378,5962.0,1.078,1.126,0.22,4.423,47.477249,14.681,1352.4833984375,17702.111328125,17909.650390625,18015.73046875,291.779296875,0.3122497998398719,-2.4229358706523954,894214733824.0,570.950439453125
7769,K07321.01,0,1.0,0.93374699,103.98,3442.0,11.45,1.167,172.1,6.168,1.191,0.180609,4909.0,5.272,1.386,-0.04,3.136,47.539391,13.327,117.078125,72310.8203125,772965.1413445724,774495.2345703125,3137.8208367598686,1.0157845868152275,-3.822562560754129,8.235317107797386e+18,29.459156036376953
7770,K07322.01,0,1.0,0.933759404,0.99,1763.0,64.97,0.712,114.9,3.491,1.683,0.010508,5766.0,0.866,0.895,-0.26,4.514,47.514751,15.619,22.0302734375,8484.2236328125,589510.7040296053,591001.7133840461,3420.2430869654604,1.028624192059095,-4.001515196431544,1.7919370610742747e+19,4.433052062988281
7771,K07323.01,0,1.0,0.93373711,0.37,2077.0,87.03,0.121,12.9,3.151,2.33,0.003315,6300.0,1.025,0.942,-0.54,4.391,47.528469,12.72,201.33984375,123523.7109375,123522.36328125,123531.056640625,16.12890625,1.1636363636363636,11.944373246636877,36501164.0,20.325891494750977
7772,K07325.01,0,1.0,45.43324862,77.25,529.0,89.27,0.489,414350.0,14.242,38.548,0.654977,5731.0,1.08,0.972,0.07,4.359,47.545029,14.774,3568.49365234375,16472.0390625,16520.439453125,16572.2646484375,88.7470703125,0.21858736059479553,-9.97884844192139,9415585431552.0,542.9434204101562
7773,K07326.01,0,1.0,1.398890216,57.48,1784.0,63.17,1.123,66012.0,4.9641,2.4892,0.500818,6134.0,1.051,0.962,-0.32,4.378,47.512798,14.855,779.3876953125,15595.3359375,15639.0517578125,15773.6787109375,293.958984375,0.7491995731056563,-1.4600381922084433,44285333504.0,294.535888671875
7775,K07450.01,0,1.0,12.314402323,75.21,864.0,88.84,0.506,393900.0,5.8903,25.038,0.646123,6247.0,1.066,1.122,-0.06,4.433,49.435261,14.76,3440.21630859375,16407.412109375,16531.01171875,16580.6533203125,102.7705078125,0.04328453214513049,-6.434689260891494,12727099588608.0,724.3237915039062
7776,K07451.01,0,1.0,0.691823991,1.23,1878.0,68.75,0.3501,165.9,5.965,0.977,0.011667,5226.0,0.962,0.857,0.24,4.404,49.490528,15.247,90.56005859375,10846.6005859375,10842.05078125,10874.630859375,57.82177734375,1.2,0.32269821137717825,4351617.0,37.241004943847656
7777,K07452.01,0,1.0,25.431861399,43.42,601.0,88.07,1.126,46565.0,5.23771,33.411,0.441799,5754.0,0.9,0.847,-0.34,4.458,49.480019,14.164,803.904296875,28536.431640625,28547.34765625,28556.6728515625,17.84375,0.2351168048229088,-10.210604636979767,13691008000.0,104.03659057617188
7778,K07453.01,0,1.0,3.98855869,2.4,1447.0,89.38,0.1671,214.1,1.467,20.76,0.013347,5791.0,1.646,1.127,0.2,4.057,49.420315,13.035,56.6474609375,6056.26953125,6055.94384765625,6060.834716796875,9.610107421875,1.0799492385786802,1.385154962853878,61142.9375,7.873095512390137
7779,K07454.01,0,1.0,20.413052415,35.03,668.0,88.82,0.777,92672.0,4.4621,37.864,0.333116,5941.0,0.963,1.038,-0.02,4.487,49.495689,14.874,918.958984375,16603.130859375,16612.171875,16709.9091796875,215.6787109375,0.9147196261682243,-1.5927866933183439,13369208832.0,176.47816467285156
7781,K07456.01,0,1.0,0.527679032,0.79,2115.0,84.3,0.284,84.1,1.395,2.866,0.008448,5799.0,0.86,0.955,-0.16,4.548,49.538761,15.356,27.10400390625,10271.7314453125,10271.587890625,10274.4541015625,5.46923828125,1.0590452261306533,0.8948225944910044,3596.705810546875,4.431942462921143
