,pl_name,disposition,sy_snum,sy_pnum,rv_flag,tran_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,ttv_flag,pl_trandur,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,st_teff,st_rad,st_raderr1,st_raderr2,ra,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,k2_campaigns,pl_ntranspec;;;;
1467,EPIC 220401029.01,CANDIDATE,1.0,0.0,0.0,1.0,4.49161,0.00052,-0.00056,0.0,2.01,0.34,-0.65,0.0,0.179,0.03,-0.058,0.0,2457394.2081,0.0045,-0.0046,0.0,2.64,0.0224,0.0023,-0.0072,,0.82,0.11,-0.02,22.3524285,4.7348697,-56.84202,140.42012,-4.30271,22.43532,6.624992,0.0387464,-0.0387464,1.02122,0.0498338,-0.0498338,-6.54581,0.0384367,-0.0384367,371.406,3.9925,-3.9925,2.66376,0.0287248,-0.0287248,14.71,0.037,-0.037,13.898,0.114,-0.114,12.264,0.022,-0.022,11.796,0.022,-0.022,11.762,0.021,-0.021,11.724,0.022,-0.022,11.775,0.021,-0.021,12.568,0.48,-0.48,8.618,13.6183,0.000366,-0.000366,13.0656,0.0072,-0.0072,13.588,8.0,0;;;;
1468,EPIC 220410754.01,CANDIDATE,1.0,0.0,0.0,1.0,19.496649,0.004523,-0.00554,0.0,2.216,0.493,-0.319,0.0,0.2,0.04,-0.03,0.0,2457403.25055,0.007296,-0.00706,0.0,,0.01759,0.00272,-0.00151,5758.0,1.16,0.18,-0.13,15.435753,4.9254702,-57.84965,127.75946,-1.5303,16.11375,12.8559354,0.0660974,-0.0660974,5.30597,0.108366,-0.108366,-11.7099,0.0534303,-0.0534303,467.943,15.333,-14.405,2.10949,0.0673543,-0.0673543,13.635,0.03,-0.03,13.067,0.069,-0.069,11.826,0.024,-0.024,11.524,0.022,-0.022,11.44,0.024,-0.024,11.393,0.023,-0.023,11.446,0.021,-0.021,11.194,0.165,-0.165,8.965,12.867,0.000401,-0.000401,12.4312,0.0073,-0.0073,12.843,8.0,0;;;;
1470,EPIC 220416518.01,CANDIDATE,1.0,0.0,0.0,1.0,3.78177,0.00048,-0.00047,0.0,1.81,0.33,-0.42,0.0,0.161,0.029,-0.037,0.0,2457393.3863,0.0049,-0.0055,0.0,2.448,0.0151,0.0015,-0.0035,,1.09,0.17,-0.03,15.3501157,5.0380381,-57.74369,127.58421,-1.39362,16.07814,15.2535712,0.0591318,-0.0591318,11.4691,0.0722148,-0.0722148,-10.0564,0.0355169,-0.0355169,511.114,10.423,-10.022,1.92796,0.0388309,-0.0388309,14.216,0.038,-0.038,13.536,0.08,-0.08,12.2,0.026,-0.026,11.92,0.024,-0.024,11.785,0.021,-0.021,11.765,0.022,-0.022,11.828,0.021,-0.021,12.038,0.412,-0.412,8.862001,13.314,0.000351,-0.000351,12.842,0.0083,-0.0083,13.276,8.0,0;;;;
1471,EPIC 220431824.01,CANDIDATE,1.0,0.0,0.0,1.0,9.073266,3.7e-05,-3.7e-05,0.0,23.32,2.9,-0.97,0.0,2.08,0.26,-0.087,0.0,2457394.22405,0.00018,-0.00018,0.0,6.9456,0.1213,0.002,-0.0026,,1.76,0.22,-0.06,12.8272823,5.3334294,-57.5383,122.8722,-0.15172,13.8739,10.0559545,0.0409932,-0.0409932,7.86746,0.0468972,-0.0468972,-6.26301,0.0293533,-0.0293533,676.848,12.066,-11.658,1.4485,0.0256997,-0.0256997,14.025,0.008,-0.008,13.247,0.046,-0.046,11.776,0.023,-0.023,11.381,0.027,-0.027,11.311,0.019,-0.019,11.263,0.024,-0.024,11.304,0.021,-0.021,11.123,0.146,-0.146,8.471,13.0452,0.000979,-0.000979,12.5256,0.0067,-0.0067,13.005,8.0,0;;;;
1472,EPIC 220434612.01,CANDIDATE,1.0,0.0,0.0,1.0,2.010607,0.000259,-0.000344,0.0,1.28,0.069,-0.07,0.0,0.114,0.006,-0.006,0.0,2457393.924168,0.004129,-0.004181,0.0,1.8,0.019,0.001,-0.001,3806.0,0.62,0.02,-0.02,11.8772391,5.3862102,-57.47166,121.11309,0.26445,13.02284,14.1057231,0.0578908,-0.0578908,5.83606,0.0996203,-0.0996203,-12.8418,0.0446524,-0.0446524,241.243,2.288,-2.288,4.11669,0.03902,-0.03902,17.081,0.171,-0.171,15.331,1.133,-1.133,12.657,0.024,-0.024,12.04,0.023,-0.023,11.824,0.021,-0.021,11.74,0.023,-0.023,11.733,0.023,-0.023,11.577,0.295,-0.295,8.798,14.8439,0.000339,-0.000339,13.8892,0.0073225,-0.0073225,14.941,,0;;;;
1473,EPIC 220436189.01,CANDIDATE,1.0,0.0,0.0,1.0,13.6094,0.0033,-0.0028,0.0,2.44,0.33,-0.35,0.0,0.218,0.029,-0.031,0.0,2457393.324,0.011,-0.012,0.0,2.784,0.0396,0.0028,-0.0045,,0.56,0.07,-0.05,22.8779687,5.4159179,-56.044,140.99514,-3.86219,23.17463,29.4108617,0.057587,-0.057587,4.72459,0.072778,-0.072778,-29.0289,0.0571297,-0.0571297,205.199,1.752,-1.722,4.84479,0.0409486,-0.0409486,17.118,0.112,-0.112,15.451,0.08,-0.08,12.57,0.024,-0.024,11.93,0.03,-0.03,11.765,0.027,-0.027,11.607,0.022,-0.022,11.626,0.022,-0.022,11.305,0.198,-0.198,8.393,14.8331,0.000525,-0.000525,13.831,0.0074693,-0.0074693,14.917,8.0,0;;;;
1474,EPIC 220436208.01,CANDIDATE,1.0,0.0,0.0,1.0,5.23587,0.00019,-0.0002,0.0,4.86,0.46,-0.77,0.0,0.434,0.041,-0.069,0.0,2457396.5057,0.0017,-0.0016,0.0,3.672,0.0357,0.0033,-0.0055,,1.25,0.03,-0.05,12.2361482,5.4164335,-57.44973,121.77852,0.1533,13.36377,19.8626124,0.0350803,-0.0350803,5.55504,0.0575323,-0.0575323,-19.07,0.0324682,-0.0324682,718.648,15.715,-15.715,1.36252,0.0302022,-0.0302022,14.737,0.037,-0.037,14.117,0.137,-0.137,12.662,0.027,-0.027,12.337,0.028,-0.028,12.295,0.027,-0.027,12.229,0.024,-0.024,12.267,0.025,-0.025,11.791,0.329,-0.329,8.991,13.8165,0.000183,-0.000183,13.3363,0.0076,-0.0076,13.923,8.0,0;;;;
1476,EPIC 220436943.01,CANDIDATE,1.0,0.0,0.0,1.0,2.43807,0.00014,-0.00013,0.0,2.15,0.22,-0.5,0.0,0.192,0.02,-0.04,0.0,2457393.8593,0.0024,-0.0027,0.0,1.416,0.0315,0.0026,-0.0058,,0.62,0.04,-0.09,10.3285748,5.4309818,-57.34887,118.25831,0.90749,11.62078,20.8244671,0.1014619,-0.1014619,-20.8212,0.101469,-0.101469,-0.368864,0.0756779,-0.0756779,458.234,10.631,-10.167,2.15411,0.0491368,-0.0491368,16.647,0.055,-0.055,15.483,0.149,-0.149,13.389,0.026,-0.026,12.798,0.033,-0.033,12.659,0.023,-0.023,12.633,0.024,-0.024,12.701,0.027,-0.027,12.033,,,8.693,15.0615,0.00033,-0.00033,14.3576,0.0061,-0.0061,15.089,8.0,0;;;;
1477,EPIC 220443340.01,CANDIDATE,1.0,0.0,0.0,1.0,6.80111,0.00036,-0.00037,0.0,1.96,0.39,-0.48,0.0,0.175,0.035,-0.043,0.0,2457396.1081,0.0021,-0.002,0.0,1.176,0.0617,0.0047,-0.0099,,0.29,0.05,-0.05,16.9728645,5.5508114,-57.07959,130.48048,-1.53729,17.76782,74.3401006,0.1271641,-0.1271641,-26.8224,0.20662,-0.20662,-69.3326,0.11046,-0.11046,115.222,1.41,-1.378,8.652021,0.1042,-0.1042,19.564,0.163,-0.163,17.84,0.2,-0.2,13.393,0.027,-0.027,12.766,0.023,-0.023,12.522,0.027,-0.027,12.337,0.024,-0.024,12.167,0.025,-0.025,11.544,0.232,-0.232,8.516,16.341,0.000962,-0.000962,15.0254,0.0076568,-0.0076568,15.686,8.0,0;;;;
1478,EPIC 220448185.01,CANDIDATE,1.0,0.0,0.0,1.0,0.728639,1.2e-05,-1.3e-05,0.0,17.2,32.5,-7.5,0.0,1.53,2.9,-0.67,0.0,2457393.41589,0.000885,-0.000901,0.0,0.3696,0.2287,0.4213,-0.0388,,0.69,,,23.3042282,5.6452094,-55.70444,141.60561,-3.80447,23.6545,55.6704648,0.2728006,-0.2728006,-45.0781,0.308869,-0.308869,-32.6675,0.185665,-0.185665,233.735,6.696,-6.339,4.25367,0.118291,-0.118291,19.935,0.165,-0.165,17.9008,0.0547,-0.0547,14.242,0.032,-0.032,13.668,0.034,-0.034,13.543,0.044,-0.044,13.298,0.026,-0.026,13.139,0.032,-0.032,11.853,,,8.548,16.8465,0.001773,-0.001773,15.6615,0.0088633,-0.0088633,15.976,8.0,0;;;;
1479,EPIC 220466136.01,CANDIDATE,1.0,0.0,0.0,1.0,17.1057,0.00088,-0.0008,0.0,5.91,0.58,-0.65,0.0,0.527,0.052,-0.058,0.0,2457409.2893,0.0014,-0.0016,0.0,3.432,0.0915,0.0049,-0.0093,,0.59,0.05,-0.03,16.5208588,6.0084398,-56.67443,129.57002,-0.94284,17.52633,7.7188598,0.0913321,-0.0913321,5.37297,0.110388,-0.110388,-5.54184,0.0687626,-0.0687626,523.873,18.533,-17.33,1.88105,0.0648141,-0.0648141,17.552,0.067,-0.067,15.981,0.137,-0.137,14.039,0.028,-0.028,13.472,0.031,-0.031,13.433,0.042,-0.042,13.335,0.025,-0.025,13.393,0.033,-0.033,12.193,,,8.331,15.9523,0.000787,-0.000787,15.2035,0.0068,-0.0068,15.54,8.0,0;;;;
1480,EPIC 220470563.01,CANDIDATE,1.0,0.0,0.0,1.0,7.30383,0.00039,-0.00043,0.0,2.18,0.2,-0.28,0.0,0.194,0.02,-0.025,0.0,2457398.101,0.0021,-0.0021,0.0,1.3704,0.0279,0.0019,-0.0036,,0.71,0.04,-0.01,13.27676,6.1002238,-56.76907,123.68907,0.38186,14.58333,27.5026086,0.0366575,-0.0366575,-6.66936,0.0611604,-0.0611604,-26.6817,0.0345546,-0.0345546,313.326,3.823,-3.734,3.16309,0.038196,-0.038196,14.868,0.009,-0.009,13.996,0.08,-0.08,12.216,0.023,-0.023,11.795,0.023,-0.023,11.719,0.026,-0.026,11.593,0.024,-0.024,11.684,0.022,-0.022,11.757,,,8.309,13.7012,0.000292,-0.000292,13.0998,0.0069,-0.0069,13.647,8.0,0;;;;
1481,EPIC 220477223.01,CANDIDATE,1.0,0.0,0.0,1.0,4.684559,0.000214,-0.000184,0.0,4.757,0.342,-0.305,0.0,0.424,0.031,-0.027,0.0,2457394.016667,0.00194,-0.00212,0.0,2.9,0.0368,0.001,-0.001,5829.0,1.18,0.07,-0.07,16.643421,6.2494097,-56.42201,129.74405,-0.76654,17.73089,39.2824168,0.0694692,-0.0694692,-30.5523,0.0757509,-0.0757509,-24.6914,0.05856,-0.05856,266.331,3.445,-3.36,3.72649,0.0476014,-0.0476014,12.305,0.43,-0.43,11.618,0.03,-0.03,10.368,0.024,-0.024,10.087,0.026,-0.026,10.038,0.023,-0.023,9.976,0.023,-0.023,10.016,0.021,-0.021,10.093,0.088,-0.088,8.557,11.3904,0.000746,-0.000746,10.9741,0.0073,-0.0073,11.402,,0;;;;
1482,EPIC 220482322.01,CANDIDATE,1.0,0.0,0.0,1.0,57.8415,0.0024,-0.0024,0.0,6.13,1.47,-0.57,0.0,0.547,0.131,-0.051,0.0,2457393.0699,0.0017,-0.0017,0.0,8.16,0.0376,0.0015,-0.0031,,1.5,0.35,-0.07,15.8813788,6.3687756,-56.3755,128.36103,-0.36697,17.07641,4.5597308,0.0634218,-0.0634218,3.72016,0.0701633,-0.0701633,-2.63658,0.0472169,-0.0472169,569.214,13.656,-13.042,1.72821,0.0408852,-0.0408852,13.413,0.01,-0.01,12.711,0.069,-0.069,11.538,0.024,-0.024,11.213,0.028,-0.028,11.175,0.023,-0.023,11.125,0.022,-0.022,11.163,0.021,-0.021,11.194,0.164,-0.164,8.287,12.595,0.000205,-0.000205,12.1494,0.0068,-0.0068,12.583,8.0,0;;;;
1483,EPIC 220492298 b,CONFIRMED,1.0,1.0,0.0,1.0,0.762406,0.00015,-0.00015,0.0,0.99,0.1,-0.1,0.0,0.088,0.009,-0.009,0.0,2457431.67734,0.0037,-0.0033,0.0,,0.01,0.0012,-0.00072,5620.0,0.89,0.09,-0.09,16.7615005,6.588798,-56.07199,129.88845,-0.49746,17.9687,16.0543809,0.0740073,-0.0740073,14.5223,0.079861,-0.079861,-6.84441,0.0377118,-0.0377118,624.512,14.947,-14.947,1.57248,0.0380342,-0.0380342,14.819,0.04,-0.04,13.991,0.092,-0.092,12.61,0.026,-0.026,12.26,0.022,-0.022,12.168,0.026,-0.026,12.13,0.023,-0.023,12.201,0.024,-0.024,12.001,0.383,-0.383,8.927,13.7756,0.000365,-0.000365,13.2689,0.0066,-0.0066,13.786,8.0,0;;;;
1484,EPIC 220492492.01,CANDIDATE,1.0,0.0,0.0,1.0,9.4538,0.0022,-0.002,0.0,1.91,0.25,-0.59,0.0,0.17,0.022,-0.053,0.0,2457397.9708,0.0067,-0.0073,0.0,4.92,0.0188,0.0018,-0.0048,,0.93,0.09,-0.16,19.1262521,6.5933274,-55.737,134.03686,-1.3823,20.14512,10.8318871,2.2065454,-2.2065454,4.06598,2.21552,-2.21552,10.0398,2.20507,-2.20507,639.618,,,,,,14.73,0.013,-0.013,14.033,0.069,-0.069,12.648,0.028,-0.028,12.308,0.026,-0.026,12.251,0.024,-0.024,12.201,0.023,-0.023,12.238,0.023,-0.023,11.713,0.244,-0.244,9.03,13.8111,0.000619,-0.000619,13.3291,0.006,-0.006,13.811,8.0,0;;;;
1485,EPIC 220526079.01,CANDIDATE,1.0,0.0,0.0,1.0,7.51114,0.00095,-0.00107,0.0,2.98,0.38,-1.07,0.0,0.266,0.034,-0.096,0.0,2457398.0604,0.0071,-0.0053,0.0,2.4,0.0425,0.0046,-0.0152,,0.64,0.04,-0.03,18.0414099,7.3506132,-55.15769,131.95245,-0.27488,19.43327,17.3449363,0.0869882,-0.0869882,13.6924,0.0995542,-0.0995542,-10.6473,0.0607479,-0.0607479,441.434,8.954001,-8.61,2.23701,0.0447191,-0.0447191,17.631,0.063,-0.063,16.098,1.133,-1.133,13.618,0.026,-0.026,12.981,0.03,-0.03,12.854,0.032,-0.032,12.77,0.024,-0.024,12.806,0.027,-0.027,12.349,,,9.168,15.5285,0.000595,-0.000595,14.7573,0.0067,-0.0067,15.554,8.0,0;;;;
1486,EPIC 220527374.01,CANDIDATE,1.0,0.0,0.0,1.0,10.4347,0.0018,-0.0018,0.0,1.69,0.19,-0.61,0.0,0.151,0.017,-0.054,0.0,2457393.7531,0.0082,-0.0075,0.0,3.456,0.019,0.0021,-0.0069,,0.82,0.01,-0.01,14.2352359,7.3780069,-55.46802,125.33926,1.19261,15.95512,15.8999167,0.0491449,-0.0491449,-10.9118,0.0620464,-0.0620464,-11.5646,0.0337354,-0.0337354,452.88,7.55,-7.31,2.17954,0.0359497,-0.0359497,14.687,0.028,-0.028,13.992,0.08,-0.08,12.573,0.021,-0.021,12.198,0.03,-0.03,12.144,0.026,-0.026,12.096,0.024,-0.024,12.127,0.024,-0.024,12.479,0.503,-0.503,8.392,13.7711,0.000332,-0.000332,13.2731,0.0075,-0.0075,13.784,8.0,0;;;;
1487,EPIC 220542353.01,CANDIDATE,1.0,0.0,0.0,1.0,15.246593,4.4e-05,-4.3e-05,0.0,78.0,23.2,-15.1,0.0,6.96,2.07,-1.35,0.0,2457401.78226,0.000112,-0.000114,0.0,3.7608,0.3744,0.0947,-0.0531,,1.91,,,14.7444628,7.7193193,-55.1046,126.19821,1.31312,16.55259,14.5029509,0.1008276,-0.1008276,-13.9558,0.103317,-0.103317,-3.94604,0.0617235,-0.0617235,129.944,0.928,-0.916,7.66725,0.0541909,-0.0541909,8.968,0.0,0.0,8.68,0.03,-0.03,7.842,0.02,-0.02,7.616,0.04,-0.04,7.56,0.026,-0.026,7.457,0.031,-0.031,7.543,0.019,-0.019,7.556,0.019,-0.019,7.325,8.56526,0.000367,-0.000367,8.25266,0.0061,-0.0061,8.837,8.0,0;;;;
1488,EPIC 220554210 c,CONFIRMED,1.0,2.0,0.0,1.0,0.70531,3.7e-05,-3.7e-05,0.0,1.6,0.1,-0.1,0.0,0.143,0.009,-0.009,0.0,2457466.1131,0.0019,-0.0022,0.0,,0.0145,0.0011,-0.00065,5499.0,1.0,0.04,-0.04,13.4321524,7.9952914,-54.87207,123.91754,2.06947,15.45937,32.432431,0.072364,-0.072364,31.9004,0.0733122,-0.0733122,-5.85039,0.0336097,-0.0336097,496.289,7.902,-7.663,1.98627,0.0313565,-0.0313565,14.845,0.02,-0.02,14.21,0.114,-0.114,12.437,0.024,-0.024,12.084,0.022,-0.022,12.002,0.021,-0.021,11.959,0.025,-0.025,12.032,0.023,-0.023,12.161,0.363,-0.363,8.806,13.8183,0.000278,-0.000278,13.2667,0.0076,-0.0076,13.723,8.0,0;;;;
1491,EPIC 220555384.01,CANDIDATE,1.0,0.0,0.0,1.0,4.28475,0.000203,-0.000208,0.0,1.2,0.5,-0.5,0.0,0.11,0.04,-0.04,0.0,2457393.48505,0.002083,-0.002087,0.0,1.1688,0.0201,0.0034,-0.0015,,0.55,,,13.8121855,8.0227068,-54.83692,124.57016,1.94917,15.81723,37.4165273,0.9435176,-0.9435176,28.8262,0.943607,-0.943607,-23.8547,0.943387,-0.943387,,,,,,,14.107,0.027,-0.027,12.898,0.057,-0.057,10.494,0.027,-0.027,9.827,0.024,-0.024,9.7,0.021,-0.021,9.633,0.023,-0.023,9.684,0.021,-0.021,9.669,0.052,-0.052,8.651,12.3706,0.000444,-0.000444,11.5949,0.006,-0.006,12.395,8.0,0;;;;
1494,EPIC 220556827.01,CANDIDATE,1.0,0.0,0.0,1.0,6.53046,0.00064,-0.00122,0.0,3.36,0.46,-0.44,0.0,0.3,0.041,-0.039,0.0,2457394.9957,0.0056,-0.0033,0.0,2.4,0.0445,0.003,-0.0056,,0.69,0.08,-0.02,13.830524,8.0569102,-54.80226,124.60013,1.9737,15.84721,58.1398454,0.0814151,-0.0814151,-36.3979,0.111604,-0.111604,-45.3369,0.0535974,-0.0535974,256.187,3.42,-3.333,3.87527,0.051054,-0.051054,17.815,0.18,-0.18,16.374,0.149,-0.149,12.976,0.026,-0.026,12.264,0.023,-0.023,12.04,0.023,-0.023,11.971,0.024,-0.024,11.987,0.024,-0.024,11.559,0.223,-0.223,8.818,15.3851,0.000582,-0.000582,14.3112,0.007432,-0.007432,15.408,8.0,0;;;;
1496,EPIC 220562610.01,CANDIDATE,1.0,0.0,0.0,1.0,,,,,6.71,0.32,-0.46,0.0,0.599,0.029,-0.041,0.0,2457396.6865,0.00096,-0.00104,0.0,11.64,0.049,0.0021,-0.003,,1.26,0.03,-0.04,18.5290506,8.187656,-54.2592,132.56888,0.31768,20.19679,9.8728989,0.0703729,-0.0703729,-1.74441,0.0971512,-0.0971512,-9.71757,0.0693382,-0.0693382,400.27,9.313,-8.905,2.47042,0.0564063,-0.0564063,13.387,0.014,-0.014,12.753,0.069,-0.069,11.37,0.027,-0.027,11.107,0.029,-0.029,11.041,0.024,-0.024,10.961,0.024,-0.024,10.991,0.02,-0.02,10.786,0.097,-0.097,9.226,12.5094,0.000291,-0.000291,12.0296,0.0078,-0.0078,12.513,8.0,0;;;;
1497,EPIC 220565337.01,CANDIDATE,1.0,0.0,0.0,1.0,14.753,0.0012,-0.0013,0.0,3.0,0.59,-0.35,0.0,0.3,0.053,-0.031,0.0,2457393.2431,0.004,-0.0041,0.0,2.328,0.0486,0.0034,-0.0056,,0.57,0.1,-0.01,9.4888351,8.2511033,-54.47014,117.18546,3.82863,11.96033,22.2923013,0.1093883,-0.1093883,-22.0675,0.110131,-0.110131,-3.15787,0.063281,-0.063281,227.452,3.8475,-3.8475,4.36924,0.073783,-0.073783,17.749,0.0,0.0,16.376,0.275,-0.275,13.192,0.021,-0.021,12.574,0.032,-0.032,12.383,0.025,-0.025,12.268,0.024,-0.024,12.237,0.025,-0.025,,,,7.379,15.481,0.000455,-0.000455,14.4649,0.0073342,-0.0073342,15.412,8.0,0;;;;
1498,EPIC 220565349.01,CANDIDATE,1.0,0.0,0.0,1.0,21.776971,0.000243,-0.000235,0.0,19.9,21.8,-6.0,0.0,1.78,1.94,-0.54,0.0,2457407.47288,0.000363,-0.000456,0.0,2.2008,0.2177,0.2383,-0.0656,,0.84,,,18.7027892,8.2514749,-54.16988,132.84284,0.31197,20.38012,13.1142653,0.048159,-0.048159,7.32438,0.0576573,-0.0576573,10.8783,0.0431701,-0.0431701,603.921,13.94,-13.94,1.6271,0.037932,-0.037932,15.306,0.041,-0.041,14.544,0.172,-0.172,12.722,0.022,-0.022,12.296,0.022,-0.022,12.204,0.026,-0.026,12.128,0.024,-0.024,12.165,0.023,-0.023,11.851,0.224,-0.224,9.079001,14.1596,0.000413,-0.000413,13.5822,0.0073,-0.0073,14.122,8.0,0;;;;
1500,EPIC 220571481.01,CANDIDATE,1.0,0.0,0.0,1.0,8.78627,0.00042,-0.00042,0.0,3.16,0.31,-1.32,0.0,0.282,0.028,-0.118,0.0,2457392.6068,0.0019,-0.002,0.0,1.392,0.0244,0.0024,-0.0102,,1.18,0.01,-0.05,14.7017474,8.402543,-54.42436,126.06558,1.95999,16.7766,16.8955051,0.0440893,-0.0440893,13.8351,0.0503925,-0.0503925,-9.69784,0.0270521,-0.0270521,545.752,10.169,-9.811,1.80364,0.0332851,-0.0332851,13.849,0.026,-0.026,13.284,0.08,-0.08,11.961,0.022,-0.022,11.698,0.022,-0.022,11.661,0.021,-0.021,11.603,0.022,-0.022,11.632,0.023,-0.023,11.588,0.298,-0.298,8.694,13.0571,0.000339,-0.000339,12.6098,0.0067,-0.0067,13.055,8.0,0;;;;
1501,EPIC 220573228.01,CANDIDATE,1.0,0.0,0.0,1.0,57.10412,0.00054,-0.00053,0.0,5.61,0.17,-0.31,0.0,0.5,0.015,-0.028,0.0,2457409.8428,0.00038,-0.00038,0.0,5.1696,0.0529,0.0013,-0.0028,,0.97,0.02,-0.02,16.2769235,8.4445808,-54.27327,128.72751,1.40127,18.23241,31.2634895,0.1025566,-0.1025566,-12.8657,0.106039,-0.106039,-28.4935,0.101832,-0.101832,185.272,2.367,-2.31,5.36974,0.067605,-0.067605,11.958,0.276,-0.276,11.192,0.02,-0.02,10.088,0.021,-0.021,9.8,0.022,-0.022,9.726,0.021,-0.021,9.704001,0.023,-0.023,9.738,0.02,-0.02,9.697,0.048,-0.048,8.851,11.153,0.001923,-0.001923,10.7052,0.0067,-0.0067,11.057,8.0,0;;;;
1502,EPIC 220573228.02,CANDIDATE,1.0,0.0,0.0,1.0,20.21535,0.00102,-0.00089,0.0,2.61,0.14,-0.28,0.0,0.233,0.012,-0.025,0.0,2457392.5241,0.0015,-0.0017,0.0,3.408,0.0246,0.0013,-0.0026,,0.97,0.02,-0.02,16.2769235,8.4445808,-54.27327,128.72751,1.40127,18.23241,31.2634895,0.1025566,-0.1025566,-12.8657,0.106039,-0.106039,-28.4935,0.101832,-0.101832,185.272,2.367,-2.31,5.36974,0.067605,-0.067605,11.958,0.276,-0.276,11.192,0.02,-0.02,10.088,0.021,-0.021,9.8,0.022,-0.022,9.726,0.021,-0.021,9.704001,0.023,-0.023,9.738,0.02,-0.02,9.697,0.048,-0.048,8.851,11.153,0.001923,-0.001923,10.7052,0.0067,-0.0067,11.057,8.0,0;;;;
1503,EPIC 220579319.01,CANDIDATE,1.0,0.0,0.0,1.0,39.3266,0.0131,-0.0078,0.0,3.57,0.28,-0.35,0.0,0.318,0.025,-0.031,0.0,2457416.741,0.006,-0.0072,0.0,8.28,0.0243,0.0011,-0.0023,,1.35,0.09,-0.04,12.6775686,8.5805773,-54.29073,122.62375,2.89855,14.9977,29.7906777,0.0490656,-0.0490656,21.6102,0.0595373,-0.0595373,-20.5057,0.0338286,-0.0338286,545.213,10.872,-10.462,1.8055,0.0356107,-0.0356107,13.87,0.038,-0.038,13.158,0.092,-0.092,11.885,0.027,-0.027,11.584,0.023,-0.023,11.485,0.023,-0.023,11.453,0.023,-0.023,11.494,0.021,-0.021,11.387,0.184,-0.184,9.137,13.0097,0.000525,-0.000525,12.5385,0.0065,-0.0065,13.016,8.0,0;;;;
1504,EPIC 220598367.02,CANDIDATE,1.0,0.0,0.0,1.0,7.64514,0.00022,-0.00022,0.0,6.5,2.5,-2.9,0.0,0.58,0.22,-0.26,0.0,2457396.6846,0.0011,-0.0011,0.0,2.592,0.056,0.017,-0.024,,1.06,0.24,-0.12,17.3668367,8.9882823,-53.62002,130.45162,1.49367,19.436,10.3272326,0.1146844,-0.1146844,1.71105,0.159705,-0.159705,-10.1845,0.113154,-0.113154,595.529,31.311,-31.311,1.65164,0.0861438,-0.0861438,15.285,0.067,-0.067,14.423,0.16,-0.16,12.757,0.024,-0.024,12.349,0.024,-0.024,12.222,0.026,-0.026,12.172,0.025,-0.025,12.175,0.025,-0.025,12.09,0.352,-0.352,8.954001,14.0878,0.00062,-0.00062,13.5499,0.0066,-0.0066,14.127,8.0,0;;;;
1505,EPIC 220605820.01,CANDIDATE,1.0,0.0,0.0,1.0,46.47688,0.00092,-0.00091,0.0,62.0,17.0,-28.0,0.0,5.5,1.5,-2.5,0.0,2457423.88017,0.00066,-0.00065,0.0,6.504,0.238,0.065,-0.108,,2.39,0.05,-0.04,15.9106192,9.1544624,-53.59686,128.01195,2.19562,18.16934,5.4957849,0.0582716,-0.0582716,4.13459,0.0682086,-0.0682086,-3.62061,0.0419115,-0.0419115,1096.56,39.65,-37.03,0.881804,0.0316902,-0.0316902,14.941,0.03,-0.03,13.947,0.172,-0.172,12.384,0.023,-0.023,11.923,0.024,-0.024,11.866,0.029,-0.029,11.792,0.022,-0.022,11.854,0.022,-0.022,11.551,0.277,-0.277,8.71,13.7872,0.000348,-0.000348,13.2124,0.0067,-0.0067,13.762,8.0,0;;;;
1506,EPIC 220606084.01,CANDIDATE,1.0,0.0,0.0,1.0,,,,,12.32,1.37,-0.78,0.0,1.099,0.122,-0.07,0.0,2457451.25079,0.00064,-0.00067,0.0,8.16,0.0665,0.002,-0.0034,,1.7,0.18,-0.06,15.6817468,9.1599614,-53.60874,127.63156,2.28726,17.96257,3.6192587,0.0608411,-0.0608411,3.57721,0.0612398,-0.0612398,-0.550093,0.040539,-0.040539,727.107,21.293,-20.135,1.3463,0.0388901,-0.0388901,13.848,0.018,-0.018,13.114,0.103,-0.103,11.859,0.021,-0.021,11.49,0.031,-0.031,11.461,0.022,-0.022,11.409,0.023,-0.023,11.451,0.021,-0.021,12.007,0.37,-0.37,8.368,13.0047,0.000424,-0.000424,12.5377,0.0071,-0.0071,13.004,8.0,0;;;;
