,kepoi_name,koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_num_transits,koi_quarters,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_fwm_stat_sig,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
1680,K02173.01,1,0,0,0,0,37.8154157,2454974.103,0.533,4.662,286.4,0.015706,2.0362,1.21,0.2016,89.43,401.0,6.09,53.6,0.627,5.4609404,19.441452,22.4,38.0,11111111111111111000000000000000,0.7368,4856.0,4.624,0.0,0.705,0.79,297.29242,49.981628,12.879,0.572,0.36,0.44,-8e-05,-5e-05,0.11,-0.4,0.42,0.35,-0.02,0.35
1681,K02173.02,1,0,0,0,0,53.5783052,2455004.186,0.769,5.194,224.9,0.015126,0.93643,1.16,0.2543,89.16,357.0,3.82,52.2,0.627,7.584428,18.636635,15.4,27.0,11111111111111111000000000000000,0.2327,4856.0,4.624,0.0,0.705,0.79,297.29242,49.981628,12.879,0.0,0.76,-0.9,-0.00021,0.00033,0.13,0.27,0.3,0.38,0.62,0.72
1682,K02174.01,0,0,0,0,0,6.69332825,2454970.703,0.952,2.311,781.8,0.035078,0.31495,2.44,0.0602,83.98,609.0,32.54,9.07,0.6834,4.280206,17.880093,23.4,195.0,01111111111111111000000000000000,0.894,4245.0,4.641,0.0,0.637,0.649,300.24222,44.141399,15.673,0.715,1.0,0.28,-4e-05,0.00013,0.48,-1.97,2.03,-0.42,-0.88,0.98
1683,K02174.02,1,0,0,0,0,33.1362861,2455002.507,0.791,4.163,825.2,0.029482,1.10741,2.05,0.1748,88.87,357.0,3.86,40.1,0.6834,4.4361753,11.431209,16.3,37.0,01111111111111111000000000000000,0.5082,4245.0,4.641,0.0,0.637,0.649,300.24222,44.141399,15.673,0.0,1.48,-0.76,-0.00046,0.00104,0.89,-1.02,1.35,0.4,-0.19,0.45
1684,K02174.03,1,0,0,0,0,7.72513619,2455009.802,0.954,2.042,382.2,0.024589,0.40825,1.71,0.0662,84.97,581.0,26.91,10.88,0.6834,3.9603944,11.702103,10.5,84.0,01111111111111111000000000000000,0.4353,4245.0,4.641,0.0,0.637,0.649,300.24222,44.141399,15.673,0.0,-0.2,-0.75,0.00085,0.00088,0.28,0.21,0.35,-0.18,0.77,0.79
1685,K02256.01,1,0,0,0,0,10.71253475,2454970.165,0.72,2.7186,1198.6,0.034061,1.84576,2.02,0.0784,88.16,485.0,13.09,22.37,0.5738,5.2217026,27.54635,31.2,105.0,00011111111111111000000000000000,0.7185,4175.0,4.715,-0.46,0.544,0.561,299.07709,45.440639,15.813,0.0,0.27,-0.51,-0.00058,-0.00172,-0.04,0.19,0.19,-0.08,-0.21,0.23
1686,K02257.01,1,0,0,0,0,32.5635249,2454996.46,0.371,5.418,578.3,0.021865,1.49185,2.05,0.19,89.51,490.0,13.63,43.7,0.5167,6.076048,21.8976,24.1,44.0,11111111111111111000000000000000,0.7339,5225.0,4.505,0.14,0.859,0.861,283.29214,45.434109,15.48,0.162,0.72,-0.26,-0.00053,-2e-05,0.14,0.25,0.29,-0.07,-0.05,0.08
1687,K02259.01,1,0,0,0,0,12.19140405,2454969.337,0.091,1.8832,665.8,0.023339,16.30776,2.46,0.0984,89.9,763.0,80.01,50.41,0.4415,4.3906345,15.443105,19.4,111.0,11111111111111111000000000000000,0.333,5516.0,4.399,-0.06,0.967,0.856,300.1705,43.98497,15.364,0.269,-0.43,-0.25,0.00057,-2e-05,-0.17,0.53,0.56,-0.09,0.38,0.39
1688,K02260.01,1,0,0,0,0,6.11784972,2454966.619,0.391,3.458,60.5,0.007241,1.0027,1.05,0.0685,88.22,1211.0,509.24,12.57,0.3201,12.458749,22.091854,25.8,218.0,11111111111111111000000000000000,0.1586,6226.0,4.247,0.02,1.333,1.143,290.23584,50.03009,12.168,0.025,0.78,-0.48,-4.4e-05,3.3e-05,-0.24,-0.04,0.25,-0.23,-0.07,0.24
1689,K02261.01,1,0,0,0,0,3.97599629,2454966.622,0.331,2.2029,206.0,0.013018,2.76446,1.11,0.0457,88.57,936.0,181.47,13.22,0.4966,3.5695462,20.612434,27.3,335.0,11111111111111111000000000000000,0.6898,5143.0,4.561,-0.06,0.778,0.803,287.52963,38.894508,14.11,0.453,-1.12,0.07,0.0001,-2e-05,-0.04,-0.16,0.17,-0.01,-0.19,0.19
1690,K02340.01,1,0,0,0,0,7.68478504,2454970.64,0.045,2.447,274.1,0.014831,4.61214,1.47,0.0732,89.89,830.0,112.06,24.328,0.5167,4.008075,17.893642,21.4,170.0,11111111111111111000000000000000,0.3538,5344.0,4.469,0.14,0.907,0.884,288.83401,44.838249,14.776,0.343,-0.78,-0.13,0.00021,1e-05,0.0,-0.27,0.27,-0.06,-0.39,0.4
1691,K02341.01,-1,0,0,1,0,0.990516282,2454964.842,0.989,2.019,101.6,0.013418,0.04243,3.52,0.0206,40.53,2841.0,15469.83,1.301,0.3354,4.540321,15.740138,20.4,634.0,10011001100110011000000000000000,0.6919,5975.0,3.755,-0.38,2.399,1.194,299.84909,47.20256,13.405,0.0,-3.88,6.17,0.000317,-0.000488,-7.187,1.333,7.31,-7.246,1.29,7.36
1692,K02342.01,1,0,0,0,0,15.0447098,2454966.209,0.022,5.823,97.9,0.009046,0.6607,1.51,0.1152,89.94,931.0,177.24,19.92,0.3559,3.952233,18.291643,23.4,89.0,11111111111111111000000000000000,0.3504,5798.0,4.025,-0.4,1.525,0.899,293.72586,47.24704,13.037,,-0.47,-0.74,4.2e-05,,-0.12,0.61,0.62,-0.13,0.26,0.29
1693,K02343.01,0,0,0,0,0,29.0726293,2454969.974,0.682,2.516,439.6,0.020385,6.74055,2.32,0.1806,89.42,614.0,33.69,67.0,0.3928,5.816623,16.9329,20.9,45.0,11111111111111111000000000000000,0.6571,5799.0,4.37,-0.12,1.042,0.928,290.37512,41.43375,14.409,0.177,0.47,1.64,0.00034,0.0002,-0.1,-0.3,0.3,4.85,10.4,11.5
1694,K02344.01,1,0,0,0,0,1.118547814,2454965.848,0.221,1.5534,234.8,0.013601,2.48278,0.98,0.0188,87.68,1174.0,447.97,5.48,0.6854,3.8285618,18.01519,21.7,1192.0,11111111111111111000000000000000,0.9606,4496.0,4.65,0.06,0.658,0.725,296.60342,44.129261,15.793,0.015,-0.23,-0.94,8e-05,0.00022,0.11,0.18,0.21,0.2,0.21,0.29
1695,K02105.01,1,0,0,0,0,6.42199919,2454967.58,0.281,2.6192,161.6,0.011701,2.77143,1.25,0.0684,89.11,1000.0,236.21,18.21,0.3588,3.8534427,21.660759,25.4,209.0,11111111111111111000000000000000,0.0284,5985.0,4.468,-0.04,0.981,1.03,291.87134,44.087379,13.862,0.013,1.23,-0.1,-0.000185,2.5e-05,0.28,-0.22,0.36,0.32,-0.18,0.37
1696,K02106.01,1,0,0,0,0,9.75374033,2454967.06,0.295,2.348,430.8,0.019066,5.90057,1.87,0.0892,89.45,813.0,103.3,30.96,0.4035,4.3146462,17.274105,18.9,139.0,11111111111111111000000000000000,0.4991,5806.0,4.528,-0.04,0.899,0.996,293.90057,50.427052,15.158,0.0,-0.12,0.75,0.00061,0.00077,-0.1,-0.2,0.22,0.27,0.16,0.32
1697,K02107.01,1,0,0,0,0,81.3153052,2455008.996,0.013,5.807,715.5,0.023917,3.7595,2.55,0.3483,89.99,393.0,5.64,109.53,0.5167,7.37554,18.805635,20.7,15.0,11111111111111111000000000000000,0.4592,5325.0,4.39,0.12,0.975,0.852,294.56937,45.671261,15.111,0.336,-1.29,-0.96,0.00049,-4e-05,-0.59,-0.13,0.6,-0.65,-0.35,0.74
1698,K02108.01,1,0,0,0,0,51.3283527,2455010.674,0.582,9.357,692.3,0.025029,0.31768,3.06,0.2731,89.06,546.0,21.06,35.4,0.3511,7.873876,26.047709,34.7,28.0,11111111111111111000000000000000,0.5512,6119.0,4.353,-0.1,1.119,1.027,281.32257,48.066502,14.955,0.049,-0.77,1.16,2e-05,-0.00042,-0.34,0.21,0.4,-0.35,0.3,0.46
1699,K02109.01,1,0,0,0,0,19.7919389,2454982.307,0.954,3.787,383.7,0.022714,0.1553,2.58,0.1473,86.29,736.0,69.48,14.76,0.3147,5.9132285,22.440235,22.8,50.0,11111110111011101000000000000000,0.3509,6285.0,4.441,-0.18,1.039,1.084,287.38208,49.452389,14.09,0.545,-0.26,-0.13,0.00015,6e-05,-0.04,0.2,0.21,0.01,0.27,0.27
1700,K02175.01,1,0,0,0,0,26.8475962,2454975.17,0.457,10.068,254.1,0.01474,0.16528,3.2,0.1833,88.58,800.0,96.89,18.47,0.4554,6.623207,23.146439,39.2,27.0,10101010101010101000000000000000,0.6452,5508.0,3.897,0.1,1.988,1.136,291.88004,45.387932,12.848,0.032,0.2,0.2,-8.7e-05,-8.9e-05,-0.22,-0.58,0.63,-0.35,-0.73,0.81
1701,K02177.01,1,0,0,0,0,62.8917493,2454972.128,0.632,6.831,791.0,0.02681,0.8818,2.5,0.2881,89.36,384.0,5.13,56.9,0.582,6.4027557,17.591223,22.6,19.0,11111110111011101000000000000000,0.4521,5052.0,4.48,0.16,0.855,0.805,286.36746,48.423931,15.481,0.315,-0.68,-0.2,0.00068,8e-05,0.08,-0.42,0.43,0.19,-0.47,0.51
1702,K02179.01,1,0,0,0,0,14.87149773,2454970.696,0.018,2.4076,944.9,0.027799,9.75643,1.59,0.0977,89.98,391.0,5.51,48.5,0.4768,5.3960824,24.328325,27.3,74.0,00011111111111111000000000000000,0.6118,3825.0,4.749,0.07,0.524,0.561,293.67422,47.908459,15.673,0.164,0.34,0.31,-0.00063,-0.0001,0.23,-0.11,0.25,0.46,0.12,0.48
1703,K02179.02,1,0,0,0,0,2.732767897,2455187.096,0.748,1.1102,613.1,0.024752,5.83579,1.42,0.0316,86.76,687.0,52.68,13.21,0.4768,3.485454,21.688448,27.0,407.0,00011111111111111000000000000000,0.7692,3825.0,4.749,0.07,0.524,0.561,293.67422,47.908459,15.673,0.001,-0.07,0.99,-0.00015,-0.00048,0.45,0.24,0.51,0.76,0.49,0.9
1704,K00231.01,-1,0,1,0,0,119.8401019,2454994.863,1.269,3.6796,5448.7,0.365731,2.61057,26.96,0.4267,89.42,255.0,1.0,125.6,0.6811,29.969627,74.31422,83.7,10.0,11111111111111111000000000000000,0.8344,4602.0,4.637,0.0,0.675,0.733,287.40244,39.190731,14.945,0.499,0.07,0.1,-0.0008,-0.0003,-0.047,-0.057,0.074,-0.021,0.107,0.109
1705,K00234.01,1,0,0,0,0,9.61375316,2454965.186,0.604,4.654,797.9,0.026947,0.46378,3.27,0.0897,87.37,931.0,177.26,13.13,0.3588,11.460757,83.48201,108.6,142.0,11111111111111111000000000000000,0.7103,5997.0,4.364,0.02,1.11,1.037,290.35815,44.518749,14.283,0.057,0.12,-0.22,-0.00013,0.00011,0.025,0.06,0.07,0.007,0.03,0.03
1707,K02263.01,1,0,0,0,0,29.9685917,2454980.86,0.282,6.678,309.5,0.016258,0.79028,1.91,0.1969,89.52,644.0,40.76,33.48,0.3239,6.2564845,19.811733,26.5,47.0,11111111111111111000000000000000,0.2197,6249.0,4.428,-0.04,1.076,1.13,286.97128,44.708302,14.456,0.125,0.56,-0.82,-0.00017,0.00018,-0.8,-0.59,1.0,-0.9,-0.73,1.16
1708,K02264.01,1,0,0,0,0,33.2407985,2454976.467,0.231,4.675,341.9,0.01668,2.66299,1.51,0.1975,89.75,486.0,13.17,53.78,0.4603,5.539942,17.635292,20.4,38.0,11111111111111111000000000000000,0.4965,5382.0,4.571,0.1,0.827,0.928,290.34851,50.902851,14.477,0.024,0.49,-0.79,-0.00018,0.00034,0.32,0.21,0.39,0.23,0.27,0.35
1709,K02265.01,-1,0,0,1,1,2.97600846,2454965.981,0.715,4.274,103.2,0.009965,0.12518,2.27,0.0437,79.4,1892.0,3034.68,3.88,0.3166,4.1984186,20.244244,25.9,455.0,11111111111111111000000000000000,0.381,6208.0,3.898,-0.1,2.088,1.256,290.13821,38.491184,13.4,0.0,0.04,0.04,0.000105,0.000122,-0.22,-0.57,0.61,-0.29,-0.97,1.02
1710,K02345.01,1,0,0,0,0,15.18727049,2454967.055,0.839,4.509,292.5,0.017654,0.26952,1.94,0.1183,86.77,789.0,91.56,14.87,0.3071,4.616219,17.602406,21.4,73.0,11111011101110111000000000000000,0.6864,6136.0,4.414,-0.36,1.005,0.956,294.61481,40.833172,14.724,0.129,0.08,0.25,4e-05,0.00018,-0.48,0.03,0.48,-0.35,0.06,0.36
1711,K02346.01,1,0,0,0,0,28.6853212,2454992.871,0.922,6.307,689.1,0.029427,0.09252,2.69,0.179,86.68,547.0,21.09,15.91,0.3858,5.2089367,18.835445,23.8,44.0,11111111111111111000000000000000,0.6886,5726.0,4.559,-0.18,0.838,0.93,292.29062,44.653252,15.658,0.023,1.04,0.51,-0.00072,-0.00038,0.07,0.1,0.12,0.06,0.07,0.1
1712,K02347.01,1,0,0,0,0,0.588001053,2454965.059,0.403,1.1451,297.4,0.015848,2.81504,0.99,0.0114,83.78,1188.0,473.45,3.72,0.5308,4.172254,31.676039,50.9,2275.0,11111111111111111000000000000000,0.996,3814.0,4.687,0.24,0.57,0.576,292.77338,44.178131,14.934,0.027,0.71,-0.53,-8.4e-05,9.7e-05,-0.04,-0.12,0.13,0.22,-0.31,0.38
1713,K02348.01,1,0,0,0,0,85.7357202,2455003.981,0.033,7.625,747.7,0.025021,1.75443,2.94,0.3877,89.98,448.0,9.54,88.01,0.3588,7.2086773,16.812538,20.8,17.0,11111111111111111000000000000000,0.0428,6096.0,4.397,-0.04,1.077,1.054,289.4415,42.498131,15.301,0.695,-0.02,0.36,0.00012,-0.0002,0.43,0.07,0.43,0.47,0.07,0.47
1714,K02350.01,1,0,0,0,0,1.078389713,2454966.25,0.846,1.3394,300.5,0.018374,0.75953,1.98,0.0196,76.41,1667.0,1817.38,3.6,0.5167,4.266609,30.415829,23.6,1239.0,11111111111111111000000000000000,0.768,5325.0,4.384,0.14,0.985,0.857,290.27969,41.515049,15.143,0.002,0.58,0.45,-0.00023,-0.00013,-0.07,0.24,0.25,-0.2,0.27,0.33
1715,K02110.01,1,0,0,0,0,5.03728033,2454967.109,0.96,2.0619,76.3,0.010281,0.15727,1.55,0.0628,80.72,1321.0,720.22,5.95,0.3031,5.227356,20.589466,20.9,269.0,11111111111111111000000000000000,0.0903,6387.0,4.271,0.2,1.381,1.306,294.46854,49.33102,12.189,0.293,-0.36,-0.14,3.3e-05,9e-06,-0.54,-0.25,0.59,-0.52,-0.31,0.6
1716,K02111.01,1,0,0,0,0,3.289726319,2454964.755,0.052,2.3274,234.9,0.013779,2.29385,1.37,0.0424,89.73,1116.0,367.18,10.948,0.4695,3.9105492,19.873373,27.0,407.0,11111111111111111000000000000000,0.8155,5463.0,4.492,0.16,0.91,0.937,286.28473,44.781551,14.866,0.001,0.06,-0.83,-1e-05,0.00022,-0.28,-0.1,0.3,-0.29,0.03,0.3
1717,K02111.02,1,0,0,0,0,7.18644594,2454969.623,0.892,1.4972,402.0,0.02206,2.24354,2.19,0.0714,87.2,860.0,129.48,18.3,0.4695,4.7410917,18.709436,23.8,172.0,11111111111111111000000000000000,0.2118,5463.0,4.492,0.16,0.91,0.937,286.28473,44.781551,14.866,0.0,-0.08,-1.24,4e-05,0.0006,0.08,-0.23,0.24,0.08,-0.1,0.12
1718,K02113.01,1,0,0,0,0,15.94248453,2454979.332,0.022,3.4894,1093.7,0.029718,3.45443,2.62,0.1194,89.96,616.0,34.06,35.937,0.4526,6.1883283,29.598806,34.3,73.0,00011111111111111000000000000000,0.4163,5376.0,4.576,-0.02,0.806,0.897,293.82431,42.779701,15.886,0.01,0.28,0.43,-0.00041,0.00044,-0.28,-0.49,0.57,-0.34,-0.06,0.35
1719,K00223.02,1,0,0,0,0,41.0081117,2454980.034,0.878,4.376,1004.5,0.034114,0.67537,2.64,0.2144,88.72,425.0,7.72,39.2,0.4767,9.753368,33.63907,43.9,28.0,11111111111111111000000000000000,0.9033,5303.0,4.63,-0.38,0.708,0.785,286.16205,39.678001,14.708,0.034,-0.25,-0.21,0.00049,0.00031,-0.2,0.27,0.34,-0.04,0.31,0.31
1720,K02180.01,1,0,0,0,0,11.55562042,2454971.198,0.874,1.6758,441.5,0.022688,3.10825,2.11,0.0983,88.21,703.0,57.75,28.0,0.4603,4.511095,18.907585,22.7,117.0,11111111111111111000000000000000,0.6067,5420.0,4.555,0.14,0.85,0.945,293.32242,42.86747,14.816,0.0,1.18,-0.84,-0.00053,0.00047,-0.11,0.22,0.24,-0.06,0.33,0.34
1721,K02181.01,1,0,0,0,0,12.2885046,2454974.619,0.632,2.807,342.1,0.017657,2.38362,3.22,0.1017,88.64,913.0,164.61,26.7,0.5695,4.0287733,17.047945,12.0,111.0,11111111111111111000000000000000,0.4588,5109.0,3.96,0.1,1.671,0.929,301.34286,44.672211,14.414,,1.91,0.97,,-0.00046,0.01,-0.24,0.24,0.02,-0.3,0.3
1722,K02182.01,1,0,0,0,0,17.13263125,2454980.155,0.298,3.0555,850.2,0.026597,4.80501,2.31,0.1242,89.59,611.0,32.91,42.09,0.4341,5.2902617,22.876215,26.4,66.0,00011111111111111000000000000000,0.9894,5477.0,4.578,-0.16,0.794,0.876,295.56799,42.478298,15.842,0.135,0.78,-1.22,-0.0006,-0.00011,0.32,0.18,0.36,0.09,-0.5,0.51
1723,K02183.01,1,0,0,0,0,19.0231361,2454972.66,0.698,3.431,401.6,0.019553,1.63025,2.04,0.1374,88.73,647.0,41.5,31.5,0.4603,4.5457025,18.81096,19.7,70.0,11111111111111111000000000000000,0.524,5569.0,4.459,0.14,0.954,0.955,292.17114,40.916309,15.198,0.137,-0.06,0.48,-7e-05,-0.00032,0.09,0.09,0.13,-0.08,-0.2,0.21
1724,K02183.02,1,0,0,0,0,4.57948235,2454968.097,0.055,3.106,207.1,0.012971,1.33901,1.35,0.0532,89.72,1040.0,276.82,11.407,0.4603,4.268362,17.950302,20.0,285.0,11111111111111111000000000000000,0.0773,5569.0,4.459,0.14,0.954,0.955,292.17114,40.916309,15.198,0.0,0.55,-2.01,-0.00016,0.00037,-0.11,-0.14,0.18,-0.3,-0.36,0.47
1725,K02266.01,1,0,0,0,0,1.003931703,2454965.1,0.023,1.4361,491.1,0.019769,3.08321,1.6,0.0175,89.76,1419.0,962.58,5.477,0.5508,4.174417,20.559895,25.2,858.0,00011101110111011000000000000000,0.2666,4949.0,4.552,-0.18,0.741,0.715,298.30273,47.694031,15.942,0.553,-0.4,0.03,0.00018,-0.00011,-0.03,-0.12,0.12,-0.1,-0.3,0.32
1726,K02269.01,-1,0,1,1,0,0.614083885,2454965.47,0.106,0.9817,389.5,0.01832,5.8184,2.55,0.0156,88.76,2603.0,10827.22,4.877,0.3031,4.61359,33.34368,36.4,2178.0,11111111111111111000000000000000,0.9032,6521.0,4.352,0.21,1.276,1.334,297.01965,49.997379,15.177,0.0,0.72,0.68,-6.7e-05,-0.00021,0.55,0.033,0.55,0.54,0.076,0.55
1727,K02271.01,1,0,0,0,0,55.8224775,2455002.037,0.031,5.457,879.6,0.026492,3.12988,2.13,0.2663,89.98,379.0,4.85,80.19,0.49,7.0354476,20.842255,23.7,22.0,11111111111111111000000000000000,0.9005,5162.0,4.611,-0.18,0.736,0.817,287.2977,47.455441,15.624,0.054,-1.02,0.05,0.00103,2e-05,-0.14,0.08,0.17,0.06,0.24,0.25
1728,K02272.01,0,0,0,0,0,1.34145255,2454965.691,0.68,7.502,26.6,0.005021,0.02305,1.31,0.0287,58.42,3015.0,19568.74,1.299,0.2246,3.9162326,16.674618,31.2,1006.0,11111111111111111000000000000000,0.3107,7495.0,3.926,-0.1,2.389,1.754,294.15366,46.309681,12.783,0.005,0.55,0.09,-9e-06,-2.3e-05,0.39,-0.01,0.39,0.29,-0.21,0.36
1729,K02273.01,1,0,0,0,0,6.11010439,2454969.912,0.284,2.314,59.7,0.007118,3.75664,0.93,0.0709,89.16,1125.0,378.84,19.5,0.3403,4.2568235,14.305465,11.8,218.0,11111111111111111000000000000000,0.1568,6213.0,4.387,0.36,1.195,1.27,294.91156,46.491459,12.716,0.011,1.51,0.28,-8.6e-05,-8e-06,0.25,0.42,0.49,0.3,0.5,0.58
1730,K00240.01,1,0,0,0,0,4.286866229,2454971.615,0.757,4.4726,1321.9,0.036172,0.14938,4.14,0.0535,81.72,1217.0,517.66,5.25,0.319,11.960636,101.53744,167.3,316.0,11111111111111111000000000000000,0.7105,6228.0,4.441,-0.08,1.049,1.107,291.08014,43.860199,14.982,0.047,0.19,0.2,-0.00016,-0.00011,0.089,0.021,0.091,0.065,0.093,0.113
1731,K02351.01,1,0,0,0,0,10.27380957,2454967.657,0.125,3.252,352.8,0.017115,2.59443,1.68,0.0924,89.71,799.0,96.27,24.37,0.4035,4.465435,17.77157,19.2,126.0,11111111111111111000000000000000,0.1069,5806.0,4.528,-0.04,0.899,0.996,292.42758,37.320808,14.909,0.049,1.28,-0.84,-0.00041,-0.00013,-0.19,0.2,0.28,-0.2,0.09,0.22
1732,K02352.01,1,0,0,0,0,13.39155154,2454966.055,0.539,3.391,48.9,0.006628,1.78056,1.58,0.1173,88.8,1180.0,459.23,25.7,0.3098,4.9135346,18.317858,24.5,95.0,11111111111111111000000000000000,0.1324,6197.0,3.837,-0.32,2.188,1.198,285.1828,43.831078,10.421,0.433,0.65,-0.18,-2.4e-05,1e-05,1.92,0.66,2.04,0.93,0.3,0.98
1733,K02352.02,1,0,0,0,0,5.62904396,2454967.747,0.237,3.7295,39.5,0.005805,0.8586,1.39,0.0658,88.8,1576.0,1459.41,11.29,0.3098,4.312793,23.317818,32.2,237.0,11111111111111111000000000000000,0.8583,6197.0,3.837,-0.32,2.188,1.198,285.1828,43.831078,10.421,0.018,-0.81,-0.29,3.6e-05,1.2e-05,1.68,0.64,1.8,2.35,0.72,2.46
1734,K02352.03,1,0,0,0,0,8.2562857,2454970.927,0.816,2.0378,37.3,0.006235,1.68502,1.49,0.085,87.44,1387.0,874.56,18.24,0.3098,6.20247,14.519956,18.2,140.0,11111111111111111000000000000000,0.3804,6197.0,3.837,-0.32,2.188,1.198,285.1828,43.831078,10.421,0.762,0.05,0.27,4e-06,-9e-06,-1.11,-0.59,1.3,-1.2,-0.54,1.32
1735,K02113.02,1,0,0,0,0,12.33087921,2455194.974,0.011,3.0664,872.2,0.026543,3.9034,2.34,0.1006,89.98,671.0,47.99,31.54,0.4526,6.597222,26.103512,28.3,88.0,00011111111111111000000000000000,0.9748,5376.0,4.576,-0.02,0.806,0.897,293.82431,42.779701,15.886,0.011,-0.12,0.27,1e-05,0.0005,-0.11,-0.46,0.48,-0.13,-0.05,0.14
1736,K02114.01,1,0,0,0,0,4.421566535,2454965.185,0.869,2.1229,684.0,0.028726,0.66228,2.19,0.0471,84.34,729.0,66.94,8.81,0.7306,4.198272,28.934011,31.9,307.0,11111111111111111000000000000000,0.8846,4299.0,4.604,0.38,0.697,0.713,281.11176,42.45491,15.18,0.0,-1.28,-0.69,0.00013,0.00068,-0.01,-0.43,0.43,-0.26,0.13,0.29
1737,K02115.01,1,0,0,0,0,15.72585941,2454966.988,0.122,3.8284,1313.1,0.032661,2.55018,2.69,0.1151,89.78,602.0,31.13,32.18,0.49,6.6724334,29.69453,32.7,70.0,00001111111111111000000000000000,0.5296,5332.0,4.597,-0.22,0.755,0.824,294.15332,46.166439,16.144,0.002,-0.22,2.55,-0.00038,0.00073,2.0,-10.58,10.77,0.06,-0.56,0.57
1738,K02116.01,1,0,0,0,0,1.252753881,2454966.171,0.4,2.1472,200.0,0.013107,0.89491,2.44,0.0239,84.54,2199.0,5545.35,4.2,0.3671,4.9502788,25.040089,40.5,1069.0,11111111111111111000000000000000,0.6997,5907.0,4.041,0.16,1.705,1.165,291.1452,44.062538,14.69,0.008,0.57,0.25,-9.9e-05,-7.8e-05,0.28,-0.07,0.29,0.12,-0.23,0.26
1739,K02117.01,1,0,0,0,0,13.36019864,2454964.815,0.534,2.788,699.9,0.024481,3.47892,1.84,0.1002,89.04,520.0,17.3,32.0,0.696,4.1427994,18.731478,21.3,103.0,11111111111111111000000000000000,0.4981,4500.0,4.638,0.28,0.688,0.768,286.47934,39.269958,15.637,0.121,0.94,-0.12,-0.00035,-0.0003,0.34,0.05,0.35,0.27,-0.31,0.41
1740,K02185.01,1,0,0,0,0,76.957056,2455025.337,0.638,9.551,367.1,0.018409,0.37258,2.09,0.3436,89.25,451.0,9.81,48.9,0.3447,8.274409,20.560215,26.5,17.0,11111111111111111000000000000000,0.8114,5878.0,4.363,-0.24,1.041,0.912,286.00296,44.756592,14.353,0.674,-0.17,0.05,-8e-05,8e-05,-0.41,0.1,0.42,-0.4,0.1,0.41
1741,K02186.01,0,0,0,0,0,14.97974335,2454976.462,0.93,4.126,1211.8,0.040734,0.18444,3.79,0.1106,85.89,620.0,34.95,12.98,0.5746,6.291428,29.358696,33.2,72.0,00011111111111111000000000000000,0.2948,5062.0,4.481,0.14,0.853,0.803,285.90848,38.212719,15.549,0.205,-0.77,-1.44,0.0004,0.00018,-0.24,0.16,0.29,-0.08,-0.04,0.09
1743,K02189.01,0,0,0,0,0,33.35859852,2454970.571,0.937,2.286,1825.9,0.050925,2.532,4.44,0.1854,88.99,459.0,10.46,53.0,0.5684,8.752004,27.081797,32.2,30.0,00011111111111111000000000000000,0.5828,5009.0,4.515,0.0,0.799,0.763,298.07474,40.94899,15.253,0.407,1.08,0.28,0.00046,0.00023,-0.25,-0.34,0.42,0.11,-0.25,0.27
1744,K02191.01,1,0,0,0,0,8.84784273,2454973.151,0.047,2.0572,460.2,0.019043,9.04523,1.15,0.0699,89.92,479.0,12.48,33.45,0.4768,4.121263,18.348387,21.1,120.0,11110111011101110000000000000000,0.3623,3867.0,4.718,0.1,0.552,0.581,285.08655,40.898998,14.911,0.073,0.13,0.97,-6e-05,-0.00034,0.27,0.16,0.31,0.18,0.34,0.38
1745,K02274.01,1,0,0,0,0,9.98970266,2454966.761,0.005,3.7,988.4,0.028075,1.80902,2.48,0.088,89.99,705.0,58.26,21.21,0.5167,5.518997,19.314867,24.1,62.0,01010101010101010000000000000000,0.5336,5265.0,4.58,0.14,0.81,0.91,292.16858,43.779671,15.909,0.198,-0.7,-0.41,0.00071,0.0003,-0.01,0.1,0.1,0.03,0.03,0.04
1746,K00235.01,1,0,0,0,0,5.63252508,2454966.818,0.455,2.1448,634.4,0.023204,3.71393,2.04,0.0598,88.58,844.0,119.75,18.4,0.5167,7.3015237,62.67986,70.9,241.0,11111111111111111000000000000000,0.0716,5216.0,4.58,0.14,0.804,0.896,295.10995,43.915211,14.353,0.0,-0.11,-0.11,-0.00056,-7e-05,0.223,-0.06,0.23,0.146,-0.319,0.351
1747,K02276.01,1,0,0,0,0,1.442592305,2454967.072,0.207,2.9698,166.0,0.011979,0.47046,2.67,0.0284,86.82,2700.0,12557.23,3.727,0.2367,4.9855943,39.161354,27.1,742.0,11111011101110111000000000000000,0.9861,7216.0,3.983,-0.36,2.043,1.462,294.95892,38.591572,11.558,0.043,0.17,0.06,-1.4e-05,1.9e-05,-0.04,-0.15,0.16,-0.05,-0.04,0.06
