,pl_name,disposition,pl_orbper,pl_rade,pl_trandep,st_teff,st_rad,st_logg,ra,dec
7280,K05082.01,FALSE POSITIVE,379.63135,1.67,1036.2,4847.0,0.527,4.755,292.89105,39.88398
7281,K05083.01,CANDIDATE,69.932459,8.25,264.4,5207.0,5.183,3.298,293.05536,39.840069
7282,K05084.01,CONFIRMED,287.377314,11.67,4376.9,5548.0,1.793,3.964,295.42935,39.886539
7283,K05202.01,CANDIDATE,535.93723,1.83,337.2,6014.0,0.958,4.494,292.55951,41.090012
7284,K05203.01,FALSE POSITIVE,367.72767,1.96,926.0,4869.0,0.657,4.648,293.00101,41.02478
7285,K05204.01,FALSE POSITIVE,4.20601251,0.82,106.7,5514.0,0.79,4.518,298.50342,41.080181
7286,K05205.01,CANDIDATE,313.051405,2.91,594.9,6218.0,1.185,4.322,284.66022,41.10894
7287,K05206.01,FALSE POSITIVE,4.18236124,69.37,193980.0,6188.0,1.166,4.314,285.10342,41.112469
7288,K05207.01,CANDIDATE,18.9828305,0.72,49.1,5962.0,1.035,4.443,285.68912,41.18961
7289,K05208.01,FALSE POSITIVE,186.59466,2.66,685.0,6163.0,1.013,4.461,289.53439,41.157532
7290,K05209.01,FALSE POSITIVE,7.87173698,0.54,34.7,5428.0,0.94,4.404,299.14111,41.185001
7291,K05320.01,CANDIDATE,357.437578,3.13,272.3,7610.0,1.862,4.127,298.45322,42.1101
7292,K05321.01,CANDIDATE,215.634356,1.92,148.0,6163.0,1.568,4.06,298.95654,42.156315
7293,K05322.01,CANDIDATE,30.928898,8.1,203.3,5029.0,5.127,3.237,283.97293,42.276588
7294,K05323.01,FALSE POSITIVE,7.155547398,48.93,2568.8,4992.0,8.052,2.947,286.55112,42.234798
7295,K05324.01,CANDIDATE,293.392635,6.84,518.8,5203.0,3.055,3.489,287.90686,42.208721
7296,K05325.01,FALSE POSITIVE,63.024229,1.5,294.6,5691.0,0.887,4.544,288.30215,42.237282
7297,K05326.01,FALSE POSITIVE,506.771836,1.8,195.2,6035.0,1.283,4.177,288.57758,42.296021
7298,K05327.01,CANDIDATE,5.43361347,2.09,1421.0,3694.0,0.566,4.686,291.55667,42.214169
7299,K04961.01,CANDIDATE,348.96347,2.04,585.2,4823.0,0.792,4.564,294.0845,38.156319
7300,K04962.01,FALSE POSITIVE,57.1143966,1.82,268.8,6136.0,1.106,4.378,294.42056,38.190529
7301,K04963.01,CANDIDATE,59.4037839,1.65,123.5,6373.0,1.209,4.256,287.04688,38.231617
7302,K04964.01,FALSE POSITIVE,485.91276,3.61,1368.0,5957.0,0.937,4.506,291.58234,38.29966
7303,K04965.01,FALSE POSITIVE,20.5311708,1.39,284.6,5398.0,0.805,4.58,292.30801,38.2906
7304,K04966.01,FALSE POSITIVE,2.31164074,39.73,488.7,4883.0,18.427,2.439,287.8613,38.372292
7305,K04967.01,CANDIDATE,43.581043,1.94,348.7,6225.0,1.031,4.45,292.47034,38.394341
7306,K05085.01,CANDIDATE,327.063,2.82,1006.0,5750.0,0.882,4.538,295.62579,39.824638
7307,K05086.01,FALSE POSITIVE,21.92866538,65.97,22178.0,5001.0,3.028,3.469,297.31741,39.877972
7308,K05087.01,CANDIDATE,651.07431,1.55,153.7,5696.0,1.261,4.218,297.50919,39.88802
7309,K05088.01,CANDIDATE,49.1782244,1.79,449.0,5674.0,0.839,4.473,283.67819,39.964279
7310,K05089.01,FALSE POSITIVE,545.54618,2.01,177.7,6432.0,1.476,4.145,283.8624,39.9454
7311,K05090.01,FALSE POSITIVE,1.928420823,79.4,191240.0,6615.0,1.326,4.257,284.52118,39.950661
7312,K05091.01,FALSE POSITIVE,328.84846,2.23,901.0,5382.0,0.724,4.603,286.18781,39.993919
7313,K05092.01,CANDIDATE,271.790292,2.38,318.4,6484.0,1.32,4.258,291.10825,39.955681
7314,K05211.01,CANDIDATE,3.5645249,0.6,53.9,5435.0,0.824,4.578,287.00836,41.289101
7315,K05212.01,FALSE POSITIVE,426.34444,1.33,90.2,6395.0,1.394,4.17,288.37491,41.27457
7316,K05213.01,CANDIDATE,48.2455501,0.64,60.5,5441.0,0.827,4.481,290.0495,41.250359
7317,K05214.01,FALSE POSITIVE,256.846143,46743.4,1706.0,5208.0,4.329,3.321,290.40628,41.22184
7318,K05215.01,FALSE POSITIVE,146.931518,2.89,257.0,6237.0,1.135,4.338,292.88855,41.223728
7319,K05216.01,CANDIDATE,377.311149,2.56,804.0,5897.0,0.891,4.531,293.46365,41.290939
7320,K05336.01,CANDIDATE,265.741374,3.24,273.4,6537.0,1.859,4.044,286.79755,42.42091
7321,K05337.01,CANDIDATE,470.65357,2.99,985.0,6039.0,0.951,4.493,289.04572,42.446758
7322,K05338.01,FALSE POSITIVE,309.19347,3.07,1445.0,5504.0,0.819,4.572,291.32291,42.42207
7323,K05339.01,FALSE POSITIVE,1.541530919,115.49,213260.0,7631.0,1.937,4.059,291.88705,42.430149
7324,K05340.01,FALSE POSITIVE,122.713036,1.79,290.7,6244.0,1.009,4.46,293.06,42.402779
7325,K05341.01,CANDIDATE,15.18575582,2.26,256.7,6311.0,1.339,4.207,282.29132,42.545509
7326,K05343.01,FALSE POSITIVE,290.625016,2.86,147.6,5195.0,2.409,3.735,284.18527,42.563271
7327,K04968.01,FALSE POSITIVE,2.945414866,38.32,968.7,4403.0,12.927,2.178,292.68399,38.36573
7328,K04970.01,FALSE POSITIVE,232.822285,48.88,22617.0,6106.0,0.966,4.487,294.04364,38.36454
7329,K04971.01,FALSE POSITIVE,146.355097,0.82,820.0,3401.0,0.29,4.964,287.88785,38.49255
7330,K04972.01,CANDIDATE,26.092284,1.35,122.4,6346.0,1.214,4.362,290.9241,38.438339
7331,K04973.01,FALSE POSITIVE,0.523493764,1.82,54.0,6122.0,2.455,3.791,291.34595,38.464378
7332,K04974.01,FALSE POSITIVE,514.14221,2.98,1491.0,5524.0,0.78,4.579,291.39856,38.446381
7333,K04975.01,CANDIDATE,47.0628978,4.1,1647.0,5838.0,0.897,4.529,294.63104,38.404549
7334,K05093.01,FALSE POSITIVE,26.737139497,29.28,53516.0,5794.0,1.155,4.317,293.13907,39.925739
7335,K05094.01,FALSE POSITIVE,310.61299,3.04,920.0,6063.0,1.001,4.47,294.06229,39.902229
7336,K05095.01,FALSE POSITIVE,461.1417,7.1,382.0,5071.0,3.698,3.222,296.93536,39.924927
7337,K05096.01,FALSE POSITIVE,0.987069622,2.43,384.8,6602.0,1.223,4.354,298.34821,39.97628
7338,K05097.01,FALSE POSITIVE,329.71491,1.39,337.0,5576.0,0.758,4.56,283.89719,40.071369
7339,K05098.01,CANDIDATE,100.345648,1.57,372.3,5180.0,0.8,4.548,288.34174,40.09639
7340,K05099.01,CANDIDATE,111.187116,1.51,110.8,5806.0,1.281,4.168,288.9306,40.057339
7341,K05100.01,FALSE POSITIVE,1.23708565,36.31,803.8,6556.0,1.324,4.243,288.97766,40.010529
7342,K05217.01,FALSE POSITIVE,498.24938,14.02,522.6,4949.0,6.334,3.136,293.91647,41.24197
7343,K05218.01,FALSE POSITIVE,1.573020098,31.6,292.2,6770.0,1.449,4.232,297.10431,41.219921
7344,K05219.01,CANDIDATE,27.765596,1.2,147.6,5897.0,0.999,4.476,297.26181,41.255508
7345,K05220.01,FALSE POSITIVE,1.534679933,18.39,456.6,4965.0,8.834,2.863,298.38043,41.296391
7346,K05221.01,FALSE POSITIVE,71.59889,4.49,654.0,6637.0,1.662,4.014,299.04315,41.233978
7347,K05222.01,CANDIDATE,367.6758,2.77,699.5,6140.0,1.048,4.455,283.51559,41.335819
7348,K05223.01,CANDIDATE,354.21154,8.41,821.3,4842.0,3.035,3.562,284.3486,41.319389
7349,K05224.01,CANDIDATE,171.028691,2.49,394.2,6123.0,1.252,4.332,285.17563,41.342499
7350,K04976.01,CANDIDATE,624.90338,2.77,249.0,7089.0,1.729,4.148,294.86414,38.480183
7351,K04977.01,CANDIDATE,25.5338535,1.18,368.0,4445.0,0.635,4.63,285.5293,38.548141
7352,K04978.01,CANDIDATE,339.18998,2.75,822.0,5544.0,0.966,4.402,286.59076,38.5583
7353,K04980.01,FALSE POSITIVE,2.976012511,79.99,449090.0,6572.0,1.08,4.408,290.13269,38.51368
7354,K04981.01,CANDIDATE,349.73652,2.32,886.0,5310.0,0.796,4.582,290.94846,38.56591
7355,K04982.01,FALSE POSITIVE,1.606003121,360.08,402550.0,5297.0,5.059,2.909,292.93695,38.593071
7356,K04983.01,FALSE POSITIVE,61.438007,14.79,253.0,5080.0,8.527,2.967,293.0076,38.50367
7357,K05101.01,CANDIDATE,436.18813,1.64,118.0,6499.0,1.497,4.084,289.35559,40.068352
7358,K05102.01,FALSE POSITIVE,147.863607,2.03,560.0,5485.0,0.867,4.556,289.86099,40.055641
7359,K05104.01,CANDIDATE,21.1579573,1.63,215.9,6063.0,1.012,4.476,290.12497,40.098381
7360,K05105.01,FALSE POSITIVE,19.545185,0.76,40.2,6273.0,1.16,4.311,292.91852,40.052898
7361,K05106.01,FALSE POSITIVE,215.044269,1.89,351.1,5651.0,1.02,4.374,295.33859,40.00787
7362,K05107.01,CANDIDATE,169.330666,16.68,532.7,5106.0,7.052,3.006,296.01852,40.087151
7363,K05108.01,FALSE POSITIVE,1.174683069,3.06,356.4,5974.0,1.143,4.332,296.99066,40.075298
7364,K05225.01,FALSE POSITIVE,33.2948005,1.46,215.7,6217.0,0.989,4.472,288.90735,41.35582
7365,K05226.01,CANDIDATE,249.35154,4.42,1637.0,5780.0,1.0,4.438,289.18372,41.343376
7366,K05227.01,CANDIDATE,371.56492,1.89,375.5,5735.0,0.972,4.351,289.34515,41.36478
7367,K05228.01,CANDIDATE,546.53309,1.03,758.0,3434.0,0.36,4.892,289.81567,41.396439
7368,K05229.01,CANDIDATE,364.63189,2.06,302.8,6446.0,1.155,4.381,290.39862,41.351559
7369,K05230.01,CANDIDATE,330.738115,4.42,333.3,5458.0,2.453,3.755,292.16544,41.329342
7370,K05231.01,CANDIDATE,78.876125,2.03,472.3,6046.0,0.927,4.509,292.74023,41.37896
7371,K05232.01,FALSE POSITIVE,476.39752,1.82,287.8,6300.0,1.064,4.401,293.48605,41.320229
7372,K04984.01,FALSE POSITIVE,231.364508,2.45,1488.0,4691.0,0.604,4.673,295.27454,38.564781
7373,K04985.01,FALSE POSITIVE,106.779168,1.94,163.0,7158.0,1.494,4.21,287.72379,38.624229
7374,K04986.01,CANDIDATE,444.04257,1.48,417.4,5776.0,0.726,4.622,290.3548,38.672531
7375,K04987.01,FALSE POSITIVE,12.5748872,1.03,731.0,3552.0,0.387,4.867,290.72061,38.697578
7376,K04988.01,FALSE POSITIVE,484.172005,2.38,518.2,5858.0,1.04,4.456,290.96146,38.673439
7377,K04989.01,FALSE POSITIVE,277.77499,2.48,1078.0,4949.0,0.73,4.561,291.7262,38.6866
7378,K04990.01,FALSE POSITIVE,561.08191,1.93,229.1,6014.0,1.258,4.264,292.00742,38.617329
7379,K04991.01,CANDIDATE,211.330867,2.09,531.0,5941.0,0.911,4.519,292.4809,38.654121
7380,K05109.01,FALSE POSITIVE,28.615014,1.69,70.5,5562.0,1.987,3.925,297.36008,40.031841
7381,K05110.01,CANDIDATE,105.5904748,8.16,292.4,4869.0,4.383,3.193,298.76041,40.052792
7382,K05111.01,FALSE POSITIVE,3.017155419,38.71,1381.8,5893.0,1.302,4.175,286.91632,40.166668
7383,K05113.01,FALSE POSITIVE,52.6727624,1.64,248.0,6184.0,1.038,4.448,291.1084,40.182991
7384,K05114.01,FALSE POSITIVE,34.4886903,0.71,59.9,5629.0,0.886,4.487,292.94348,40.117939
7385,K05115.01,FALSE POSITIVE,2.6228301,70.62,409710.0,6233.0,0.988,4.472,293.27817,40.157082
7386,K05116.01,FALSE POSITIVE,222.068928,29.97,643.0,5221.0,12.042,2.766,295.32401,40.1544
7387,K05233.01,FALSE POSITIVE,0.56493398,30.51,2067.0,5808.0,0.898,4.402,296.37366,41.39183
7388,K05234.01,FALSE POSITIVE,246.12174,7233.87,6847.0,5780.0,1.0,4.438,297.13892,41.300774
7389,K05235.01,FALSE POSITIVE,159.05846,1.54,194.3,6365.0,1.033,4.411,297.76724,41.366531
7390,K05236.01,CANDIDATE,550.86514,2.06,346.5,5912.0,1.115,4.367,298.39798,41.314892
7391,K05237.01,CANDIDATE,380.39474,1.84,603.0,5772.0,0.745,4.608,289.20016,41.430752
7392,K05238.01,FALSE POSITIVE,419.21314,5.06,2084.0,5780.0,1.0,4.438,289.62195,41.456196
7393,K05239.01,FALSE POSITIVE,350.98474,1.97,600.0,5473.0,0.816,4.537,290.29688,41.483501
7394,K05240.01,FALSE POSITIVE,298.4688,11.33,315.4,5189.0,6.491,3.12,293.69916,41.402222
7395,K04992.01,CANDIDATE,12.5747207,1.45,323.3,5654.0,0.774,4.59,293.77448,38.654381
7396,K04994.01,FALSE POSITIVE,528.10984,0.77,89.8,5618.0,0.811,4.566,294.08191,38.630859
7397,K04997.01,FALSE POSITIVE,119.669671,2.21,421.9,6382.0,1.059,4.432,291.12909,38.740528
7398,K04998.01,FALSE POSITIVE,598.31791,1.27,283.2,5216.0,0.735,4.613,291.19971,38.71133
7399,K05117.01,CANDIDATE,33.3726538,1.95,618.4,5504.0,0.796,4.583,296.01883,40.108009
7400,K05119.01,CANDIDATE,143.163697,20.03,390.3,5145.0,7.653,3.05,297.78833,40.130909
7401,K05120.01,FALSE POSITIVE,250.4858,2.1,674.6,5377.0,0.814,4.581,298.0976,40.14069
7402,K05121.01,FALSE POSITIVE,401.38712,2.04,166.2,5858.0,1.498,4.12,298.32886,40.147171
7403,K05122.01,FALSE POSITIVE,49.312677,2.84,1713.0,4541.0,0.666,4.608,284.97217,40.208111
7404,K05123.01,FALSE POSITIVE,288.94276,1.05,160.6,5786.0,0.827,4.463,289.53738,40.21331
7405,K05241.01,FALSE POSITIVE,273.6857427,37.15,15350.0,6033.0,1.65,4.071,296.1803,41.413071
7406,K05242.01,FALSE POSITIVE,28.1117095,1.19,119.4,5780.0,1.0,4.438,297.17383,41.471107
7407,K05243.01,FALSE POSITIVE,17.745456135,116.14,80258.0,6337.0,2.216,3.826,297.67651,41.428589
7408,K05244.01,FALSE POSITIVE,603.3102,2.6,517.9,6446.0,1.125,4.391,298.60699,41.446011
7409,K05245.01,CONFIRMED,7.20281185,3.06,1832.6,5388.0,0.717,4.56,284.05667,41.576729
7410,K05246.01,FALSE POSITIVE,36.4772788,1.65,463.0,4910.0,0.755,4.545,288.85443,41.574451
7411,K05247.01,CANDIDATE,282.0309,3.22,782.0,6343.0,1.137,4.411,289.5257,41.500488
7412,K05248.01,CANDIDATE,179.25465,1.35,272.4,5692.0,0.82,4.496,289.82709,41.524811
7413,K04999.01,CANDIDATE,65.752109,2.0,382.5,5816.0,1.03,4.432,291.65906,38.712158
7414,K05001.01,CANDIDATE,59.9655175,1.92,310.1,5729.0,1.105,4.372,291.82471,38.779911
7415,K05002.01,FALSE POSITIVE,399.49671,1.39,139.3,6224.0,1.177,4.321,285.8573,38.820068
7416,K05003.01,CANDIDATE,112.951287,15.19,555.6,5215.0,6.428,3.073,291.78705,38.863152
7417,K05004.01,CANDIDATE,103.363691,2.0,359.1,5762.0,1.022,4.461,292.5578,38.8503
7418,K05005.01,FALSE POSITIVE,251.958533,1.4,204.1,5870.0,0.985,4.449,293.65378,38.8339
7419,K05124.01,CANDIDATE,276.879492,11.67,1762.0,5324.0,0.966,4.396,290.2984,40.287842
7420,K05125.01,FALSE POSITIVE,389.169027,15.36,513.3,5075.0,6.918,3.031,293.66641,40.203629
7421,K05126.01,CANDIDATE,418.04355,13.73,481.6,5110.0,5.469,3.184,294.84802,40.240879
7422,K05127.01,FALSE POSITIVE,18.78970984,44.01,40789.0,6477.0,0.884,4.439,295.40698,40.242409
7423,K05128.01,FALSE POSITIVE,0.915782856,32.86,301.0,6318.0,1.333,4.256,299.18686,40.205929
7424,K05129.01,FALSE POSITIVE,0.66882716,124.42,68.2,3711.0,150.091,0.652,299.32156,40.265339
7425,K05130.01,CANDIDATE,370.05918,1.9,669.8,5228.0,0.751,4.592,284.46585,40.314941
7426,K05131.01,FALSE POSITIVE,43.5428781,17.47,5447.0,6669.0,1.427,4.224,287.96375,40.310322
7427,K05249.01,CANDIDATE,19.4534296,1.25,149.0,6372.0,1.015,4.453,291.50589,41.550388
7428,K05250.01,FALSE POSITIVE,3.72273683,0.52,37.8,5898.0,0.819,4.567,291.96027,41.578609
7429,K05251.01,FALSE POSITIVE,3.7229369,0.46,65.2,3724.0,0.48,4.767,291.96683,41.549751
7430,K05252.01,FALSE POSITIVE,1.80455062,0.65,39.7,6006.0,1.019,4.41,292.31476,41.582321
7431,K05253.01,FALSE POSITIVE,10.1955065,1.02,221.4,5182.0,0.666,4.601,282.92862,41.606091
7432,K05254.01,CANDIDATE,232.916142,1.2,64.8,5807.0,1.496,4.108,284.59164,41.639271
7433,K05255.01,FALSE POSITIVE,3.66115536,0.81,34.3,6356.0,1.308,4.241,289.39316,41.696701
7434,K00701.04,CONFIRMED,267.282521,1.43,471.9,4926.0,0.662,4.653,283.21274,45.349861
7435,K02045.03,CONFIRMED,16.9348104,1.31,346.3,4650.0,0.706,4.589,285.75146,41.33564
7436,K02150.02,CANDIDATE,44.7055876,72.59,471.8,5942.0,0.938,4.506,289.84286,38.309601
7437,K02422.02,CANDIDATE,57.3888262,1.88,344.4,5242.0,0.856,4.512,296.55005,49.102322
7438,K05007.01,CANDIDATE,14.5168151,1.82,86.0,5934.0,1.885,3.945,294.36734,38.846889
7439,K05009.01,CANDIDATE,359.98653,1.76,671.0,5171.0,0.677,4.626,286.23233,38.991749
7440,K05010.01,FALSE POSITIVE,1.540399732,0.58,57.6,5160.0,0.784,4.518,286.95206,38.960941
7441,K05011.01,FALSE POSITIVE,1.540389045,32.54,485.7,4964.0,15.155,2.562,286.9718,38.936481
7442,K05012.01,FALSE POSITIVE,1.540393027,2.17,526.2,5466.0,0.946,4.396,286.97745,38.913261
7443,K05013.01,FALSE POSITIVE,0.888045184,2.04,90.6,6316.0,2.087,3.908,290.33026,38.917721
7444,K05132.01,FALSE POSITIVE,43.9311596,58.37,9304.4,4888.0,5.132,3.257,289.61139,40.335838
7445,K05133.01,FALSE POSITIVE,494.62409,1.04,307.0,4302.0,0.604,4.647,290.0405,40.337379
7446,K05134.01,CANDIDATE,573.23826,6.93,470.1,5172.0,3.264,3.534,290.09991,40.386581
7447,K05135.01,CANDIDATE,314.765374,2.0,732.0,5228.0,0.755,4.6,290.93436,40.358158
7448,K05138.01,FALSE POSITIVE,78.60436061,34.8,78104.0,5938.0,0.985,4.427,295.18088,40.339882
7449,K05139.01,FALSE POSITIVE,294.202469,2.61,248.2,6897.0,1.635,4.121,297.74051,40.347881
7450,K05256.01,FALSE POSITIVE,588.10504,1.77,326.6,6214.0,0.965,4.457,290.47375,41.627548
7451,K05257.01,FALSE POSITIVE,116.170346,1.68,435.2,5510.0,0.762,4.594,292.08868,41.602459
7452,K05258.01,FALSE POSITIVE,452.30053,2.29,809.0,5396.0,0.766,4.599,292.48141,41.634289
7453,K05259.01,FALSE POSITIVE,39.5931053,1.22,156.6,6046.0,0.972,4.486,293.24936,41.659611
7454,K05260.01,FALSE POSITIVE,1.55935718,1.39,49.7,6475.0,1.9,3.921,293.37396,41.624859
7455,K05261.01,FALSE POSITIVE,100.629443,1.75,355.7,6351.0,0.921,4.513,293.54422,41.652641
7456,K05262.01,CANDIDATE,438.98396,32.58,745.2,5053.0,11.706,2.77,298.19696,41.650452
7457,K05263.01,FALSE POSITIVE,273.169948,2.8,283.3,5880.0,1.65,4.035,283.16446,41.778519
7458,K02473.03,CONFIRMED,14.5123622,2.08,355.8,5094.0,0.87,4.469,291.95999,44.900021
7459,K03156.02,FALSE POSITIVE,1.434200327,44.76,3097.3,6911.0,1.501,4.038,289.74249,39.267059
7460,K03156.03,FALSE POSITIVE,8.653098686,77.15,60715.0,6911.0,1.501,4.038,289.74249,39.267059
7461,K03175.01,FALSE POSITIVE,2.302365255,63.06,62160.0,5948.0,1.229,4.269,287.20685,40.003002
7462,K07857.01,FALSE POSITIVE,0.575445783,1.3,29.3,6215.0,2.396,3.802,299.90427,43.69495
7463,K03244.01,FALSE POSITIVE,214.715417,71.79,5211.2,5022.0,5.826,3.06,287.76627,42.32272
7464,K03272.01,FALSE POSITIVE,23.0295222,20.81,548.2,5877.0,0.959,4.445,297.82544,40.08799
7465,K05014.01,FALSE POSITIVE,359.04147,27.1,3658.0,4596.0,0.696,4.59,290.97659,38.996101
7466,K05015.01,FALSE POSITIVE,0.52363021,52.26,367100.0,5407.0,0.745,4.535,291.05634,38.974411
7467,K05016.01,FALSE POSITIVE,0.523632451,1.08,8.1,8277.0,3.518,3.693,291.06427,38.970661
7468,K05017.01,FALSE POSITIVE,492.25299,1.8,372.7,5755.0,0.936,4.478,292.13519,38.926491
7469,K05018.01,FALSE POSITIVE,293.5056071,48.59,6824.0,5455.0,1.006,4.381,292.4649,38.907421
7470,K05019.01,FALSE POSITIVE,25.95247,1.56,80.8,7351.0,1.679,4.17,293.70566,38.95528
7471,K05020.01,FALSE POSITIVE,4.34573349,0.86,73.5,5967.0,0.976,4.43,293.93387,38.944839
7472,K05021.01,CANDIDATE,288.07937,3.01,991.0,5825.0,0.965,4.504,294.90323,38.95647
7473,K05141.01,FALSE POSITIVE,288.285213,2.2,378.1,6171.0,1.127,4.337,298.20096,40.392319
7474,K05142.01,CANDIDATE,198.895864,3.33,1779.0,5184.0,0.808,4.502,284.54691,40.468529
7475,K05144.01,FALSE POSITIVE,491.08027,1.86,335.6,5931.0,0.997,4.396,287.77182,40.448051
7476,K05145.01,FALSE POSITIVE,3.350209754,1447.13,28325.0,6657.0,1.501,4.181,288.27094,40.400421
7477,K05146.01,FALSE POSITIVE,628.592314,6.99,393.7,5058.0,3.117,3.497,289.02536,40.422009
7478,K05147.01,FALSE POSITIVE,471.37787,1.31,102.9,5831.0,1.305,4.236,290.74387,40.479488
7479,K05265.01,FALSE POSITIVE,425.22927,1.4,829.0,3803.0,0.492,4.755,285.4115,41.715858
7480,K05267.01,CANDIDATE,5.1779065,2.93,129.5,5921.0,2.589,3.766,286.65286,41.756142
7481,K05268.01,CANDIDATE,474.22897,2.0,475.2,5818.0,0.925,4.523,290.38223,41.757408
7482,K05269.01,CANDIDATE,371.50631,2.88,992.0,5696.0,0.924,4.491,290.39795,41.75079
7483,K05271.01,FALSE POSITIVE,5.24331899,0.83,106.8,5430.0,0.735,4.613,291.82629,41.7173
7484,K03281.01,CONFIRMED,47.0320478,1.98,367.8,5370.0,1.055,4.337,284.22333,48.831772
7485,K03290.01,FALSE POSITIVE,10.31453308,29.6,2004.1,6335.0,0.837,4.455,295.30209,40.069801
7486,K03317.01,FALSE POSITIVE,15.52861675,1.96,500.0,5750.0,0.882,4.538,295.36752,42.65678
7487,K03333.01,FALSE POSITIVE,53.501860974,55.23,456780.0,5436.0,0.748,4.587,291.70251,50.863491
7488,K03359.01,FALSE POSITIVE,10.692230094,65.42,376650.0,6022.0,0.941,4.49,282.38327,48.042782
7489,K07858.01,FALSE POSITIVE,1.60375114,0.82,51.0,5818.0,1.116,4.292,299.98813,43.663319
7490,K03364.01,FALSE POSITIVE,15.7397651,1.18,287.7,4733.0,0.723,4.569,290.46207,48.699551
7491,K05023.01,FALSE POSITIVE,73.3377984,73.06,114900.0,7276.0,1.321,4.318,295.69751,38.902
7492,K05024.01,FALSE POSITIVE,282.159571,3.09,196.3,6677.0,2.108,3.92,287.40594,39.020889
7493,K05025.01,FALSE POSITIVE,6.58729511,58.09,127960.0,5619.0,1.406,4.07,291.17975,39.099651
7494,K05026.01,FALSE POSITIVE,459.23193,2.64,418.7,6067.0,1.116,4.307,291.21167,39.093189
7495,K05027.01,CANDIDATE,62.312419,6.15,123.0,4999.0,5.615,3.243,291.82446,39.00618
7496,K05028.01,FALSE POSITIVE,25.9493253,1.04,354.5,4835.0,0.526,4.758,293.6925,39.022141
7497,K05029.01,FALSE POSITIVE,212.76701,1.08,74.3,6098.0,1.245,4.286,294.33981,39.07333
7498,K05646.01,FALSE POSITIVE,386.62189,1.44,193.2,6085.0,1.033,4.412,283.8996,45.724232
7499,K05647.01,FALSE POSITIVE,84.644104,34.61,512.0,5229.0,15.517,2.486,285.50418,45.713482
7500,K05648.01,FALSE POSITIVE,575.95408,2.92,1210.0,5398.0,0.854,4.508,287.4462,45.794739
7501,K05649.01,CANDIDATE,426.942225,2.32,1209.0,5126.0,0.669,4.623,288.78986,45.727459
7502,K05650.01,FALSE POSITIVE,117.844963,2.52,1043.0,5317.0,0.769,4.595,288.9707,45.732079
7503,K05651.01,CANDIDATE,83.499618,1.72,501.0,5141.0,0.773,4.526,292.64258,45.732342
7504,K05652.01,CANDIDATE,91.507044,1.43,539.0,5040.0,0.626,4.635,296.05667,45.76976
7505,K05653.01,CANDIDATE,188.664098,2.02,960.0,4788.0,0.672,4.599,298.3862,45.764229
7506,K05772.01,CANDIDATE,75.636309,1.32,174.6,6072.0,0.994,4.467,281.32047,47.214809
7507,K05773.01,FALSE POSITIVE,24.614775,1.28,229.4,5654.0,0.849,4.536,283.02139,47.259651
7508,K05774.01,FALSE POSITIVE,1.21374744,96.19,185130.0,6791.0,1.619,4.137,283.8663,47.228271
7509,K05775.01,CANDIDATE,492.23808,2.19,676.8,5609.0,0.854,4.546,284.0925,47.251381
7510,K05776.01,CANDIDATE,198.6004,4.6,300.8,5357.0,2.522,3.641,288.47318,47.247921
7511,K05777.01,FALSE POSITIVE,372.30881,2.09,535.2,5966.0,0.904,4.519,289.41861,47.291889
7512,K05778.01,FALSE POSITIVE,454.244158,2.93,241.0,6446.0,1.874,3.935,292.12549,47.221966
7513,K05779.01,FALSE POSITIVE,112.48226,1.37,195.7,6089.0,0.95,4.495,297.09702,47.223492
7514,K05401.01,FALSE POSITIVE,229.948531,1.09,154.2,6225.0,0.861,4.537,286.03711,43.20401
7515,K05403.01,FALSE POSITIVE,2.41172358,50.53,3364.7,6363.0,1.332,4.22,288.91037,43.21846
7516,K05406.01,CANDIDATE,5.71966537,0.82,19.1,6356.0,1.865,3.985,296.65967,43.27029
7517,K05527.01,FALSE POSITIVE,209.06299275,72.26,250910.0,6130.0,1.024,4.42,296.0347,44.56221
7518,K05528.01,CANDIDATE,201.621794,2.02,480.0,5919.0,0.923,4.483,296.19122,44.542122
7519,K05529.01,FALSE POSITIVE,70.335879746,29.56,24418.0,6081.0,0.966,4.478,296.83002,44.549149
7520,K05530.01,FALSE POSITIVE,591.37382,2.2,245.0,6609.0,1.391,4.183,296.94693,44.553761
7521,K05531.01,FALSE POSITIVE,559.28332,2.54,1360.0,4386.0,0.709,4.586,298.51447,44.500278
7522,K05532.01,CANDIDATE,24.6777128,6.04,131.3,4995.0,5.058,3.118,300.83527,44.560661
7523,K05534.01,FALSE POSITIVE,136.355967,1.42,165.1,6077.0,1.058,4.408,283.7251,44.67886
7524,K05654.01,CANDIDATE,54.6957124,3.28,1096.0,5299.0,0.757,4.535,299.81772,45.709164
7525,K05655.01,FALSE POSITIVE,532.9307,4.68,181.4,7872.0,3.373,3.698,300.35648,45.737091
7526,K05657.01,CANDIDATE,284.699924,2.0,371.1,6054.0,1.028,4.425,288.02945,45.800098
7527,K05658.01,FALSE POSITIVE,171.69799,39.78,878.0,5033.0,13.679,2.645,297.29742,45.881748
7528,K05659.01,FALSE POSITIVE,444.89411,4.7,363.0,6195.0,2.439,3.753,298.73535,45.863979
7529,K05660.01,CANDIDATE,402.20969,10.03,472.5,4961.0,4.649,3.131,299.03528,45.869289
7530,K05661.01,FALSE POSITIVE,229.86928,9.57,1659.0,6065.0,2.344,3.763,300.42334,45.886761
