,pl_name,disposition,pl_orbper,pl_rade,pl_trandep,st_teff,st_rad,st_logg,ra,dec
7531,K05780.01,FALSE POSITIVE,5.14108479,25.74,611.2,5893.0,0.941,4.505,298.55719,47.251991
7532,K05782.01,CANDIDATE,584.55603,6.69,346.7,5208.0,3.62,3.458,291.36295,47.328709
7533,K05784.01,FALSE POSITIVE,40.1043796,1.5,187.3,6174.0,1.089,4.374,281.5239,47.474751
7534,K05786.01,FALSE POSITIVE,30.114681501,56.45,87057.0,6273.0,1.044,4.442,282.19702,47.419579
7535,K05787.01,CANDIDATE,69.775633,1.19,140.9,6224.0,0.983,4.413,291.63892,47.474972
7536,K05407.01,CANDIDATE,58.5029431,1.54,117.0,6525.0,1.412,4.215,296.6608,43.275089
7537,K05408.01,CANDIDATE,415.748785,3.24,463.7,5324.0,1.534,4.027,298.03403,43.228271
7538,K05409.01,FALSE POSITIVE,36.1826854,56.41,9471.7,5696.0,1.321,4.151,280.1925,43.302479
7539,K05410.01,CANDIDATE,24.1527864,0.97,78.1,6223.0,1.095,4.392,282.98114,43.300407
7540,K05411.01,CANDIDATE,11.1734401,1.4,61.3,7372.0,1.752,4.142,287.93747,43.377659
7541,K05412.01,FALSE POSITIVE,472.2265706,48.18,156140.0,5763.0,0.842,4.557,288.74359,43.351089
7542,K05413.01,CANDIDATE,428.379308,2.0,386.6,5574.0,0.953,4.381,294.51031,43.322319
7543,K05414.01,FALSE POSITIVE,1.507099289,26.56,1282.0,5762.0,0.801,4.576,297.25482,43.308979
7544,K05535.01,FALSE POSITIVE,253.652263,1169.79,26456.0,3960.0,0.537,4.721,285.70206,44.686989
7545,K05536.01,CANDIDATE,392.72811,1.85,499.7,5701.0,0.815,4.558,286.11234,44.657581
7546,K05538.01,FALSE POSITIVE,485.57785,2.18,853.0,5255.0,0.727,4.616,286.28214,44.6651
7547,K05539.01,CANDIDATE,374.05697,2.34,961.1,5302.0,0.771,4.595,286.29144,44.658772
7548,K05540.01,FALSE POSITIVE,643.4528,2.03,585.1,5649.0,0.845,4.553,286.78064,44.615559
7549,K05541.01,CANDIDATE,339.633833,2.04,517.8,5823.0,0.901,4.522,286.80566,44.63987
7550,K05542.01,FALSE POSITIVE,1.061934307,18.7,264.8,5853.0,0.868,4.544,288.92142,44.635181
7551,K05662.01,FALSE POSITIVE,9.5497037,1.45,706.7,3705.0,0.569,4.683,284.92264,45.973461
7552,K05663.01,CANDIDATE,140.884533,1.52,158.0,5960.0,1.213,4.306,285.60675,45.990318
7553,K05664.01,FALSE POSITIVE,77.138911,3.39,603.3,5778.0,0.911,4.531,287.25195,45.9529
7554,K05665.01,CANDIDATE,100.494129,1.33,57.6,6018.0,1.75,4.036,287.3548,45.948662
7555,K05666.01,CANDIDATE,182.453195,1.26,184.0,6164.0,0.927,4.483,289.02255,45.926022
7556,K05667.01,FALSE POSITIVE,0.536551592,12.88,153.2,6140.0,1.027,4.455,291.28577,45.953651
7557,K05669.01,FALSE POSITIVE,130.110715,1.32,251.9,5960.0,0.828,4.561,293.30792,45.983459
7558,K05788.01,FALSE POSITIVE,242.484764,1.58,361.7,6068.0,0.829,4.568,297.83392,47.420731
7559,K05789.01,CANDIDATE,383.26217,1.57,448.4,5074.0,0.761,4.536,283.46307,47.5546
7560,K05790.01,CANDIDATE,178.266978,3.71,1857.0,4899.0,0.713,4.624,287.29132,47.598251
7561,K05791.01,FALSE POSITIVE,385.593209,2.37,282.9,6205.0,1.358,4.194,289.53293,47.596931
7562,K05792.01,FALSE POSITIVE,215.737826,8.71,8476.0,4889.0,0.724,4.574,296.2486,47.526539
7563,K05793.01,FALSE POSITIVE,507.48249,1.22,232.1,5227.0,0.744,4.541,297.04718,47.51762
7564,K05794.01,CANDIDATE,30.9771151,4.3,125.0,5197.0,3.784,3.453,283.58612,47.633739
7565,K05415.01,FALSE POSITIVE,30.2111162,4.44,92.6,5132.0,4.732,3.321,297.53174,43.350368
7566,K05416.01,CONFIRMED,76.377855,6.28,11004.0,3869.0,0.584,4.674,281.6337,43.411579
7567,K05417.01,FALSE POSITIVE,55.249007325,60.79,205670.0,6063.0,1.012,4.476,288.15308,43.47356
7568,K05418.01,CANDIDATE,14.2673439,1.21,217.5,5475.0,0.837,4.567,289.72818,43.488239
7569,K05419.01,FALSE POSITIVE,22.52907,1.39,327.1,5284.0,0.769,4.594,289.76526,43.432331
7570,K05420.01,FALSE POSITIVE,66.247851,16.67,666.0,5214.0,6.519,3.109,290.85773,43.48455
7571,K05421.01,FALSE POSITIVE,370.91308,1.74,270.3,5892.0,1.054,4.386,291.13617,43.476749
7572,K05543.01,FALSE POSITIVE,7.41505161,91.09,937.0,4989.0,18.266,2.442,291.97943,44.69516
7573,K05544.01,FALSE POSITIVE,2.742590902,176.4,680400.0,7072.0,1.705,4.129,292.27148,44.697262
7574,K05545.01,CANDIDATE,541.04472,1.08,181.5,5829.0,0.802,4.575,295.59698,44.613892
7575,K05546.01,CANDIDATE,514.271499,3.01,688.9,6343.0,1.137,4.411,295.97278,44.645088
7576,K05547.01,CANDIDATE,571.14302,2.22,531.3,5751.0,0.943,4.514,296.9707,44.61042
7577,K05548.01,FALSE POSITIVE,216.453511,2.91,1137.0,5385.0,0.878,4.46,297.04089,44.62812
7578,K05550.01,CANDIDATE,540.39267,3.63,1780.0,5693.0,0.856,4.551,287.08969,44.792
7579,K05671.01,CANDIDATE,190.905243,1.73,227.1,6098.0,1.131,4.321,296.97369,45.995209
7580,K05672.01,FALSE POSITIVE,11.0153889,65.27,3446.0,5515.0,1.678,3.899,297.14429,45.950981
7581,K05674.01,FALSE POSITIVE,231.521608,1.96,478.7,5695.0,0.872,4.545,285.07355,46.033482
7582,K05675.01,FALSE POSITIVE,180.890384,2.47,205.3,7037.0,1.683,4.136,287.25385,46.094769
7583,K05676.01,FALSE POSITIVE,60.0546149,5.24,326.1,5242.0,2.917,3.606,287.37115,46.051189
7584,K05677.01,CANDIDATE,20.5142642,1.14,153.2,5221.0,0.936,4.422,288.13684,46.03838
7585,K05796.01,CANDIDATE,495.854189,2.41,548.6,5613.0,1.044,4.378,292.03522,47.684391
7586,K05797.01,FALSE POSITIVE,2.037453129,136.3,315910.0,6456.0,2.056,3.906,295.80463,47.670906
7587,K05798.01,CANDIDATE,318.25858,2.03,756.0,5108.0,0.759,4.596,297.69525,47.605862
7588,K05799.01,CANDIDATE,184.883155,2.82,304.1,5620.0,1.621,4.036,284.43692,47.750332
7589,K05800.01,CANDIDATE,11.006795,1.34,146.4,6091.0,1.047,4.424,287.37808,47.771191
7590,K05801.01,CANDIDATE,177.37583,1.96,459.7,5849.0,0.919,4.517,292.11447,47.729462
7591,K05802.01,FALSE POSITIVE,35.164087,62.03,1528.9,5485.0,2.087,3.82,296.4761,47.703018
7592,K05423.01,CANDIDATE,366.55705,2.63,582.5,5857.0,1.1,4.403,294.81995,43.471111
7593,K05426.01,CANDIDATE,124.887214,1.78,176.5,6103.0,1.234,4.209,297.29047,43.467789
7594,K05427.01,FALSE POSITIVE,0.533000886,40.94,4398.5,5934.0,1.064,4.331,281.65961,43.587891
7595,K05430.01,FALSE POSITIVE,99.97889,1.84,117.9,5229.0,1.725,3.985,287.49988,43.59108
7596,K05551.01,FALSE POSITIVE,374.71687,5.56,1126.2,5768.0,1.009,4.375,291.08795,44.751789
7597,K05552.01,CANDIDATE,295.958914,2.1,464.1,5505.0,0.992,4.386,298.13864,44.744061
7598,K05553.01,CANDIDATE,120.938669,2.32,782.1,5456.0,0.843,4.477,298.23279,44.756432
7599,K05554.01,CANDIDATE,362.22202,0.96,52.5,6113.0,1.277,4.168,300.39194,44.78532
7600,K05555.01,FALSE POSITIVE,42.070868,1.82,386.2,5197.0,0.938,4.422,300.95102,44.74918
7601,K05556.01,CANDIDATE,631.99116,1.86,345.6,5594.0,1.006,4.387,301.50656,44.711842
7602,K05557.01,FALSE POSITIVE,401.73243,2.88,366.4,5938.0,1.504,4.12,283.34769,44.889378
7603,K05558.01,FALSE POSITIVE,428.1186,2.18,443.8,6225.0,1.031,4.45,285.75574,44.85244
7604,K05678.01,FALSE POSITIVE,37.3683802,10.58,206.6,5101.0,6.422,3.15,288.47919,46.058208
7605,K05679.01,FALSE POSITIVE,615.81928,1.24,168.0,6120.0,0.955,4.489,291.21664,46.02248
7606,K05680.01,CANDIDATE,557.92882,2.97,262.2,5553.0,1.844,3.805,292.50098,46.037479
7607,K05681.01,CANDIDATE,77.51257,28199.3,1510.0,5261.0,3.63,3.459,294.69092,46.06662
7608,K05682.01,CANDIDATE,46.969389,7.45,1875.0,5401.0,1.717,3.885,294.69489,46.077
7609,K05683.01,FALSE POSITIVE,0.512581525,42.41,384480.0,4612.0,0.604,4.648,295.46451,46.016998
7610,K05684.01,CANDIDATE,206.801125,24.34,716.0,5048.0,8.611,2.978,295.87292,46.014462
7611,K05685.01,CANDIDATE,14.0019064,17.96,376.1,4883.0,6.502,2.783,297.59805,46.04377
7612,K05804.01,FALSE POSITIVE,1.42796645,39.76,6012.3,6099.0,0.919,4.511,297.61914,47.767921
7613,K05805.01,CANDIDATE,525.757041,11.07,830.2,5277.0,3.931,3.495,297.8389,47.751709
7614,K05806.01,CANDIDATE,313.82752,1.26,168.0,5914.0,0.973,4.453,297.87003,47.771091
7615,K05810.01,CANDIDATE,425.593391,2.25,237.6,5458.0,1.441,4.09,282.68713,47.816978
7616,K05433.01,CANDIDATE,237.819002,2.55,614.2,5878.0,1.035,4.424,294.30466,43.509701
7617,K05434.01,CANDIDATE,581.87357,2.96,905.6,5897.0,0.992,4.489,294.6467,43.577499
7618,K05435.01,CANDIDATE,15.9961296,1.71,500.7,4949.0,0.777,4.588,296.18665,43.581379
7619,K05436.01,FALSE POSITIVE,28.297207229,54.15,23193.0,6327.0,1.151,4.277,296.61633,43.529301
7620,K05438.01,FALSE POSITIVE,412.227551,21.53,819.5,5079.0,7.684,2.977,289.74466,43.684608
7621,K05559.01,FALSE POSITIVE,586.63177,1.18,199.9,5228.0,0.854,4.471,286.38165,44.879082
7622,K05560.01,FALSE POSITIVE,364.95068,3.69,824.0,5574.0,0.884,4.438,287.03516,44.815739
7623,K05562.01,FALSE POSITIVE,438.00974,0.73,79.2,5260.0,0.717,4.56,299.99295,44.88612
7624,K05563.01,CANDIDATE,7.62210397,3.8,146.1,5222.0,3.162,3.556,300.00098,44.828499
7625,K05564.01,FALSE POSITIVE,3.479508244,444.46,3000.4,4630.0,12.623,2.437,300.76859,44.83062
7626,K05565.01,FALSE POSITIVE,406.29695,1.85,136.5,6031.0,1.566,4.103,284.03015,44.908718
7627,K05566.01,CANDIDATE,0.9886684,3.18,126.6,6456.0,2.773,3.725,286.29129,44.920082
7628,K05686.01,FALSE POSITIVE,3.34465934,1.17,57.6,5966.0,1.551,4.069,299.84818,46.068039
7629,K05687.01,FALSE POSITIVE,513.14417,1.3,223.8,5709.0,0.837,4.557,287.38818,46.139381
7630,K05688.01,CANDIDATE,14.5555096,2.03,725.0,5176.0,0.738,4.612,294.35034,46.14957
7631,K05689.01,CANDIDATE,114.12716,2.76,974.0,4816.0,0.823,4.508,295.18097,46.179401
7632,K05690.01,CANDIDATE,17.0497376,45.89,478.6,5039.0,14.954,2.587,295.85934,46.117008
7633,K05691.01,FALSE POSITIVE,13.0366377,2.23,154.6,6084.0,1.677,4.009,297.88663,46.190578
7634,K05692.01,CANDIDATE,2.64181261,0.59,70.0,4147.0,0.683,4.601,285.63629,46.247269
7635,K05828.01,FALSE POSITIVE,270.98477,11761.1,13883.0,11068.0,1.555,4.377,292.70148,48.14328
7636,K05829.01,CANDIDATE,583.8531,1.97,491.0,5591.0,0.86,4.559,293.91037,48.192081
7637,K05830.01,CANDIDATE,72.782432,11.19,245.8,5099.0,7.317,3.021,296.5499,48.186661
7638,K05831.01,CANDIDATE,10.552241908,1.75,954.0,4031.0,0.585,4.666,297.45166,48.15691
7639,K05832.01,FALSE POSITIVE,2.74703312,61.97,152.2,8237.0,3.134,3.753,298.70694,48.10091
7640,K05833.01,CANDIDATE,440.171272,5.97,783.5,6261.0,1.679,4.001,286.59122,48.220268
7641,K05834.01,CANDIDATE,37.537859,1.77,269.0,6095.0,1.082,4.429,289.21732,48.204311
7642,K05835.01,CANDIDATE,474.96952,2.44,595.0,6287.0,0.962,4.473,290.57974,48.214218
7643,K05439.01,FALSE POSITIVE,0.864651455,0.69,67.7,5587.0,0.851,4.556,289.97064,43.662239
7644,K05440.01,CANDIDATE,74.624063,1.75,346.9,6187.0,0.937,4.499,291.07666,43.61208
7645,K05441.01,FALSE POSITIVE,25.4805211,1.25,159.0,6250.0,0.986,4.472,294.96277,43.671661
7646,K05442.01,FALSE POSITIVE,512.11636,1.47,315.4,5492.0,0.812,4.576,295.03766,43.62122
7647,K05443.01,FALSE POSITIVE,348.61891,2.4,689.0,5911.0,0.914,4.519,295.04797,43.650429
7648,K05444.01,FALSE POSITIVE,368.70839,2.87,957.0,6409.0,0.887,4.523,295.66922,43.654781
7649,K05445.01,FALSE POSITIVE,7.1091096,1.08,156.7,5665.0,0.82,4.568,299.10294,43.69421
7650,K05446.01,CANDIDATE,416.9504,7.35,479.8,5751.0,2.611,3.708,299.34103,43.643162
7651,K05567.01,FALSE POSITIVE,397.3958488,64.56,29825.0,5544.0,1.362,4.146,286.7926,44.968369
7652,K05568.01,CONFIRMED,62.134919,6.71,147.5,5889.0,4.912,3.358,288.5152,44.923229
7653,K05569.01,FALSE POSITIVE,1.667482003,15.15,545.5,4678.0,6.72,2.756,289.32968,44.974209
7654,K05570.01,CANDIDATE,574.65297,2.28,725.0,5596.0,0.821,4.553,289.62814,44.942421
7655,K05571.01,FALSE POSITIVE,5.29730786,1.49,190.8,5780.0,1.0,4.438,296.42862,44.980206
7656,K05572.01,CANDIDATE,21.9578446,0.78,96.6,5192.0,0.802,4.583,287.06146,45.03043
7657,K05573.01,FALSE POSITIVE,77.395279,6.16,437.0,5158.0,2.995,3.541,289.25467,45.05521
7658,K05574.01,CANDIDATE,373.41509,2.55,1806.0,4236.0,0.612,4.642,290.30774,45.01141
7659,K05693.01,FALSE POSITIVE,612.882452,2.42,631.0,6029.0,0.956,4.494,287.56281,46.258438
7660,K05694.01,CANDIDATE,107.904526,1.26,249.4,5565.0,0.802,4.574,287.86899,46.26936
7661,K05695.01,FALSE POSITIVE,11.03571773,70.42,144960.0,6201.0,1.23,4.213,293.3472,46.25544
7662,K05696.01,FALSE POSITIVE,42.093314,2.19,886.0,4885.0,0.763,4.541,294.25906,46.221199
7663,K05698.01,CANDIDATE,282.029084,2.33,312.8,6886.0,1.287,4.305,295.22586,46.22015
7664,K05699.01,FALSE POSITIVE,339.18109,1.7,157.9,6407.0,1.344,4.209,295.75208,46.253868
7665,K05700.01,FALSE POSITIVE,3.55650976,283.93,687450.0,8105.0,2.433,3.937,297.14346,46.228458
7666,K05812.01,CANDIDATE,3.1318392,1.5,159.9,6070.0,1.159,4.246,292.32944,47.835629
7667,K05814.01,FALSE POSITIVE,25.285232337,69.68,63022.0,6486.0,1.136,4.337,297.69446,47.87896
7668,K05815.01,CANDIDATE,207.767894,3.52,320.6,5210.0,1.849,3.894,298.06827,47.867809
7669,K05816.01,CANDIDATE,82.508054,14.04,351.9,4986.0,7.733,3.01,288.13202,47.995541
7670,K05817.01,CANDIDATE,113.083522,1.59,130.7,5903.0,1.4,4.179,288.72644,47.906872
7671,K05818.01,FALSE POSITIVE,1.23138339,0.82,72.7,5791.0,0.958,4.505,290.25308,47.983318
7672,K05819.01,CANDIDATE,381.37504,1.24,286.5,5513.0,0.729,4.614,291.21762,47.95216
7673,K05448.01,FALSE POSITIVE,7.2269859,0.79,160.3,4347.0,0.609,4.645,281.9617,43.713871
7674,K05449.01,FALSE POSITIVE,0.762724045,41.02,9782.2,5313.0,0.976,4.39,283.5701,43.736118
7675,K05451.01,CANDIDATE,529.39169,4.4,319.9,5283.0,2.504,3.699,288.03607,43.796139
7676,K05452.01,FALSE POSITIVE,362.49906,2.51,522.5,6043.0,1.065,4.369,294.31674,43.797642
7677,K05453.01,FALSE POSITIVE,190.65896,2.54,552.8,5508.0,0.835,4.549,295.27673,43.706509
7678,K05454.01,CONFIRMED,509.997402,2.62,1267.0,5037.0,0.756,4.54,297.5083,43.710949
7679,K05575.01,FALSE POSITIVE,1.50650036,0.81,45.4,6201.0,1.126,4.336,293.79514,45.098499
7680,K05577.01,CANDIDATE,495.51899,2.94,297.6,6043.0,1.634,4.038,299.07831,45.05481
7681,K05578.01,CANDIDATE,388.048463,3.0,149.6,5779.0,2.46,3.765,284.31519,45.132259
7682,K05579.01,CANDIDATE,34.0269868,1.57,361.7,4999.0,0.801,4.514,293.01563,45.16674
7683,K05580.01,CANDIDATE,173.219879,2.41,239.5,6007.0,1.518,4.158,293.61044,45.160938
7684,K05581.01,CONFIRMED,374.878133,4.27,914.6,5636.0,1.354,4.218,294.0434,45.139778
7685,K05582.01,FALSE POSITIVE,5.2362026,75.83,2019.5,6176.0,1.631,4.112,297.94617,45.10014
7686,K05702.01,CANDIDATE,511.882,2.56,610.0,6141.0,1.007,4.454,295.69479,46.319328
7687,K05703.01,FALSE POSITIVE,247.372131,2.47,513.4,5780.0,1.0,4.438,296.85858,46.30019
7688,K05704.01,CANDIDATE,96.16705,1.15,270.7,5147.0,0.716,4.617,300.47403,46.332039
7689,K05705.01,FALSE POSITIVE,95.254421,2.2,465.4,6063.0,1.012,4.476,289.87979,46.400139
7690,K05706.01,CONFIRMED,425.483539,3.2,996.6,5977.0,1.022,4.473,294.05762,46.441029
7691,K05707.01,CANDIDATE,208.800733,2.88,594.0,6208.0,1.168,4.372,296.94031,46.494099
7692,K05708.01,FALSE POSITIVE,7.863361238,22.7,18157.0,5615.0,1.4,4.136,297.31314,46.448212
7693,K05822.01,CANDIDATE,17.634272,1.69,76.7,4885.0,1.979,3.815,298.74216,47.945278
7694,K05823.01,FALSE POSITIVE,0.745086745,1.29,270.0,5325.0,0.75,4.607,289.16986,48.06678
7695,K05825.01,CANDIDATE,208.047137,2.05,287.5,5991.0,1.2,4.175,294.28503,48.059448
7696,K05826.01,CANDIDATE,30.561533,1.53,585.7,4294.0,0.664,4.609,297.39093,48.03928
7697,K05827.01,CONFIRMED,6.10968225,0.79,60.3,6024.0,1.009,4.309,282.23685,48.154243
7698,K05455.01,CANDIDATE,292.09809,2.09,528.8,5955.0,0.883,4.534,297.75494,43.789261
7699,K05456.01,FALSE POSITIVE,11.8045536,0.94,128.9,4971.0,0.857,4.482,298.62399,43.719471
7700,K05457.01,CANDIDATE,578.21623,3.54,120.6,5166.0,3.244,3.6,280.34219,43.83334
7701,K05458.01,CANDIDATE,56.648588,2.19,648.9,5023.0,0.782,4.565,281.8277,43.808689
7702,K05459.01,CANDIDATE,53.554546,3.1,127.6,6039.0,2.622,3.76,283.37384,43.801361
7703,K05460.01,FALSE POSITIVE,3.1748772,8.8,1741.0,5116.0,1.619,3.994,286.69333,43.869961
7704,K05461.01,CANDIDATE,119.079642,17.89,422.5,4849.0,8.984,2.942,286.92426,43.82943
7705,K05462.01,FALSE POSITIVE,371.18648,2.06,317.9,6231.0,1.152,4.34,290.7309,43.87009
7706,K05583.01,CANDIDATE,20.5858591,1.31,260.2,5523.0,0.753,4.526,300.9559,45.11108
7707,K05584.01,FALSE POSITIVE,10.90962154,149.1,499920.0,5323.0,2.064,3.714,283.98358,45.284752
7708,K05585.01,CANDIDATE,113.573945,3.45,249.6,5155.0,2.233,3.768,285.09998,45.23811
7709,K05586.01,FALSE POSITIVE,27.0779813,2.03,347.5,5906.0,0.85,4.467,285.91354,45.206799
7710,K05587.01,FALSE POSITIVE,1.827660875,42.1,46677.0,6352.0,1.072,4.427,286.12524,45.276932
7711,K05588.01,CANDIDATE,542.91133,2.27,750.1,5583.0,0.824,4.559,289.3334,45.242641
7712,K05589.01,FALSE POSITIVE,376.554588,2.0,481.0,5926.0,0.913,4.519,290.58508,45.22105
7713,K05590.01,FALSE POSITIVE,538.4263,3.2,242.0,5962.0,2.028,3.882,292.87256,45.246151
7714,K05711.01,FALSE POSITIVE,78.4286313,85.77,83303.0,5780.0,1.0,4.438,293.8945,46.592491
7715,K05712.01,CANDIDATE,287.75613,3.4,1987.0,4965.0,0.781,4.586,294.40469,46.56572
7716,K05713.01,FALSE POSITIVE,2.53021,41.44,367.9,5780.0,1.296,4.178,295.6026,46.517567
7717,K05714.01,FALSE POSITIVE,2.249000963,59.61,58776.0,6025.0,2.293,3.8,297.50803,46.521568
7718,K05715.01,CANDIDATE,189.961729,1.93,699.9,5335.0,0.742,4.613,292.38818,46.615101
7719,K05838.01,FALSE POSITIVE,432.074696,2.39,1088.0,5183.0,0.739,4.608,298.26733,48.207458
7720,K05839.01,CANDIDATE,169.415073,2.32,239.9,6362.0,1.378,4.238,298.47745,48.222031
7721,K05840.01,FALSE POSITIVE,460.77905,4.24,239.3,6126.0,2.717,3.731,283.54834,48.388931
7722,K05841.01,FALSE POSITIVE,3.21318517,8.24,2046.1,6712.0,1.513,4.159,291.85208,48.319561
7723,K05842.01,CANDIDATE,57.7749373,1.85,283.6,6277.0,1.097,4.417,297.19424,48.322891
7724,K05463.01,FALSE POSITIVE,1.20608769,44.46,1660.6,5657.0,1.355,4.186,292.21179,43.831848
7725,K05464.01,FALSE POSITIVE,613.82905,2.85,148.2,5636.0,2.357,3.809,294.08139,43.824032
7726,K05465.01,FALSE POSITIVE,476.80454,1.12,143.6,5806.0,0.901,4.473,294.57321,43.898521
7727,K05466.01,CONFIRMED,4.09513876,1.75,181.7,5858.0,0.963,4.495,294.63257,43.807671
7728,K05468.01,CANDIDATE,81.704814,1.65,297.0,6099.0,0.95,4.421,295.70108,43.825218
7729,K05469.01,FALSE POSITIVE,0.779615874,0.83,81.5,5764.0,0.863,4.548,296.73291,43.864319
7730,K05470.01,CANDIDATE,578.21805,2.44,637.0,6089.0,0.95,4.495,296.76855,43.862
7731,K05591.01,CANDIDATE,317.009388,4.03,326.9,5066.0,2.27,3.787,294.09128,45.21767
7732,K05592.01,CANDIDATE,482.51701,2.3,573.0,6168.0,0.96,4.488,297.48312,45.291142
7733,K05593.01,FALSE POSITIVE,224.469892,2.35,458.6,5911.0,1.091,4.337,298.50476,45.25124
7734,K05594.01,FALSE POSITIVE,113.556471,6.76,278.7,4842.0,4.164,3.167,299.54834,45.283661
7735,K05595.01,FALSE POSITIVE,208.02789,1.04,255.0,4285.0,0.632,4.63,283.62271,45.382992
7736,K05596.01,FALSE POSITIVE,308.024953,3.55,352.6,5220.0,1.887,3.808,286.10162,45.319191
7737,K05597.01,CANDIDATE,7.77710639,0.73,77.4,5073.0,0.851,4.481,287.82678,45.331322
7738,K05717.01,FALSE POSITIVE,1.33261458,3.65,1335.3,4611.0,0.76,4.551,294.80966,46.613079
7739,K05718.01,CANDIDATE,233.64574,5.2,2268.0,5780.0,1.0,4.438,294.87628,46.607254
7740,K05719.01,CANDIDATE,27.285315,2.19,396.5,6304.0,1.094,4.407,295.05518,46.66975
7741,K05720.01,FALSE POSITIVE,105.895315,2.69,1227.0,5271.0,0.781,4.548,297.2294,46.616402
7742,K05721.01,FALSE POSITIVE,61.224558,2.76,544.2,6343.0,1.14,4.408,297.38342,46.68388
7743,K05722.01,FALSE POSITIVE,28.507877538,27.79,24372.0,6131.0,0.945,4.497,297.74112,46.660488
7744,K05723.01,FALSE POSITIVE,444.46522,30.17,4084.0,5134.0,0.746,4.609,298.155,46.600121
7745,K05724.01,FALSE POSITIVE,8.48039,1.23,133.7,6193.0,1.067,4.434,298.71469,46.650639
7746,K05344.01,CANDIDATE,445.351255,3.66,420.4,7202.0,1.755,4.112,286.35242,42.58577
7747,K05345.01,FALSE POSITIVE,72.0153825,6.94,177.7,5099.0,5.032,3.299,286.98447,42.551121
7748,K05346.01,FALSE POSITIVE,21.12752693,20.93,51.8,4024.0,30.882,1.672,288.22437,42.549011
7749,K05347.01,FALSE POSITIVE,23.9341825,1.03,228.1,4415.0,0.715,4.58,288.76083,42.554619
7750,K05348.01,FALSE POSITIVE,87.775799,2.44,450.0,5604.0,1.025,4.375,292.49271,42.550739
7751,K05351.01,FALSE POSITIVE,35.882272887,35.21,101230.0,5840.0,0.812,4.57,295.61066,42.578369
7752,K05471.01,FALSE POSITIVE,8.780603773,52.34,90028.0,5487.0,0.832,4.563,281.5979,43.976479
7753,K05472.01,CANDIDATE,97.5137491,5.27,279.8,5437.0,3.18,3.57,281.95456,43.98061
7754,K05473.01,CANDIDATE,549.42772,2.64,719.1,5957.0,0.971,4.498,290.84729,43.962742
7755,K05474.01,CANDIDATE,284.666844,8.98,418.0,5248.0,4.413,3.368,292.50958,43.957169
7756,K05475.01,CONFIRMED,224.150923,2.41,348.6,6072.0,1.286,4.133,294.49487,43.91362
7757,K05476.01,CANDIDATE,148.179343,2.52,466.6,5635.0,1.183,4.278,294.60629,43.937141
7758,K05477.01,FALSE POSITIVE,551.49832,4.89,1874.4,5926.0,0.887,4.532,294.74234,43.909351
7759,K05478.01,FALSE POSITIVE,351.2878737,38.47,134630.0,5911.0,0.914,4.519,295.4931,43.99353
7760,K05598.01,CANDIDATE,376.934014,2.13,382.4,6074.0,1.034,4.369,287.99823,45.396439
7761,K05600.01,CANDIDATE,17.168095,4.81,143.1,5053.0,1.907,3.824,290.39032,45.389992
7762,K05601.01,FALSE POSITIVE,124.091252,1.3,281.4,5275.0,0.792,4.571,292.77322,45.371311
7763,K05602.01,CANDIDATE,403.163148,2.49,681.1,5812.0,0.963,4.504,293.29337,45.342541
7764,K05603.01,CANDIDATE,341.557931,6.81,433.0,5138.0,3.098,3.551,293.37994,45.31385
7765,K05604.01,CANDIDATE,476.91977,2.49,193.6,6282.0,1.725,4.063,298.28308,45.373589
7766,K05605.01,CANDIDATE,9.011888,7.04,987.6,5627.0,1.735,4.002,299.19171,45.34354
7767,K05725.01,CANDIDATE,351.25069,2.23,1324.0,4828.0,0.63,4.63,298.9433,46.679771
7768,K05726.01,FALSE POSITIVE,212.771978,2.84,1239.0,5122.0,0.824,4.505,283.49139,46.757889
7769,K05727.01,CANDIDATE,65.3558881,2.61,1158.0,4703.0,0.764,4.55,287.36737,46.76865
7770,K05728.01,FALSE POSITIVE,18.0766788,19.47,28831.0,5780.0,1.0,4.438,294.12787,46.796848
7771,K05729.01,FALSE POSITIVE,1.33255577,0.97,126.5,5122.0,0.881,4.469,295.26416,46.745941
7772,K05730.01,FALSE POSITIVE,1.33259275,0.97,79.1,6091.0,0.967,4.487,295.2951,46.775841
7773,K05731.01,FALSE POSITIVE,36.6092739,52.42,1102.0,4770.0,16.114,2.319,298.11667,46.721958
7774,K05732.01,CANDIDATE,39.399926,1.52,341.4,5913.0,0.795,4.581,298.5697,46.753971
7775,K05353.01,FALSE POSITIVE,0.812592362,25.84,6945.8,7117.0,1.64,4.153,288.49567,42.69556
7776,K05354.01,FALSE POSITIVE,81.871309,1.12,98.2,6343.0,1.115,4.375,289.27045,42.674389
7777,K05355.01,FALSE POSITIVE,0.566805859,1.25,61.1,6413.0,1.494,4.203,291.12695,42.62439
7778,K05357.01,FALSE POSITIVE,520.58269,1.94,348.0,6210.0,1.033,4.45,293.55038,42.67226
7779,K05358.01,CANDIDATE,126.586058,1.54,124.9,6611.0,1.249,4.269,294.15234,42.61898
7780,K05359.01,CANDIDATE,2.7200197,1.53,869.0,3939.0,0.527,4.735,295.41357,42.663071
7781,K05479.01,CANDIDATE,18.347081,5.65,1126.6,5465.0,1.702,3.968,299.98801,43.917721
7782,K05480.01,CANDIDATE,57.140035,5.78,1567.0,5936.0,1.46,4.103,300.87204,43.973541
7783,K05481.01,FALSE POSITIVE,0.718643659,50.85,124930.0,5853.0,0.934,4.483,287.80481,44.049191
