,pl_name,tic_id,Unnamed: 0,disposition,sy_snum,sy_pnum,rv_flag,tran_flag,pl_orbper,pl_rade,pl_radj,pl_tranmid,ttv_flag,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,st_teff,st_rad,st_mass,st_logg,ra,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_tmag,sy_kepmag,k2_campaigns,lc_amplitude,lc_slope,lc_max,lc_mean,lc_median,lc_meanAbsDev,lc_min,lc_q1,lc_q3,lc_q31,lc_resBFR,lc_skew,lc_kurtosis,lc_std
1256,K2-368 b,TIC 38136597,2911.0,1.0,1.0,3.0,0.0,1.0,5.025831,1.72,0.153,2456983.791,0.0,0.0484,2.3,15.423909783783785,0.01961,4679.0,0.72,0.827027027027027,4.414594594594595,332.6357627,-11.1661157,-49.02284,47.88612,0.09746,330.60911,25.4815399,18.9566,17.0281,206.608,4.81138,14.488,13.581,11.613,11.103,11.042,10.99,11.03,10.935,8.173,13.2207,12.5832,13.213,3.0,1101.33203125,4988.62065538476,73491.078125,71668.7890625,109464.8840661951,121028.35859102817,71288.4140625,108899.39011032517,365764.79818148224,256865.4080711571,0.9905882352941177,-0.4552635596627491,4.859687461649067e+22,151.9978790283203
1257,K2-368 c,TIC 38136597,2914.0,1.0,1.0,3.0,0.0,1.0,9.660186,1.361,0.121,2456977.8722,0.0,3.7718270270270273,3.851308108108108,25.98,0.0188,4663.0,0.66,0.75,4.67,332.6357627,-11.1661157,-49.02284,47.88612,0.09746,330.60911,25.4815399,18.9566,17.0281,206.608,4.81138,14.488,13.581,11.613,11.103,11.042,10.99,11.03,10.935,8.173,13.2207,12.5832,13.213,3.0,1101.33203125,4988.62065538476,73491.078125,71668.7890625,109464.8840661951,121028.35859102817,71288.4140625,108899.39011032517,365764.79818148224,256865.4080711571,0.9905882352941177,-0.4552635596627491,4.859687461649067e+22,151.9978790283203
1258,K2-368 d,TIC 38136597,2916.0,1.0,1.0,3.0,0.0,1.0,20.201085,1.948,0.174,2456988.5374,0.0,3.7718270270270273,3.851308108108108,42.92,0.0269,4663.0,0.66,0.75,4.67,332.6357627,-11.1661157,-49.02284,47.88612,0.09746,330.60911,25.4815399,18.9566,17.0281,206.608,4.81138,14.488,13.581,11.613,11.103,11.042,10.99,11.03,10.935,8.173,13.2207,12.5832,13.213,3.0,1101.33203125,4988.62065538476,73491.078125,71668.7890625,109464.8840661951,121028.35859102817,71288.4140625,108899.39011032517,365764.79818148224,256865.4080711571,0.9905882352941177,-0.4552635596627491,4.859687461649067e+22,151.9978790283203
1259,K2-369 b,TIC 49984349,2918.0,1.0,1.0,1.0,0.0,1.0,5.761612,1.313,0.117,2456979.8716,0.0,3.824762162162162,3.898875675675676,14.31,0.0137,5682.0,0.88,0.73,4.42,329.7262534,-10.8750666,-46.37314,46.24456,1.36555,328.03348,37.4561629,37.4299,1.4024,185.55,5.36125,12.667,11.789,10.357,9.98,9.934,9.905,9.932,9.956,8.665,11.3732,10.9307,11.379,3.0,2109.78125,5135.175514842503,355044.71875,352518.28125,124691.98807010135,124624.38382555987,350825.15625,124156.62172719595,388730.1980046453,264573.5762774493,0.9287749287749287,-0.7211863392487192,4.860466810358244e+22,437.1151123046875
1260,K2-37 b,TIC 68504570,2922.0,1.0,1.0,3.0,0.0,1.0,4.44118,1.66,0.148,2456893.7003,0.0,3.8298972972972973,2.3,17.305053054054053,0.0174,5512.0,0.87,0.9,4.51,243.4509662,-24.7870527,18.77075,350.73677,-3.53173,246.01121,11.3447279,-11.074,2.46361,179.943,5.52913,13.471,12.573,10.692,10.214,10.142,10.053,10.095,10.21,8.733,12.2573,11.6368,12.241,2.0,793.390625,5152.34879048022,179333.859375,178241.625,107861.35418866132,125008.18352219865,177747.078125,107301.42838101773,372743.59745829814,265442.1690772804,1.0578691184424014,-0.5850930748021436,4.861350856839472e+22,156.6656951904297
1261,K2-37 c,TIC 68504570,2927.0,1.0,1.0,3.0,0.0,1.0,6.4295023,2.5,0.223,2456898.856,0.0,0.1,2.94,17.305053054054053,0.02925,4740.0,0.72,0.845945945945946,4.352702702702703,243.4509662,-24.7870527,18.77075,350.73677,-3.53173,246.01121,11.3447279,-11.074,2.46361,179.943,5.52913,13.471,12.573,10.692,10.214,10.142,10.053,10.095,10.21,8.733,12.2573,11.6368,12.241,2.0,793.390625,5872.639850373554,179333.859375,178241.625,107861.35418866132,142292.65269449595,177747.078125,107301.42838101773,410120.7963603252,302819.3679793074,1.0578691184424014,-0.5846199869497225,5.713776186964118e+22,156.6656951904297
1262,K2-37 d,TIC 68504570,2933.0,1.0,1.0,3.0,0.0,1.0,14.090907,2.33,0.208,2456907.236,0.0,0.0866,2.74,17.305053054054053,0.02619,4740.0,0.72,0.845945945945946,4.352702702702703,243.4509662,-24.7870527,18.77075,350.73677,-3.53173,246.01121,11.3447279,-11.074,2.46361,179.943,5.52913,13.471,12.573,10.692,10.214,10.142,10.053,10.095,10.21,8.733,12.2573,11.6368,12.241,2.0,793.390625,5872.639850373554,179333.859375,178241.625,107861.35418866132,142292.65269449595,177747.078125,107301.42838101773,410120.7963603252,302819.3679793074,1.0578691184424014,-0.5846199869497225,5.713776186964118e+22,156.6656951904297
1263,K2-370 b,TIC 456945304,2938.0,1.0,1.0,1.0,0.0,1.0,2.14084,3.207,0.286,2457822.184012,0.0,3.824762162162162,1.9,3.66,0.0302,5377.0,0.97,0.98,4.45,67.8205302,19.8316901,-19.02443,177.48995,-2.01925,69.18567,43.4217143,-33.9839,-27.0285,144.202,6.90652,11.717,11.109,9.667,9.247,9.237001,9.177,9.226,9.066,8.069,10.8824,10.3729,10.876,1.3513513513513513,10494.40625,5871.178182679612,566930.125,556387.5,105366.29508023648,142269.9806172139,545941.3125,104864.28177787163,407500.6146537162,302636.3328758446,1.0137895812053115,-0.5267245898503313,5.71289215389402e+22,4623.99609375
1264,K2-374 b,TIC 321285788,2951.0,1.0,1.0,2.0,0.0,1.0,4.521953,1.593,0.142,2458099.686916,0.0,3.824762162162162,3.0,11.44,0.0161,5789.0,0.91,0.73,4.39,137.3794986,16.3558324,37.75937,212.73798,-0.0049,134.91652,15.5744596,-1.20981,-15.5274,359.439,2.75372,13.427,12.783,11.644,11.344,11.287,11.226,11.272,11.31,8.089,12.6473,12.229,12.653,1.8918918918918919,414.26171875,5681.498896497323,116779.3203125,116521.9296875,111000.53788798564,137649.01372486836,115950.796875,110439.16660948057,403458.09687763936,293018.9302681588,0.8313707018370231,-0.5125068393086137,5.710829962899777e+22,72.78080749511719
1265,K2-374 c,TIC 321285788,2953.0,1.0,1.0,2.0,0.0,1.0,16.43445,2.213,0.197,2458109.2376,0.0,3.7709081081081086,3.7830270270270265,27.11,0.0223,5789.0,0.91,0.73,4.39,137.3794986,16.3558324,37.75937,212.73798,-0.0049,134.91652,15.5744596,-1.20981,-15.5274,359.439,2.75372,13.427,12.783,11.644,11.344,11.287,11.226,11.272,11.31,8.089,12.6473,12.229,12.653,2.972972972972973,414.26171875,5681.498896497323,116779.3203125,116521.9296875,111000.53788798564,137649.01372486836,115950.796875,110439.16660948057,403458.09687763936,293018.9302681588,0.8313707018370231,-0.5125068393086137,5.710829962899777e+22,72.78080749511719
1266,K2-376 b,TIC 117414377,2959.0,1.0,1.0,1.0,0.0,1.0,5.776475,1.736,0.155,2458096.7426,0.0,3.816413513513513,3.9228756756756766,11.58,0.0138,5937.0,1.15,0.91,4.28,132.7193327,25.0380824,36.47336,200.65632,7.09525,128.27223,71.3224153,-70.8828,-7.90668,161.61,6.15937,11.006,10.415,9.329001,9.065,9.007,8.962,8.995,9.008,8.111,10.2998,9.89519,10.323,1.3513513513513513,1739.03125,6288.900829758823,894734.4375,891959.625,105366.29508023648,152413.66561642208,891256.375,104864.28177787163,428900.5192673142,324036.2374894426,1.121525885558583,-0.526737438819073,5.717948289675666e+22,168.46054077148438
1267,K2-377 b,TIC 422325510,2961.0,1.0,1.0,1.0,0.0,1.0,12.832235,1.693,0.151,2457230.1429,0.0,3.8075594594594597,3.8961945945945944,30.04,0.0224,4200.0,0.69,0.82,4.67,202.897887,-12.0951142,49.58463,318.17362,-2.34459,205.64342,97.3624008,-97.3187,-2.9168,195.149,5.09575,15.309,14.107,11.739,11.147,10.994,10.939,11.002,11.124,9.23,13.5859,12.8351,13.559,6.0,127.734375,4988.62065538476,51912.875,51766.96484375,109464.8840661951,121028.35859102817,51657.40625,108899.39011032517,365764.79818148224,256865.4080711571,1.054255319148936,-0.4552635596627491,4.859687461649067e+22,30.631105422973633
1268,K2-379 b,TIC 90090343,2967.0,1.0,1.0,1.0,0.0,1.0,8.7783,2.27,0.203,2457303.9054,0.0,0.0934,2.904,18.7,0.0301,5546.467837837838,0.69,0.9383783783783783,4.377567567567568,283.0317641,-27.1807287,-12.16182,8.43581,-4.26488,281.60405,42.9391174,-2.33835,-42.8754,182.207,5.45983,14.338,13.265,11.151,10.664,10.514,10.41,10.49,10.506,8.926,12.8995,12.2054,12.928,7.0,734.29296875,5856.2701264551615,89839.671875,89053.703125,107861.35418866132,141892.12777895542,88371.0859375,107301.42838101773,409264.3554819468,301962.9271009291,1.1203407880724174,-0.5846150556975143,5.712885320945059e+22,249.06463623046875
1269,K2-380 b,TIC 90605642,2976.0,1.0,1.0,1.0,0.0,1.0,9.401312,2.729,0.243,2457302.9354,0.0,3.824762162162163,3.800281081081081,15.19,0.0189,5911.0,1.32,0.99,4.19,283.4346389,-26.5387308,-12.2236,9.18589,-3.65837,282.02156,30.0368169,-4.37289,-29.7168,249.303,3.9832,12.382,11.688,10.12,9.803001,9.681,9.589,9.621,9.348,8.149,11.4419,10.9139,11.458,7.0,2051.03125,5135.175514842503,339727.09375,338728.40625,124691.98807010135,124624.38382555987,335625.03125,124156.62172719595,388730.1980046453,264573.5762774493,0.8594114899579636,-0.7211863392487192,4.860466810358244e+22,178.7137908935547
1270,K2-381 b,TIC 10195089,2978.0,1.0,1.0,3.0,0.0,1.0,7.9388,0.94,0.084,2457304.8454,0.0,0.0209,1.464,34.7,0.0139,5655.281891891892,0.62,0.8989189189189191,4.381081081081081,288.0267612,-21.0075789,-13.78589,16.13135,1.38671,286.79671,37.6436184,-34.8004,14.3518,145.701,6.83508,14.063,12.883,10.97,10.39,10.302,10.241,10.273,10.106,7.741,12.6373,11.9607,12.601,7.0,532.6640625,5872.639850373554,127108.8828125,126509.0703125,107861.35418866132,142292.65269449595,126043.5546875,107301.42838101773,410120.7963603252,302819.3679793074,0.6239804241435563,-0.5846199869497225,5.713776186964118e+22,161.06629943847656
1271,K2-381 c,TIC 10195089,2981.0,1.0,1.0,3.0,0.0,1.0,16.035054,2.058,0.18,2457304.29122,0.0,3.823654054054054,3.7616216216216216,31.039056,0.02923,4661.0,0.65,0.8989189189189191,4.66,288.0267612,-21.0075789,-13.78589,16.13135,1.38671,286.79671,37.6436184,-34.8004,14.3518,145.701,6.83508,14.063,12.883,10.97,10.39,10.302,10.241,10.273,10.106,7.741,12.6373,11.9607,12.601,7.0,532.6640625,5872.639850373554,127108.8828125,126509.0703125,107861.35418866132,142292.65269449595,126043.5546875,107301.42838101773,410120.7963603252,302819.3679793074,0.6239804241435563,-0.5846199869497225,5.713776186964118e+22,161.06629943847656
1272,K2-381 d,TIC 10195089,2986.0,1.0,1.0,3.0,0.0,1.0,26.804998,1.532,0.14,2457307.91225,0.0,3.823654054054054,3.7616216216216216,55.979016,0.02175,4661.0,0.65,0.8989189189189191,4.66,288.0267612,-21.0075789,-13.78589,16.13135,1.38671,286.79671,37.6436184,-34.8004,14.3518,145.701,6.83508,14.063,12.883,10.97,10.39,10.302,10.241,10.273,10.106,7.741,12.6373,11.9607,12.601,7.0,532.6640625,5872.639850373554,127108.8828125,126509.0703125,107861.35418866132,142292.65269449595,126043.5546875,107301.42838101773,410120.7963603252,302819.3679793074,0.6239804241435563,-0.5846199869497225,5.713776186964118e+22,161.06629943847656
1273,K2-382 b,TIC 187960878,2989.0,1.0,1.0,1.0,0.0,1.0,21.697619,2.771,0.25,2457314.37023,0.0,3.8059243243243244,3.6941729729729724,25.704849,0.02881,5570.0,0.88,0.8424324324324324,4.61,287.4125267,-19.6269336,-12.69181,17.17948,2.82696,286.39193,8.3120936,-8.28109,0.717251,278.412,3.56412,13.787,12.977,11.481,11.111,11.046,10.996,11.026,11.171,8.529243297297299,12.7667,12.2416,12.745,7.0,698.390625,5872.639850373554,101182.7578125,100522.3984375,107861.35418866132,142292.65269449595,99785.9765625,107301.42838101773,410120.7963603252,302819.3679793074,0.9586817511067388,-0.5846199869497225,5.713776186964118e+22,320.54876708984375
1274,K2-383 b,TIC 31244979,2992.0,1.0,1.0,1.0,0.0,1.0,1.866025,1.75,0.156,2457302.0911,0.0,0.0383,1.9632,6.57,0.0183,5654.795405405405,0.88,0.9178378378378377,4.344864864864864,282.008765,-18.3795798,-7.54107,16.10079,4.5847,281.4248,64.9504026,12.6732,-63.702,203.788,4.87931,13.63,12.689,10.994,10.601,10.456,10.294,10.42,10.387,8.761,12.4429,11.8437,12.411,7.0,742.1796875,5709.893736492762,137019.5,135874.859375,111780.35334406672,138307.601536725,135535.140625,111206.63615128801,405462.88842113595,294256.25226984796,1.0090817356205852,-0.6196943853805827,5.71211279176628e+22,105.09404754638672
1275,K2-384 b,TIC 399702475,2995.0,1.0,1.0,5.0,0.0,1.0,2.231527,1.076,0.096,2457393.7157,0.0,3.785156756756757,3.7572,16.59,0.0284,3623.0,0.35,0.33,4.87,20.4998403,0.7509701,-61.16767,138.93411,-7.31166,19.21835,119.1985204,103.228,-59.6009,82.6603,12.0702,12.984324324324323,16.12,12.118,11.545,11.294,11.19,11.04,10.91,9.11,15.0276,13.7658,14.256,8.0,366.42578125,5681.850251941928,9636.1630859375,9063.4765625,108489.18996779983,137640.54578482138,8903.3115234375,107917.01932010135,400946.97854201857,293029.9592219172,0.9279279279279279,-0.6493178015241541,5.710829962904264e+22,29.499923706054688
1276,K2-384 c,TIC 399702475,2996.0,1.0,1.0,5.0,0.0,1.0,4.19525,1.05,0.094,2457394.411,0.0,0.146,1.272,21.9,0.0373,5503.606216216216,0.26,0.6732432432432433,4.558918918918919,20.4998403,0.7509701,-61.16767,138.93411,-7.31166,19.21835,119.1985204,103.228,-59.6009,82.6603,12.0702,13.311162162162162,16.12,12.118,11.545,11.294,11.19,11.04,10.91,9.11,15.0276,13.7658,14.256,8.0,366.42578125,5681.850251941928,9636.1630859375,9063.4765625,108489.18996779983,137640.54578482138,8903.3115234375,107917.01932010135,400946.97854201857,293029.9592219172,0.9279279279279279,-0.6493178015241541,5.710829962904264e+22,29.499923706054688
1277,K2-384 d,TIC 399702475,2998.0,1.0,1.0,5.0,0.0,1.0,6.679582,1.392,0.124,2457392.4243,0.0,3.812845945945946,3.7572,27.93,0.0367,3623.0,0.35,0.33,4.87,20.4998403,0.7509701,-61.16767,138.93411,-7.31166,19.21835,119.1985204,103.228,-59.6009,82.6603,12.0702,12.984324324324323,16.12,12.118,11.545,11.294,11.19,11.04,10.91,9.11,15.0276,13.7658,14.256,8.0,366.42578125,5681.850251941928,9636.1630859375,9063.4765625,108489.18996779983,137640.54578482138,8903.3115234375,107917.01932010135,400946.97854201857,293029.9592219172,0.9279279279279279,-0.6493178015241541,5.710829962904264e+22,29.499923706054688
1278,K2-384 e,TIC 399702475,3000.0,1.0,1.0,5.0,0.0,1.0,9.715043,1.345,0.12,2457398.9666,0.0,3.812845945945946,3.7572,38.39,0.0354,3623.0,0.35,0.33,4.87,20.4998403,0.7509701,-61.16767,138.93411,-7.31166,19.21835,119.1985204,103.228,-59.6009,82.6603,12.0702,12.984324324324323,16.12,12.118,11.545,11.294,11.19,11.04,10.91,9.11,15.0276,13.7658,14.256,8.0,366.42578125,5681.850251941928,9636.1630859375,9063.4765625,108489.18996779983,137640.54578482138,8903.3115234375,107917.01932010135,400946.97854201857,293029.9592219172,0.9279279279279279,-0.6493178015241541,5.710829962904264e+22,29.499923706054688
1279,K2-384 f,TIC 399702475,3002.0,1.0,1.0,5.0,0.0,1.0,13.62757,1.78,0.159,2457392.5987,0.0,0.437,2.16,45.9,0.0636,5583.876486486486,0.26,0.6732432432432433,4.558918918918919,20.4998403,0.7509701,-61.16767,138.93411,-7.31166,19.21835,119.1985204,103.228,-59.6009,82.6603,12.0702,13.311162162162162,16.12,12.118,11.545,11.294,11.19,11.04,10.91,9.11,15.0276,13.7658,14.256,8.0,366.42578125,5681.850251941928,9636.1630859375,9063.4765625,108489.18996779983,137640.54578482138,8903.3115234375,107917.01932010135,400946.97854201857,293029.9592219172,0.9279279279279279,-0.6493178015241541,5.710829962904264e+22,29.499923706054688
1280,K2-385 b,TIC 257429687,3005.0,1.0,1.0,1.0,0.0,1.0,2.38098,1.72,0.153,2457393.4515,0.0,0.0506,1.92,8.4,0.0215,5704.579189189189,0.73,0.7116216216216215,4.425135135135135,12.6140752,5.8712567,-56.99964,122.48371,0.4263,13.88702,69.7779236,65.5023,-24.0501,420.819,2.34786,15.575,14.645,12.816,12.276,12.237,12.178,12.23,11.551,8.794,14.3355,13.7196,14.339,8.0,806.486328125,4989.338545864276,27738.109375,26373.267578125,108489.18996779983,121022.98412941597,26125.13671875,107917.01932010135,364790.2771062078,256873.2577861064,0.7104795737122558,-0.6504704923814324,4.859687461642479e+22,36.115760803222656
1281,K2-386 b,TIC 376879052,3007.0,1.0,1.0,1.0,0.0,1.0,7.47372,31.352837837837832,2.795324324324324,2457395.9039,0.0,3.823654054054055,3.8710486486486486,14.0,0.02318,5592.0,1.01,0.9094594594594596,4.379189189189189,18.2999964,7.0130302,-55.45458,132.4843,-0.68439,19.54321,11.8878037,-8.15091,-8.65347,428.785,2.30381,13.849,13.241,11.864,11.607,11.525,11.49,11.521,11.627,8.51,12.9931,12.5343,13.015,8.0,624.8984375,5856.2701264551615,90537.53125,89484.671875,107861.35418866132,141892.12777895542,89287.734375,107301.42838101773,409264.3554819468,301962.9271009291,1.2706367924528301,-0.5846150556975143,5.712885320945059e+22,76.82206726074219
1282,K2-387 b,TIC 376938120,3010.0,1.0,1.0,1.0,0.0,1.0,28.7342,8.22,0.733,2457401.9793,0.0,1.398,3.288,64.7,0.1134,5601.362972972973,0.66,0.6362162162162162,4.5162162162162165,19.4418282,11.3684915,-50.97688,133.21362,2.92623,22.22807,20.0672612,2.09313,-19.9578,266.318,3.72681,17.718,16.147,13.15,12.437,12.286,12.183,12.175,12.189,9.087,15.4948,14.4498,15.54,8.0,539.527099609375,5681.850251941928,8614.5244140625,7708.95654296875,108489.18996779983,137640.54578482138,7535.47021484375,107917.01932010135,400946.97854201857,293029.9592219172,1.0435013262599468,-0.6493178015241541,5.710829962904264e+22,35.04267883300781
1283,K2-388 b,TIC 49735922,3013.0,1.0,1.0,1.0,0.0,1.0,6.339069,3.66,0.327,2457741.794408,0.0,3.808964864864865,3.2,14.71,0.0374,5367.0,0.9,0.84,4.46,352.7139342,-11.0773564,-65.17333,69.3239,-7.28311,348.92071,23.2335777,0.39025,-23.2303,290.495,3.41439,13.67,12.861,11.401,10.991,10.931,10.881,10.947,10.878,8.859,12.6357,12.1093,12.614,1.6216216216216217,2215.6953125,5152.34879048022,107543.328125,104833.96875,107861.35418866132,125008.18352219865,103111.9375,107301.42838101773,372743.59745829814,265442.1690772804,1.5434782608695652,-0.5850930748021436,4.861350856839472e+22,242.63214111328125
1284,K2-389 b,TIC 9030096,3015.0,1.0,1.0,2.0,0.0,1.0,8.583566,2.118,0.189,2457742.784459,0.0,3.824762162162162,3.1,15.76,0.0179,5782.0,1.08,0.8,4.27,355.6304152,-9.7135814,-66.17747,76.64503,-7.17662,352.12059,76.0914368,75.5418,-9.12925,259.208,3.82959,12.231,11.827,10.512,10.233,10.184,10.118,10.165,10.282,8.758,11.5697,11.1312,11.636,2.4324324324324325,21142.84375,5265.060785234312,275971.5,265648.03125,107423.78346706081,127739.64211231953,233685.8125,106893.18359375,378015.56954708614,271122.38595333614,1.3365617433414043,-0.539111882471935,4.863351654081659e+22,1047.51806640625
1285,K2-389 c,TIC 9030096,3017.0,1.0,1.0,2.0,0.0,1.0,20.851337,2.04,0.182,2457747.1012,0.0,3.824762162162162,3.8303135135135133,28.9,0.0172,5782.0,1.08,0.8,4.27,355.6304152,-9.7135814,-66.17747,76.64503,-7.17662,352.12059,76.0914368,75.5418,-9.12925,259.208,3.82959,12.231,11.827,10.512,10.233,10.184,10.118,10.165,10.282,8.758,11.5697,11.1312,11.636,2.4324324324324325,21142.84375,5159.205088736593,275971.5,265648.03125,107423.78346706081,125171.53214346396,233685.8125,106893.18359375,372605.62927576015,265712.44568201015,1.3365617433414043,-0.539122702567757,4.861350859774999e+22,1047.51806640625
1286,K2-39 b,TIC 250977648,3019.0,1.0,1.0,1.0,1.0,1.0,4.60543,6.277,0.56,2456819.176826756,0.0,0.037,4.003027027027028,3.41,0.1722486486486487,4881.0,2.97,0.66,3.44,338.3682095,-9.0229405,-52.74736,55.42682,0.05348,336.64549,56.7377939,-40.9478,-39.2741,307.47,3.2244,12.153,10.831,9.082,8.594,8.516,8.419,8.514,8.441,8.338,10.5959,9.9735,10.581,3.0,1257.40625,6101.865998269654,822012.125,820193.0,105366.29508023648,147870.54856748838,819497.3125,104864.28177787163,419310.51662795607,314446.23485008447,0.9038245219347582,-0.5267260013401762,5.715002066365833e+22,159.89544677734375
1287,K2-390 b,TIC 9030119,3025.0,1.0,1.0,1.0,0.0,1.0,3.312792,4.662,0.416,2457739.9029,0.0,3.8223864864864865,3.7048756756756758,5.51,0.0442,5558.0,0.97,0.79,4.37,355.702386,-9.5887124,-66.12882,76.97927,-7.09053,352.23643,40.4321139,26.6741,-30.385,456.122,2.16371,14.281,13.611,12.128,11.8,11.718,11.678,11.748,11.512,9.014,13.3434,12.8466,13.376,1.8918918918918919,1224.353515625,4988.62065538476,54109.66796875,52977.08203125,109464.8840661951,121028.35859102817,51660.9609375,108899.39011032517,365764.79818148224,256865.4080711571,0.7933116581514166,-0.4552635596627491,4.859687461649067e+22,63.8775749206543
1288,K2-391 b,TIC 9054633,3027.0,1.0,1.0,1.0,0.0,1.0,4.622654,1.371,0.122,2457741.5165,0.0,3.823654054054055,3.8504216216216216,11.92,0.0222,5543.0,0.57,0.76,4.97,356.2260152,-7.7015151,-64.9803,80.80955,-5.56692,353.47205,9.0963236,6.58334,6.27716,507.94,1.94134,13.368,12.527,11.134,10.813,10.705,10.649,10.712,10.581,8.295,12.3302,11.8194,12.36,2.1621621621621623,618.6328125,5872.639850373554,146663.21875,145653.046875,107861.35418866132,142292.65269449595,145425.953125,107301.42838101773,410120.7963603252,302819.3679793074,1.1564245810055866,-0.5846199869497225,5.713776186964118e+22,64.80232238769531
1289,K2-392 b,TIC 8963531,3029.0,1.0,1.0,1.0,0.0,1.0,15.398723,1.85,0.165,2457739.6737,0.0,3.824762162162162,3.7442054054054053,24.32,0.016,5726.0,1.06,0.84,4.31,354.6499065,-7.4788816,-63.84131,78.2799,-4.74071,352.12206,28.8997693,28.4782,-4.91821,406.985,2.42975,13.491,12.922,11.603,11.259,11.238,11.159,11.209,11.065,8.997,12.6795,12.2338,12.719,2.7027027027027026,489.4609375,4901.837776496423,115266.25,114923.8203125,114108.05509660051,118917.53198499937,114287.328125,113543.93914959882,365939.1180980785,252395.17894847973,0.9668874172185431,-0.5166514122339178,4.8587420277263015e+22,24.105226516723633
1290,K2-393 b,TIC 279046938,3031.0,1.0,1.0,1.0,0.0,1.0,10.413181,2.352,0.21,2457739.3926,0.0,3.824762162162163,3.7853621621621625,18.38,0.0201,5678.0,1.07,0.88,4.32,348.5159113,-0.0821031,-54.24391,78.0678,4.46677,349.40912,21.7518329,6.18658,20.8535,265.914,3.7322,12.638,11.84,10.694,10.377,10.284,10.25,10.304,10.367,8.47,11.7768,11.3202,11.769,12.0,3795.7578125,5880.979674943333,239023.453125,233854.03125,107423.78346706081,142491.57750083305,231431.9375,106893.18359375,410057.6514727618,303164.4678790118,1.0504514073287308,-0.5386458850816028,5.713776194053602e+22,191.5360870361328
1291,K2-394 b,TIC 436575927,3033.0,1.0,1.0,1.0,0.0,1.0,5.095717,1.692,0.151,2457825.2859,0.0,3.7656810810810817,3.8870270270270266,15.96,0.0245,4938.0,0.63,0.48,4.51,71.110002,16.5185817,-18.62304,182.28292,-5.73665,71.82306,45.280104,39.1437,-22.7609,98.0152,10.1739,13.968,12.768,10.345,9.726,9.568,9.507,9.578,9.419,8.695,12.2095,11.4398,12.239,13.0,3140.4375,5256.720960664533,176608.140625,173391.53125,107861.35418866132,127540.71730598244,170327.265625,107301.42838101773,378078.7144346495,270777.28605363175,0.8120404411764706,-0.5850859843400547,4.863351646992175e+22,999.1016845703125
1292,K2-395 b,TIC 245946724,3035.0,1.0,1.0,2.0,0.0,1.0,4.803352,2.597,0.232,2457825.008886,0.0,3.827386486486487,2.5,14.44,0.0304,5007.0,0.78,0.95,4.63,70.4438684,16.6743415,-19.03751,181.74418,-5.49823,71.20778,23.3107537,2.04135,-23.2212,286.727,3.45921,15.984,15.131,12.094,11.508,11.365,11.265,11.287,11.232,8.852,14.1559,13.3168,14.168,1.3513513513513513,315.0048828125,4989.338545864276,28343.966796875,27991.40625,108489.18996779983,121022.98412941597,27713.95703125,107917.01932010135,364790.2771062078,256873.2577861064,1.0493762993762994,-0.6504704923814324,4.859687461642479e+22,65.19400024414062
1293,K2-395 c,TIC 245946724,3037.0,1.0,1.0,2.0,0.0,1.0,8.491282,3.395,0.303,2457823.578588,0.0,3.827386486486487,2.3,22.43,0.0397,5007.0,0.78,0.95,4.63,70.4438684,16.6743415,-19.03751,181.74418,-5.49823,71.20778,23.3107537,2.04135,-23.2212,286.727,3.45921,15.984,15.131,12.094,11.508,11.365,11.265,11.287,11.232,8.852,14.1559,13.3168,14.168,1.3513513513513513,315.0048828125,4989.338545864276,28343.966796875,27991.40625,108489.18996779983,121022.98412941597,27713.95703125,107917.01932010135,364790.2771062078,256873.2577861064,1.0493762993762994,-0.6504704923814324,4.859687461642479e+22,65.19400024414062
1294,K2-396 b,TIC 59088823,3039.0,1.0,1.0,2.0,0.0,1.0,0.673862,1.579,0.141,2457820.963635,0.0,3.823654054054055,1.6,3.29,0.0157,5236.0,0.92,0.95,4.49,74.6928607,17.2690562,-15.41489,183.77072,-5.3942,75.33221,39.7230437,-0.187753,-39.7226,274.864,3.60976,14.172,13.32,11.356,10.915,10.811,10.739,10.77,10.695,9.084,12.9345,12.2978,12.903,0.8108108108108109,211.2109375,5872.639850373554,92849.03125,92582.390625,107861.35418866132,142292.65269449595,92426.609375,107301.42838101773,410120.7963603252,302819.3679793074,0.9500494559841741,-0.5846199869497225,5.713776186964118e+22,34.442352294921875
1295,K2-396 c,TIC 59088823,3041.0,1.0,1.0,2.0,0.0,1.0,25.76051,3.124,0.279,2457829.418,0.0,3.821140540540541,3.830897297297297,39.31,0.0311,5236.0,0.92,0.95,4.49,74.6928607,17.2690562,-15.41489,183.77072,-5.3942,75.33221,39.7230437,-0.187753,-39.7226,274.864,3.60976,14.172,13.32,11.356,10.915,10.811,10.739,10.77,10.695,9.084,12.9345,12.2978,12.903,1.0810810810810811,211.2109375,5872.639850373554,92849.03125,92582.390625,107861.35418866132,142292.65269449595,92426.609375,107301.42838101773,410120.7963603252,302819.3679793074,0.9500494559841741,-0.5846199869497225,5.713776186964118e+22,34.442352294921875
