,Unnamed: 0,pl_name,hd_name,hip_name,tic_id,disposition,sy_snum,sy_pnum,rv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w3mag,sy_w4mag,sy_icmag,sy_kepmag,k2_campaigns,lc_amplitude,lc_mean,lc_median,lc_q3,lc_q31,lc_resBFR,lc_skew,lc_kurtosis,lc_std
1345,1345,EPIC 215353525.01,,,TIC 444054986,2,1.0,0.0,0.0,0.9085915,,23.1,,,,,,,,,,,,,,,2457301.66785,0.0,,0.845,1.9176,2.586,0.223,,,,,,,,0.95,,,,,,,,,,,-24.396431,-20.24415,15.13129,-2.76403,291.83739,20.435575,-16.4625,-12.1078,664.39,1.47752,16.146,15.005,,,,,,12.681,11.824,8.998,,14.765,7.0,631.64208984375,16208.765625,,,,0.6470831609433182,,,42.75092315673828
1346,1346,EPIC 215358983.01,,,TIC 96708837,2,1.0,0.0,0.0,6.421719,,15.3,,,,,,,,,,,,,,,2457316.27543,0.0,0.11,,6.12,,0.1279,,,,,,,,1.1,,,,,,,,,,,-24.3849513,-20.58151,15.28579,-2.81279,292.20169,1.3012949,-0.546493,-1.18098,1159.18,0.847419,14.624,14.03,,,,,,12.266,12.037,8.653,,13.786,7.0,941.28125,39022.74609375,,,,0.6636021730045968,,,163.7136993408203
1347,1347,EPIC 215364084.01,,,TIC 465915500,2,1.0,0.0,0.0,2.74324,,28.0,,,,,,,,,,,,,,,2457302.9668,0.0,,0.135,5.928,1.77,0.0526,,,,,,,,4.88,,,,,,,,,,,-24.3741791,-9.7373,10.43929,-1.35267,280.47753,2.330436,-0.438968,-2.28872,1634.87,0.585142,15.236,14.245,,,,,,10.862,11.055,8.798,,13.535,7.0,723.451171875,40457.76171875,,,,1.006045340050378,,,188.99302673339844
1348,1348,EPIC 215381481.01,,,TIC 155684179,2,1.0,0.0,0.0,0.533393,,19.5,,,,,,,,,,,,,,,2457301.9033,0.0,,0.02063,1.992,2.03,0.01206,,,,,,,,14.8,,,,,,,,,,,-24.337656,-9.92142,10.56922,-1.33402,280.70106,7.7086068,-7.26099,-2.58856,7293.03,0.0799545,15.055,13.608,,,,,,9.62,9.64,8.421,,12.969,7.0,736.6953125,84207.28125,,,,1.0991038481813389,,,320.7660217285156
1349,1349,EPIC 215389654.01,,,TIC 90684200,2,1.0,0.0,0.0,23.510811,,18.4,,,,,,,,,,,,,,,2457333.44828,0.0,0.2,,8.58,,0.1741,,,,,,,,0.97,,,,,,,,,,,-24.3209467,-11.39466,11.29012,-1.45984,282.33142,42.1138742,26.0645,-33.079,323.937,3.05842,14.615,13.713,,,,,,11.126,11.172,8.639,,13.229,7.0,1893.73828125,64404.68359375,,,,0.5506230529595015,,,334.1093444824219
1350,1350,EPIC 215502661.01,,,TIC 405831271,2,1.0,0.0,0.0,21.521554,,2.4,,,,,,,,,,,,,,87.727,2457306.22261,0.0,,,,20.697925,0.01896,,,,,,,5694.0,1.16,,0.0,[Fe/H],,4.22,,,,,,-24.0843549,-10.17313,10.97496,-1.11448,281.11922,38.6383866,-20.2962,-32.8784,247.207,4.01734,13.186,12.397,,,,,,9.828,10.008,8.409,,12.032,7.0,432.6171875,210618.4375,,,,0.889890840056953,,,45.08201599121094
1351,1351,EPIC 215525178.01,,,TIC 90682548,2,1.0,0.0,0.0,5.33988,,1.27,,,,,,,,,,,,,,,2457304.9212,0.0,,0.039,1.8,19.8,0.019,,,,,,,,0.61,,,,,,,,,,,-24.0374337,-11.29655,11.56243,-1.17971,282.38079,71.4344147,-13.1512,-70.2134,184.786,5.38305,15.832,15.57,,,,,,10.968,11.245,8.31,,13.921,7.0,467.947265625,36085.6875,,,,0.9034416826003824,,,48.4920768737793
1352,1352,EPIC 215714765.01,,,TIC 125702445,2,1.0,0.0,0.0,6.689131,,29.9,,,,,,,,,,,,,,,2457307.52381,0.0,,1.728,2.46,15.11,0.271,,,,,,,,1.01,,,,,,,,,,,-23.678453,-19.84882,15.78658,-2.03278,291.81501,6.6857845,4.21773,5.18753,739.351,1.32603,15.31,15.051,,,,,,12.813,11.621,8.562,,14.386,7.0,768.66796875,13386.865234375,,,,1.0568181818181819,,,107.49026489257812
1353,1353,EPIC 215717520.01,,,TIC 3967390,2,1.0,0.0,0.0,,,13.66,,,,,,,,,,,,,,,2457357.95486,0.0,,3.847,12.3336,,0.16958,,,,,,,,0.74,,,,,,,,,,,-23.6734905,-8.83666,10.7886,-0.60308,279.87071,31.9882251,-11.7807,-29.7399,177.075,5.61902,14.648,13.519,,,,,,10.296,10.357,8.743,,12.92,7.0,2723.66015625,81095.6328125,,,,0.8067150635208712,,,257.37603759765625
1354,1354,EPIC 215739094.01,,,TIC 11181323,2,1.0,0.0,0.0,3.6322288,,32.2,,,,,,,,,,,,,,,2457303.98183,0.0,,1.3613,7.2096,4.123,0.11044,,,,,,,,2.67,,,,,,,,,,,-23.6324752,-15.82646,14.09161,-1.35379,287.53289,11.2426422,9.79601,-5.51681,682.985,1.43776,12.639,12.098,,,,,,10.198,9.934,8.801,,11.787,7.0,3849.46875,265343.71875,,,,0.7134251290877797,,,1404.3712158203125
1355,1355,EPIC 215816368.01,,,TIC 68959822,2,1.0,0.0,0.0,10.14588,,19.43,,,,,,,,,,,,,,,2457304.55391,0.0,,2.558,5.3592,16.18,0.1488,,,,,,,,1.2,,,,,,,,,,,-23.4870183,-21.47485,16.69248,-2.14988,293.64616,5.3783749,1.36948,-5.2011,1420.16,0.67925,16.688,15.996,,,,,,13.935,11.709,8.555,,15.628,7.0,228.405517578125,6303.015625,,,,0.9548355424644085,,,25.126728057861328
1356,1356,EPIC 215854715.01,,,TIC 123787162,2,1.0,0.0,0.0,11.12366,,1.8,,,,,,,,,,,,,,,2457310.0772,0.0,,0.0427,3.576,21.3,0.0198,,,,,,,,0.83,,,,,,,,,,,-23.4151604,-19.13668,15.7836,-1.66757,291.20331,37.3284402,13.0564,-34.9706,229.811,4.32337,13.775,12.871,,,,,,10.507,10.497,8.913,,12.611,7.0,529.76171875,102610.7734375,,,,1.1351206434316354,,,124.6624755859375
1358,1358,EPIC 215894766.01,,,TIC 3881465,2,1.0,0.0,0.0,,,57.0,,,,,,,,,,,,,,,2457334.37475,0.0,,2.4814,4.68,,0.338,,,,,,,,1.53,,,,,,,,,,,-23.3409988,-8.57377,11.03344,-0.26182,279.76475,10.0616471,7.49287,-6.71518,484.765,2.03489,14.362,13.455,,,,,,10.933,10.951,8.535,,13.061,7.0,1957.6328125,71325.890625,,,,0.6654119615223756,,,184.03115844726562
1359,1359,EPIC 215938010.01,,,TIC 119268666,2,1.0,0.0,0.0,1.151471,,12.4,,,,,,,,,,,,,,,2457311.79051,0.0,1.28,,0.0,,0.0691,,,,,,,,1.64,,,,,,,,,,,-23.2608974,-17.54941,15.27199,-1.26553,289.59232,19.2105272,13.2087,-13.949,575.697,1.70925,12.839,12.208,,,,,,10.634,10.65,8.882,,12.093,7.0,234.6171875,203427.203125,,,,0.889890840056953,,,42.6343994140625
1361,1361,EPIC 216050437.01,,,TIC 125060527,2,1.0,0.0,0.0,14.94889,,21.9,,,,,,,,,,,,,,,2457308.24039,0.0,,0.3574,3.2424,16.8,0.119,,,,,,,,1.69,,,,,,,,,,,-23.0529537,-19.35346,16.29067,-1.37011,291.63671,2.0045438,-1.53019,-1.29488,477.026,,12.995,12.487,,,,,,10.864,10.941,8.875,,12.326,7.0,703.875,157222.375,,,,1.2128960533629793,,,76.11880493164062
1363,1363,EPIC 216111905.01,,,TIC 5604455,2,1.0,0.0,0.0,3.0203,,5.6,,,,,,,,,,,,,,,2457304.474,0.0,,0.0375,5.16,1.66,0.041,,,,,,,,1.26,,,,,,,,,,,-22.9402478,-8.97765,11.68184,0.08901,280.43607,39.3442364,-13.9943,-36.7713,409.372,2.41443,14.4,13.601,,,,,,10.903,11.199,8.664,,13.171,7.0,392.2421875,69296.5546875,,,,1.1653971708378672,,,39.595054626464844
1364,1364,EPIC 216114172.01,,,TIC 128168004,2,1.0,0.0,0.0,13.12227,,2.02,,,,,,,,,,,,,,,2457303.2154,0.0,,0.0367,3.936,22.8,0.01849,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1754.3984375,142212.140625,,,,0.8863098057792516,,,106.50816345214844
1366,1366,EPIC 216166748.01,,,TIC 120557280,2,1.0,0.0,0.0,19.68075,,2.55,,,,,,,,,,,,,,,2457303.3631,0.0,,0.0497,4.32,31.6,0.02165,,,,,,,,1.08,,,,,,,,,,,-22.8406872,-17.82987,15.87236,-0.92019,290.12773,11.631802,10.7118,-4.53389,264.321,3.75504,12.858,12.106,,,,,,10.14,10.202,8.899,,11.884,7.0,1132.9453125,230977.75,,,,0.9273959341723137,,,164.01205444335938
1368,1368,EPIC 216212516.01,,,TIC 187612272,2,1.0,0.0,0.0,3.38492,,1.48,,,,,,,,,,,,,,,2457301.6833,0.0,,0.0722,0.8568,26.5,0.0258,,,,,,,,0.53,,,,,,,,,,,-22.7573018,-9.52419,12.15322,0.21528,281.14263,34.3668628,-9.22284,-33.1062,145.158,6.86032,15.141,13.824,,,,,,10.458,10.364,8.861,,13.638,7.0,2164.267578125,65804.8046875,,,,0.9034416826003824,,,1063.84814453125
1369,1369,EPIC 216231580.01,,,TIC 128168083,2,1.0,0.0,0.0,3.90518,,16.3,,,,,,,,,,,,,,,2457302.52322,0.0,,1.573,3.444,9.09,0.1168,,,,,,,,1.28,,,,,,,,,,,-22.7217407,-20.5468,17.1814,-1.27662,293.09185,12.6222487,2.33655,-12.4041,996.938,0.975508,15.823,14.898,,,,,,13.068,12.283,8.288,,14.771,7.0,440.42529296875,13917.2578125,,,,0.8572761194029851,,,59.89999771118164
1370,1370,EPIC 216334329.01,,,TIC 10280439,2,1.0,0.0,0.0,28.077484,,67.3,,,,,,,,,,,,,,,2457316.76556,0.0,1.35,,3.6192,,0.3999,,,,,,,,1.54,,,,,,,,,,,-22.5344317,-14.44794,14.71183,-0.13422,286.65452,15.7053914,10.7285,-11.4699,805.464,1.2214,13.934,13.187,,,,,,11.216,10.5,7.457,,12.896,7.0,132.44140625,93414.5390625,,,,0.9591535433070866,,,17.96042823791504
1371,1371,EPIC 216357880.01,,,TIC 187838615,2,1.0,0.0,0.0,11.86386,,2.21,,,,,,,,,,,,,,,2457313.1296,0.0,,0.0605,3.768,20.7,0.0239,,,,,,,,0.85,,,,,,,,,,,-22.4921765,-13.62933,14.38552,0.01318,285.7893,14.4231698,0.497126,-14.4146,218.345,4.55202,13.765,12.792,,,,,,10.564,10.542,7.705,,12.692,7.0,2442.78125,133045.625,,,,1.0030181086519114,,,1305.1065673828125
1372,1372,EPIC 216363472.01,,,TIC 177871423,2,1.0,0.0,0.0,8.6929,,1.81,,,,,,,,,,,,,,,2457301.8853,0.0,,0.0248,3.768,14.3,0.0154,,,,,,,,1.08,,,,,,,,,,,-22.4822622,-9.02595,12.22016,0.52382,280.74587,11.259096,11.1419,-1.62028,221.962,4.47724,12.592,12.264,,,,,,10.025,10.142,8.957,,11.87,7.0,9567.671875,234252.953125,,,,0.23243577839678117,,,668.4536743164062
1373,1373,EPIC 216387101.01,,,TIC 442101253,2,1.0,0.0,0.0,9.761854,,3.442,,,,,,,,,,,,,,86.845,2457303.01203,0.0,,,,12.668355,0.01782,,,,,,,5529.0,1.77,,-0.22,[Fe/H],,3.91,,,,,,-22.4396719,-10.98869,13.21221,0.37267,282.93313,19.8139931,-17.6155,-9.0713,1133.41,0.856873,13.835,13.13,,,,,,10.802,10.92,8.212,,12.897,7.0,972.08203125,105088.59375,,,,0.945285784074255,,,239.8266143798828
1374,1374,EPIC 216876207.01,,,TIC 177542025,2,1.0,0.0,0.0,32.3204,,3.3,,,,,,,,,,,,,,,2457307.609,0.0,,0.609,8.88,16.2,0.122,,,,,,,,0.24,,,,,,,,,,,-21.5678736,-8.48713,12.98419,1.44775,280.6629,109.8244806,-34.0215,-104.422,119.005,8.37602,19.321,17.71,,,,,,12.827,11.877,8.67,,15.646,7.0,77.3992919921875,2646.50537109375,,,,1.2233389168062534,,,10.077353477478027
1375,1375,EPIC 216892056.01,,,TIC 119907347,2,1.0,0.0,0.0,2.786008,,1.9,,,,,,,,,,,,,,,2457311.40403,0.0,0.46,,0.4992,,0.0413,,,,,,,,0.42,,,,,,,,,,,-21.5401303,-17.11335,17.03553,0.40009,290.09227,254.5409071,71.6007,-244.263,45.7494,21.8294,14.989,13.51,,,,,,9.047,8.822,8.222,,12.503,7.0,1675.5,146907.640625,,,,1.0192697768762677,,,321.1480407714844
1377,1377,EPIC 217084873.01,,,TIC 441899342,2,1.0,0.0,0.0,8.60133,,5.31,,,,,,,,,,,,,,,2457306.6403,0.0,,0.2804,4.0536,16.0,0.0479,,,,,,,,1.02,,,,,,,,,,,-21.1985855,-9.85751,14.06568,1.67083,282.38634,2.7706095,-2.73045,-0.470021,642.186,1.53046,15.621,14.818,,,,,,12.434,11.921,8.548,,14.434,7.0,213.51171875,21901.099609375,,,,1.037871033776868,,,16.465164184570312
1378,1378,EPIC 217084873.02,,,TIC 441899342,2,1.0,0.0,0.0,29.8411,,5.23,,,,,,,,,,,,,,,2457328.2028,0.0,,0.2388,5.28,38.6,0.0472,,,,,,,,1.02,,,,,,,,,,,-21.1985855,-9.85751,14.06568,1.67083,282.38634,2.7706095,-2.73045,-0.470021,642.186,1.53046,15.621,14.818,,,,,,12.434,11.921,8.548,,14.434,7.0,213.51171875,21901.099609375,,,,1.037871033776868,,,16.465164184570312
1379,1379,EPIC 217149884.01,,,TIC 12533482,2,1.0,0.0,0.0,16.692356,,17.0,,,,,,,,,,,,,,,2457315.06266,0.0,0.54,,5.5296,,0.1733,,,,,,,,0.9,,,,,,,,,,,-21.0839355,-16.06569,17.08426,0.98719,289.22325,15.3571889,-4.86329,-14.5668,908.519,1.07479,15.176,14.459,,,,,,12.627,12.343,8.778,,14.216,7.0,470.646484375,22442.64453125,,,,0.7152089616544592,,,73.49170684814453
1380,1380,EPIC 217231249.01,,,TIC 336598228,2,1.0,0.0,0.0,4.833191,,25.31,,,,,,,,,,,,,,,2457304.96905,0.0,,1.8419,4.8,8.54,0.1257,,,,,,,,1.85,,,,,,,,,,,-20.9394612,-13.93048,16.27484,1.43092,286.99262,4.8807733,-2.45957,-4.21574,1059.57,0.916675,14.826,14.074,,,,,,12.205,11.867,8.129,,13.838,7.0,1016.701171875,46876.3984375,,,,1.064282011404873,,,288.1485900878906
1381,1381,EPIC 217393088.01,,,TIC 11445231,2,1.0,0.0,0.0,1.3194719,,14.3,,,,,,,,,,,,,,,2457302.43259,0.0,,1.2036,3.1872,3.488,0.1004,,,,,,,,1.31,,,,,,,,,,,-20.6543778,-14.84845,17.01811,1.56832,288.15152,3.0546931,2.15367,-2.1663,2182.87,0.436105,16.38,15.524,,,,,,13.842,11.729,8.661,,15.293,7.0,271.96240234375,8450.751953125,,,,0.8581427904806346,,,51.97011184692383
1383,1383,EPIC 217855533.01,,,TIC 11952309,2,1.0,0.0,0.0,21.587326,,1.781,,,,,,,,,,,,,,89.113,2457320.38452,0.0,,,,31.277472,0.01113,,,,,,,6244.0,1.47,,-0.06,[Fe/H],,4.11,,,,,,-19.843218,-15.04615,18.02669,2.29479,288.8308,22.0111755,3.05313,-21.7984,282.4672,3.54023,11.44,10.838,,,,,,8.908,8.905,7.844,,10.043,7.0,2170.9375,1300415.25,,,,0.9664197530864198,,,209.9543914794922
1384,1384,EPIC 218170789.01,,,TIC 225090852,2,1.0,0.0,0.0,3.041617,,8.989,,,,,,,,,,,,,,57.297,2457303.40225,0.0,,,,2.009597,0.09433,,,,,,,5250.0,0.87,,0.07,[Fe/H],,4.31,,,,,,-19.284618,-8.59197,15.60133,3.62068,282.07424,32.0568889,2.25185,-31.9777,571.458,1.72346,14.237,13.206,,,,,,10.609,10.733,8.287,,12.89,7.0,531.8515625,92357.1875,,,,0.8124715521165226,,,77.06436920166016
1386,1386,EPIC 218195416.01,,,TIC 442025716,2,1.0,0.0,0.0,0.4951253,,28.8,,,,,,,,,,,,,,,2457301.94383,0.0,,0.08276,2.5608,1.272,0.141,,,,,,,,1.87,,,,,,,,,,,-19.2399189,-9.32258,16.00778,3.58933,282.90896,2.5454879,-0.040858,-2.54516,823.927,1.1901,11.754,11.831,,,,,,10.829,10.728,8.876,,11.933,7.0,1578.890625,235780.953125,,,,1.790469516468115,,,451.109375
1387,1387,EPIC 218300572.01,,,TIC 187539699,2,1.0,0.0,0.0,1.589843,,49.0,,,,,,,,,,,,,,,2457301.59453,0.0,,0.1741,2.388,2.51,0.114,,,,,,,,3.93,,,,,,,,,,,-19.051064,-7.96447,15.55546,3.90365,281.51111,1.9758779,-0.810376,-1.80205,1030.66,0.949656,12.699,12.101,,,,,,10.423,11.027,8.902,,11.919,7.0,1853.90625,217443.046875,,,,1.0050352467270895,,,861.62353515625
1388,1388,EPIC 218304292.01,,,TIC 336681160,2,1.0,0.0,0.0,8.421659,,3.458,,,,,,,,,,,,,,89.679,2457306.81582,0.0,,,,85.918072,0.02578,,,,,,,5779.0,1.23,,-0.29,[Fe/H],,4.13,,,,,,-19.0444581,-13.1469,18.04959,3.3117,287.22462,26.0166272,25.2299,6.34957,380.932,2.59854,13.292,12.663,,,,,,10.959,10.942,8.034,,12.511,7.0,835.015625,134955.453125,,,,0.8546809501630181,,,67.83895874023438
1390,1390,EPIC 218332621.01,,,TIC 187539305,2,1.0,0.0,0.0,9.811589,,4.253,,,,,,,,,,,,,,,2457302.06837,0.0,0.707,,4.4,12.64,0.0207,,,,,,G2,5953.0,1.88,1.51,-0.162,[Fe/H],,4.07,,,,,,-18.9933747,-7.90237,15.58966,3.96457,281.47508,8.0621445,1.43266,-7.93383,685.16,1.43504,13.702,12.942,,,,,,11.073,11.011,8.807,,12.748,,604.5625,101762.1328125,,,,1.0991038481813389,,,45.22638702392578
1391,1391,EPIC 218621322.01,,,TIC 377240984,2,1.0,0.0,0.0,11.587502,,21.9,,,,,,,,,,,,,,,2457316.04543,0.0,1.17,,3.9,,0.202,,,,,,,,1.0,,,,,,,,,,,-18.4681649,-10.53735,17.46176,4.18553,284.69389,55.5871098,2.04989,-55.5493,299.538,3.31064,13.338,12.594,,,,,,10.46,10.572,8.517,,12.396,7.0,583.4609375,147971.8125,,,,0.9024856596558317,,,50.830745697021484
1392,1392,EPIC 218695436.01,,,TIC 12128679,2,1.0,0.0,0.0,1.549318,,42.6,,,,,,,,,,,,,,,2457301.64689,0.0,,3.789,4.0176,3.027,0.235,,,,,,,,1.67,,,,,,,,,,,-18.3290391,-14.67176,19.56927,3.75808,289.30265,14.9460834,-5.26563,-13.9878,473.822,2.29541,12.115,12.079,,,,,,10.546,10.494,8.872,,11.935,7.0,7364.0546875,219666.640625,,,,0.7373472949389179,,,2772.076904296875
1393,1393,EPIC 218701083.01,,,TIC 187506576,2,1.0,0.0,0.0,5.049068,,2.594,,,,,,,,,,,,,,,2457304.911134,0.0,0.303,,4.2,8.92,0.0161,,,,,,F7,6262.0,1.48,1.2,-0.184,[Fe/H],,4.18,,,,,,-18.3183158,-7.58958,16.19365,4.63874,281.514,8.9441272,2.61436,-8.55351,539.168,1.82824,13.301,12.806,,,,,,10.997,11.311,8.598,,12.486,,1281.62109375,124955.46875,,,,0.991991991991992,,,88.54185485839844
1394,1394,EPIC 218709665.01,,,TIC 179996779,2,1.0,0.0,0.0,1.9363475,,46.0,,,,,,,,,,,,,,,2457303.30369,0.0,,2.4595,2.2704,5.02,0.25,,,,,,,,1.69,,,,,,,,,,,-18.3020489,-7.37108,16.10366,4.67445,281.27994,8.5259214,8.22196,2.25626,601.274,1.63494,14.157,13.396,,,,,,11.271,11.294,8.71,,13.112,7.0,1740.98046875,69491.796875,,,,0.9218146718146718,,,427.150390625
1395,1395,EPIC 218711655.01,,,TIC 377241703,2,1.0,0.0,0.0,1.157563,,12.3,,,,,,,,,,,,,,,2457311.85285,0.0,1.29,,0.0,,0.0777,,,,,,,,1.46,,,,,,,,,,,-18.2983843,-10.47202,17.62134,4.35351,284.71993,16.3138737,-7.99659,-14.2196,372.956,2.65346,11.92,11.52,,,,,,9.726,9.659,7.783,,11.334,7.0,1892.953125,384636.6875,,,,1.0228658536585367,,,119.7153549194336
1396,1396,EPIC 218874453.01,,,TIC 414772236,2,1.0,0.0,0.0,2.17469,,1.8,,,,,,,,,,,,,,,2457302.1007,0.0,,0.0251,1.08,13.6,0.0152,,,,,,,,1.08,,,,,,,,,,,-17.988768,-9.79696,17.64395,4.72408,284.15345,6.4921536,6.27908,-1.64961,361.896,2.73457,14.34,13.529,,,,,,11.077,11.091,8.582,,13.097,7.0,851.203125,66499.015625,,,,0.8998091603053435,,,212.1871337890625
1397,1397,EPIC 218901589.01,,,TIC 335899543,2,1.0,0.0,0.0,1.658223,,0.867,,,,,,,,,,,,,,,2457303.1303,0.0,,0.01093,2.904,4.12,0.00867,,,,,,,,0.92,,,,,,,,,,,-17.9389031,-10.83837,18.20163,4.64851,285.33207,57.2797761,43.3862,-37.398,126.069,7.90363,12.369,11.211,,,,,,9.055,9.027,8.56,,11.084,7.0,1402.875,453248.78125,,,,1.049408131755018,,,197.11465454101562
1398,1398,EPIC 218952024.01,,,TIC 350745858,2,1.0,0.0,0.0,0.56007,,1.67,,,,,,,,,,,,,,,2457301.8512,0.0,,0.01663,2.448,1.103,0.0348,,,,,,,,0.44,,,,,,,,,,,-17.8445713,-8.34803,17.0998,5.01657,282.63053,4.2598606,-3.84386,-1.83607,5088.26,0.159061,14.781,13.521,,,,,,8.598,8.625,8.051,,12.364,7.0,3486.7265625,102175.1796875,,,,0.7993673746046092,,,1073.88037109375
1399,1399,EPIC 218973982.01,,,TIC 130283326,2,1.0,0.0,0.0,4.88451,,16.1,,,,,,,,,,,,,,,2457303.5531,0.0,,1.647,3.0,9.06,0.202,,,,,,,,0.73,,,,,,,,,,,-17.7975944,-13.22087,19.49229,4.46581,288.0306,,,,,,18.326,19.7478,,,,,,14.204,12.419,8.691,,18.055,7.0,156.62542724609375,980.4060668945312,,,,0.9548355424644085,,,12.522368431091309
1400,1400,EPIC 219111248.01,,,TIC 130013676,2,1.0,0.0,0.0,4.35967,,2.31,,,,,,,,,,,,,,,2457301.701,0.0,,0.1568,1.8576,16.9,0.0379,,,,,,,,0.56,,,,,,,,,,,-17.5013251,-12.99703,19.72149,4.77383,287.9592,59.9832363,57.8132,15.9882,213.129,4.66378,16.181,16.88,,,,,,11.542,11.54,8.721,,14.766,7.0,953.6162109375,14360.646484375,,,,1.0935856992639328,,,179.19886779785156
1401,1401,EPIC 219114906.01,,,TIC 345024270,2,1.0,0.0,0.0,1.81053,,1.024,,,,,,,,,,,,,,,2457302.6107,0.0,,0.0326,1.68,7.2,0.0173,,,,,,,,0.54,,,,,,,,,,,-17.4933728,-10.84645,18.70696,5.0669,285.60012,26.62409,-19.9187,17.666,193.329,5.14384,14.852,13.612,,,,,,10.819,10.945,8.306,,13.349,7.0,381.923828125,56579.05859375,,,,1.0804597701149425,,,37.02555847167969
1402,1402,EPIC 219256848.01,,,TIC 201149669,2,1.0,0.0,0.0,20.943909,,591.1,,,,,,,,,,,,,,,2457325.79217,0.0,1.39,,3.4896,,0.4686,,,,,,,,11.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1668.884765625,66333.453125,,,,0.8299632352941176,,,78.34516143798828
1404,1404,EPIC 219266595.01,,,TIC 6979435,2,1.0,0.0,0.0,0.944284,,1.48,,,,,,,,,,,,,,,2457301.8455,0.0,,0.0271,4.032,1.2,0.0199,,,,,,,,0.68,,,,,,,,,,,-17.1548189,-12.52648,19.8901,5.16316,287.64678,22.6979841,-22.6634,-1.25251,252.377,3.93362,14.537,13.433,,,,,,10.963,10.903,8.931,,13.137,7.0,828.828125,67842.6171875,,,,0.8375634517766497,,,86.8355484008789
1405,1405,EPIC 219388192.01,,,TIC 130633912,2,1.0,0.0,0.0,5.292605,,9.978,,,,,,,,,,,,,,89.297,2457303.9888,0.0,,,,13.345959,0.09434,,,,,,,5689.0,0.97,,0.16,[Fe/H],,4.43,,,,,,-16.8717267,-13.25177,20.55348,5.32356,288.60918,27.2921946,-0.410985,-27.2891,305.038,3.25061,13.285,12.527,,,,,,10.61,10.606,8.925,,12.336,7.0,3155.015625,147159.734375,,,,0.8299632352941176,,,925.46142578125
1408,1408,EPIC 219420915.01,,,TIC 446474423,2,1.0,0.0,0.0,0.515013,,26.1,,,,,,,,,,,,,,,2457311.33064,0.0,1.31,,0.0,,0.1838,,,,,,,,1.3,,,,,,,,,,,-16.7935986,-11.586,19.84955,5.62875,286.82503,25.2119567,-6.25583,-24.4235,450.472,2.19739,13.811,13.088,,,,,,11.045,10.813,8.106,,12.847,7.0,815.5234375,88779.953125,,,,0.38504347826086954,,,160.92356872558594
1410,1410,EPIC 219480273.01,,,TIC 6591443,2,1.0,0.0,0.0,26.4837,,1.98,,,,,,,,,,,,,,,2457306.9592,0.0,,0.0201,6.048,29.4,0.0132,,,,,,,,1.38,,,,,,,,,,,-16.6470643,-12.09566,20.25825,5.69689,287.47247,22.7279249,9.18338,-20.79,293.753,3.37611,11.775,11.484,,,,,,9.817,9.828,8.22,,11.208,7.0,1014.921875,418813.375,,,,1.2159154145798554,,,91.81354522705078
1411,1411,EPIC 219610716.01,,,TIC 6982778,2,1.0,0.0,0.0,2.08807,,12.4,,,,,,,,,,,,,,,2457301.6891,0.0,,0.0717,3.072,4.51,0.0255,,,,,,,,4.44,,,,,,,,,,,-16.3098775,-12.14563,20.66267,6.00477,287.72689,9.7566872,3.23897,-9.20337,2010.56,0.471982,15.579,14.446,,,,,,11.479,12.019,8.708,,14.0,7.0,1535.064453125,31053.330078125,,,,0.9433870180575891,,,53.77663803100586
1412,1412,EPIC 219747794.01,,,TIC 130630665,2,1.0,0.0,0.0,34.3797,,118.0,,,,,,,,,,,,,,,2457307.1715,0.0,,1.943,3.912,50.0,0.268,,,,,,,,4.0,,,,,,,,,,,-15.9295397,-12.88637,21.44567,6.25301,288.7679,10.6861822,-6.52115,-8.46576,,,,19.0571,,,,,,14.682,12.191,8.607,,17.713,7.0,4302.45458984375,3720.787109375,,,,1.2676537585421412,,,331.6499938964844
1413,1413,EPIC 219747794.02,,,TIC 130630665,2,1.0,0.0,0.0,15.6594,,37.0,,,,,,,,,,,,,,,2457304.914,0.0,,0.253,6.864,8.2,0.084,,,,,,,,4.0,,,,,,,,,,,-15.9295397,-12.88637,21.44567,6.25301,288.7679,10.6861822,-6.52115,-8.46576,,,,19.0571,,,,,,14.682,12.191,8.607,,17.713,7.0,4302.45458984375,3720.787109375,,,,1.2676537585421412,,,331.6499938964844
